	start	end	text
0	00:00:10	00:00:12	Oh, wow.
1	00:00:12	00:00:14	What? No. I...
2	00:00:14	00:00:15	I don't even want to say it.
3	00:00:15	00:00:17	I don't want to jinx it.
4	00:00:17	00:00:18	What are you talking about?
5	00:00:21	00:00:24	You guys playing freeze tag again?
6	00:00:24	00:00:28	Henry seems to be having a, uh, Beautiful Mind--moment here.
7	00:00:36	00:00:38	The cycle.
8	00:00:39	00:00:43	Yeah, I just closed a homicide, and I think Ray closed an accidental about an hour ago.
9	00:00:43	00:00:48	Well, there you go-- homicide, suicide, accidental. Gentlemen...
10	00:00:48	00:00:53	we here on grave shift, are one natural death away from hitting for the cycle.
11	00:00:53	00:00:55	I can't believe you; you said it.
12	00:00:56	00:00:57	So, what's your problem?
13	00:00:57	00:01:01	A guy's pitching a perfect game, you don't say-- he's pitching a perfect game.
14	00:01:01	00:01:03	Do you know how long it's been since grave hit a cycle?
15	00:01:03	00:01:08	Four years, seven months, 13 days, two hours and ten minutes.
16	00:01:08	00:01:11	Henry, we're men of science, not men of superstition.
17	00:01:11	00:01:15	Oh, my band of brothers, we will hit the cycle-- of this I am certain.
18	00:01:15	00:01:19	I am so certain that I propose a little action.
19	00:01:19	00:01:21	A little action, huh?
20	00:01:21	00:01:27	Yeah. Let's do it. A wager to see which CSI brings in the natural, and thereby brings the cycle home.
21	00:01:27	00:01:28	It's luck of the draw.
22	00:01:28	00:01:29	You can't predict who's going to pull a natural.
23	00:01:29	00:01:32	It's a numbers game-- the more cases you get, the more chances you have to win.
24	00:01:32	00:01:35	And, uh, I'm on a roll, right now, boys.
25	00:01:35	00:01:36	I wouldn't bet against me.
26	00:01:36	00:01:41	Or me. I got a body, right now, in autopsy, that's looking pretty au naturel.
27	00:01:41	00:01:42	I got a hundred bucks on Nick.
28	00:01:42	00:01:45	And it's not because you are the co-shift supervisor.
29	00:01:45	00:01:47	Thank you. I am also...
30	00:01:47	00:01:49	in on me for $100. You know what?
31	00:01:49	00:01:51	Uh, make it $200.
32	00:01:52	00:01:52	Like a man...
33	00:01:53	00:01:55	All right, I'm in.
34	00:01:55	00:01:57	Yeah, and Hodges, let Henry be the bank.
35	00:01:57	00:02:01	What, you don't trust me with our future earnings?
36	00:02:01	00:02:02	(wry laugh) Come on.
37	00:02:02	00:02:04	This is so wrong.
38	00:02:04	00:02:08	You don't just shove dollar bills into the Holy Grail, you know.
39	00:02:08	00:02:10	That's true, Henry.
40	00:02:11	00:02:13	But this is Vegas.
41	00:02:13	00:02:16	Uh, we have a cycle going on, people!
42	00:02:16	00:02:17	Anybody else want in?
43	00:02:17	00:02:18	Go see Henry.
44	00:02:18	00:02:19	Easy money, Sanders.
45	00:02:19	00:02:21	It's like picking it up off the ground.
46	00:02:21	00:02:22	Yeah, well, don't hurt yourself.
47	00:02:22	00:02:24	Oh, come on!
48	00:02:24	00:02:26	No... Seriously?
49	00:03:02	00:03:03	Abdomen is distended.
50	00:03:03	00:03:05	Hard to the touch.
51	00:03:05	00:03:06	She's not pregnant.
