	start	end	text
0	00:01:17	00:01:20	NO!
1	00:01:39	00:01:41	Excuse me.
2	00:01:41	00:01:42	My name's Gil Grissom.
3	00:01:42	00:01:44	I'm with the Las Vegas Crime Lab.
4	00:01:44	00:01:45	Please help us.
5	00:01:45	00:01:47	I'll certainly try.
6	00:01:50	00:01:52	Is that the ransom note?
7	00:01:52	00:01:56	Yeah. They don't even say how much money they want.
8	00:01:56	00:01:58	They just say that they'll call us in six hours.
9	00:01:58	00:02:01	Have you let anyone else touch this note?
10	00:02:01	00:02:03	Police, a relative, anyone?
11	00:02:03	00:02:04	N-no, just us. Why?
12	00:02:04	00:02:08	Well, because the person who touched it before you has your son...
13	00:02:08	00:02:11	and he's just left us the first piece of the puzzle.
14	00:02:48	00:02:50	Jim, Dispatch said this is a kidnapping?
15	00:02:50	00:02:51	Divorce situation?
16	00:02:51	00:02:53	No papers filed.College sweethearts.
17	00:02:53	00:02:55	Neighbors say they're the salt of the earth.
18	00:02:56	00:02:57	So this could have been legitimate?
19	00:02:57	00:02:59	They have a security system.
20	00:02:59	00:03:01	Never put it on.
21	00:03:01	00:03:02	They say how come?
22	00:03:02	00:03:04	They feel safe in the neighborhood.
23	00:03:04	00:03:06	Check the premises?
24	00:03:06	00:03:08	Attic, wine cellar, crawl space.
25	00:03:08	00:03:09	No four-month-old baby.
26	00:03:12	00:03:13	Nice digs.
27	00:03:13	00:03:15	Yeah, guy got rich off some dot-com outfit.
28	00:03:15	00:03:17	Moved here from Oregon two years ago.
29	00:03:17	00:03:19	Bet they wished they hadn't today.
30	00:03:19	00:03:21	Are you sure he won't hear a click or something?
31	00:03:21	00:03:23	He won't.
32	00:03:23	00:03:25	And if he asks, you and your wife are alone.
33	00:03:25	00:03:26	Question him about your son.
34	00:03:26	00:03:28	Ask to hear him breathing.
35	00:03:28	00:03:29	Anything to keep the guy talking.
36	00:03:29	00:03:30	Understood?
37	00:03:30	00:03:31	I don't know.
38	00:03:31	00:03:33	Yeah, yeah.
39	00:03:33	00:03:34	Okay.
40	00:03:34	00:03:36	Built my own business.
41	00:03:36	00:03:38	I can handle any kind of pressure.
42	00:03:42	00:03:43	Was this yours?
43	00:03:43	00:03:46	Yeah.
44	00:03:46	00:03:48	May I ask when you opened it?
45	00:03:48	00:03:49	I don't know.
46	00:03:50	00:03:52	Um, sometime after we called 9-1-1.
47	00:03:55	00:03:57	You mind if I, uh...?
48	00:03:57	00:03:59	No, no, go ahead.
49	00:04:14	00:04:15	You have any more of these?
50	00:04:15	00:04:17	In the fridge.
51	00:04:17	00:04:19	Thanks.
52	00:04:19	00:04:21	Do my boys have to be here?
53	00:04:21	00:04:25	I think this is hard enough for them without having to hear the facts.
54	00:04:25	00:04:29	I understand, but it's best for our investigation if we keep the whole family together.
55	00:04:29	00:04:31	It's okay, Mom.
56	00:04:31	00:04:33	You were saying, Mrs. Anderson?
57	00:04:33	00:04:34	Um...
58	00:04:34	00:04:39	30, like I usually do to feed Zack.
59	00:04:39	00:04:41	I'm still breast-feeding.
60	00:04:41	00:04:43	And I went down to Zacky's room.
61	00:04:43	00:04:45	I looked in his crib and he was gone.
62	00:04:45	00:04:47	He wasn't there.
63	00:04:47	00:04:52	And I felt around for him and that's when I found the letter saying that he had been taken and I...I don't know.
64	00:04:52	00:04:56	I-I think I screamed...
65	00:04:56	00:04:57	You screamed, Mom.
