	start	end	text
0	00:01:08	00:01:10	Guy in a boat spotted him this morning.
1	00:01:10	00:01:11	No witnesses.
2	00:01:11	00:01:13	How did he get up there?
3	00:01:16	00:01:18	I think maybe somebody gave him a lift.
4	00:01:18	00:01:20	Okay, Super, I'm ready to cut.
5	00:01:27	00:01:30	Lacerations to his chest.
6	00:01:31	00:01:33	Stabbed and then hanged.
7	00:01:33	00:01:36	I guess he wasn't dead enough.
8	00:01:36	00:01:40	Rope burns on both palms.
9	00:01:40	00:01:41	He probably tried to pull himself up.
10	00:01:41	00:01:43	Lift his shirt up, will you, David?
11	00:01:45	00:01:47	Whoa!
12	00:01:47	00:01:51	I... thought this... guy was a guy.
13	00:01:51	00:01:52	Check the plumping.
14	00:01:53	00:01:54	Full male genitalia.
15	00:01:54	00:01:58	Mutilated tranny strung up in a tree.
16	00:02:02	00:02:03	Go! Go! Go! Go!
17	00:02:03	00:02:06	Bet I know how he got up there.
18	00:02:13	00:02:16	and TOYOTA. Moving Forward.
19	00:03:39	00:03:42	Lacerations aren't deep enough to have killed him.
20	00:03:42	00:03:46	Ligature furrows canted upward.
21	00:03:46	00:03:49	Scratches... consistent with struggling to get free.
22	00:03:50	00:03:52	Preliminary C.O.D.'s suffocation from hanging.
23	00:03:53	00:03:55	18 years old.
24	00:03:56	00:03:58	Brian Towne.
25	00:03:58	00:04:00	Lived in Verdant Glen.
26	00:04:00	00:04:06	Hmm. 20 years ago, my wife wanted to buy out there, but there was no 215 freeway back then.
27	00:04:06	00:04:07	The commute would've killed me.
28	00:04:07	00:04:10	No physical signs of Klinefelter syndrome.
29	00:04:10	00:04:12	So he's not an XXY.
30	00:04:12	00:04:15	No, he's all skin and muscle.
31	00:04:15	00:04:16	These can't be fatty deposits...
32	00:04:17	00:04:19	This is glandular tissue.
33	00:04:19	00:04:22	His mammaries are swollen.
34	00:04:22	00:04:23	Gynecomastia.
35	00:04:23	00:04:26	Pre-op transsexuals take a lot of estrogen.
36	00:04:26	00:04:31	I'll run an expanded tox panel, send out for a hormone screen.
37	00:04:37	00:04:39	It wasn't easy being a Copa girl.
38	00:04:39	00:04:45	When the curtain came down, we had to stay and decorate the Sands Casino into the wee hours.
39	00:04:45	00:04:49	Ugly guys do gamble more when there's pretty girls to look at.
40	00:04:49	00:04:51	They weren't all ugly.
41	00:04:51	00:04:55	And your father, in that tuxedo...
42	00:04:55	00:05:02	giving me the eye, trying not to grin, 'cause he thought floor managers had to be tough.
43	00:05:02	00:05:03	So, Mom, who made the first move?
44	00:05:03	00:05:06	Sam.
45	00:05:06	00:05:13	Stuck this five-dollar chip in my hand and said, Take it, you can't miss.
46	00:05:13	00:05:16	I shot craps all night with Peter Lawford and cleaned up.
47	00:05:18	00:05:24	I was right here the day Sam opened the Rampart, his first casino.
48	00:05:26	00:05:30	And we were going to be right here again when he opened the Eclipse.
49	00:05:30	00:05:37	I know you wanted to be buried with this, but I just couldn't let go.
50	00:05:37	00:05:39	I can now.
51	00:05:40	00:05:44	They're going to build your dream on it, honey.
52	00:05:46	00:05:48	Take it.
53	00:05:49	00:05:50	You can't miss.
54	00:06:16	00:06:18	I don't care if it's Jimmy Louise Hoffa.
55	00:06:18	00:06:20	I want you to grab that jackhammer and bust up this concrete.
56	00:06:20	00:06:21	Supervisor Willows from Crime Lab.
57	00:06:21	00:06:23	What's going on here? Worker found a body.
58	00:06:23	00:06:24	I'm just following protocol.
59	00:06:24	00:06:27	You find a body, call you guys.
60	00:06:27	00:06:30	Yeah. How do you know this is one of the Marquis Chimps?
61	00:06:30	00:06:34	'Cause they played the Frontier in Ronald Reagan's act.
62	00:06:34	00:06:38	And only humans have a saddle joint.
63	00:06:38	00:06:42	In fact, that's how we were able to swing out of trees and end up here.
64	00:06:42	00:06:43	Opposable thumbs.
65	00:06:43	00:06:46	Well, these casinos weren't built by saints, you know.
66	00:06:46	00:06:48	Oh, I know.
67	00:06:48	00:06:49	My dad built this one.
68	00:06:51	00:06:52	Las Vegas Crime Lab.
69	00:06:52	00:06:54	Yeah, this is CSI Willows.
70	00:06:54	00:06:58	I need to hand a case off to Swing.
71	00:06:58	00:06:59	Conflict of interest.
72	00:07:51	00:07:53	I want to know who did this.
73	00:07:53	00:07:56	Well, that's what we're trying to find out.
74	00:07:56	00:08:01	Mrs. Towne, it would be of help if you could tell me a little bit more about your son Brian.
75	00:08:02	00:08:11	He was kind... and sweet and... didn't have an enemy in the world.
76	00:08:11	00:08:13	What about friends? Not really.
77	00:08:13	00:08:18	He was always so busy putting in overtime down at the... water treatment plant.
78	00:08:20	00:08:22	He loved to take long runs.
79	00:08:22	00:08:25	Exercise is a natural cure for depression.
80	00:08:25	00:08:27	Was he depressed?
81	00:08:27	00:08:28	I mean, there's a lot of medications here.
82	00:08:29	00:08:30	Are these Brian's?
83	00:08:30	00:08:31	No. These are all mine.
84	00:08:31	00:08:35	I had a mastectomy eight years ago.
85	00:08:35	00:08:37	Cancer came back three months ago.
86	00:08:37	00:08:38	Oh.
87	00:08:38	00:08:40	I'm... I'm sorry to hear that.
88	00:08:40	00:08:43	I never thought I'd outlive my son.
89	00:08:45	00:08:48	Is there anything else?
90	00:08:48	00:08:50	Did you know a person with the last name Cyden?
91	00:08:50	00:08:52	C-Y-D-E-N? Paul Cyden.
92	00:08:52	00:08:55	He's a family friend; he lives a couple blocks over.
93	00:08:55	00:08:57	So Brian knew him, too?
94	00:08:57	00:09:01	Oh, he was like a father to Brian after my husband died.
95	00:09:01	00:09:03	Why are you asking about Paul?
