	start	end	text
0	00:00:10	00:00:12	I was channeling my nerves in a positive way.
1	00:00:12	00:00:14	Somebody's got to hold it together.
2	00:00:16	00:00:19	I swear, Janice can't dance a straight line.
3	00:00:19	00:00:20	Pigeon-toed.
4	00:00:20	00:00:22	Should have stayed on the bluebell line. B.G.
5	00:00:22	00:00:25	Well, you know how she scored that principal role, right?
6	00:00:25	00:00:29	Bad on her feet, good on her back.
7	00:00:29	00:00:31	Oh, Libby, can you believe this?
8	00:00:31	00:00:32	I am so sick of this pigsty.
9	00:00:33	00:00:36	Been like this ever since Lauren got her creepy new boyfriend.
10	00:00:36	00:00:40	He's a musician. My mom dated a musician-- total freeloaders.
11	00:00:40	00:00:43	If I get bumped to principal this week, I am so out of here.
12	00:00:43	00:00:46	Take me with you.
13	00:00:46	00:00:47	Becca fell off the wagon again.
14	00:00:47	00:00:49	The nicotine dancer diet.
15	00:01:27	00:01:29	Hey! You've reached Showgirl Heaven.
16	00:01:29	00:01:31	Please leave a message at the tone. Thanks. Bye.
17	00:01:31	00:01:34	Cammie, great audition today.
18	00:01:34	00:01:36	You made it, girl.
19	00:01:36	00:01:38	You're principal. Call me for the details.
20	00:01:38	00:01:40	Congrats! (machine beeps, disconnects)
21	00:01:58	00:02:00	Everyone's in my room. Follow the music.
22	00:02:00	00:02:02	Be right there.
23	00:02:02	00:02:04	Hey, guys.
24	00:02:07	00:02:08	Libby?
25	00:02:11	00:02:12	Libby!
26	00:02:21	00:02:23	Hell of a way to spend your night off.
27	00:02:23	00:02:25	How many bodies do you have in there?
28	00:02:25	00:02:27	Three.
29	00:02:27	00:02:31	Grissom's down the hall, first door on your right. Just follow the blood.
30	00:02:51	00:02:53	My date got canceled.
31	00:02:53	00:02:55	I'm sure he had a good excuse.
32	00:03:02	00:03:04	Looks like sexual assault.
33	00:03:04	00:03:06	Bound, pants pulled down.
34	00:03:06	00:03:07	Yeah.
35	00:03:07	00:03:08	Where do you want me?
36	00:03:08	00:03:11	Next bedroom. There's another body in there.
37	00:03:11	00:03:13	Well, that makes five.
38	00:03:13	00:03:15	The dispatch said there were six.
39	00:03:15	00:03:19	According to Brass, the boyfriend of one of the victims found the bodies.
40	00:03:19	00:03:22	Said there were six roommates, all showgirls.
41	00:03:22	00:03:24	Evidently, one didn't come home.
42	00:03:24	00:03:26	She picked the right night.
43	00:04:01	00:04:03	Hot scene! Suspect under the bed!
44	00:04:03	00:04:05	Sara!
45	00:04:05	00:04:08	Please... please help me.
46	00:04:08	00:04:09	Please.
47	00:04:09	00:04:10	Hold on.
48	00:04:10	00:04:13	Victim down! Call an ambulance!
49	00:04:13	00:04:16	Dispatch, this is CSI Grissom... You're safe now, okay?
50	00:04:16	00:04:18	You're safe now. It's going to be okay.
51	00:04:18	00:04:21	Help me. Help me.
52	00:05:02	00:05:07	Up until a few hours ago, this was considered one of the safest neighborhoods in Las Vegas.
53	00:05:07	00:05:11	But with the discovery of six young women brutally slain in their beds...
54	00:05:11	00:05:13	45.
55	00:05:13	00:05:15	I've been dating Becca about a month.
56	00:05:15	00:05:20	When I saw all that blood on the stairs, I just... I just knew.
57	00:05:20	00:05:22	Jonathan, do you have a key to the house?
58	00:05:22	00:05:23	Becca gave it to me.
