	sentence	killer_gold	medion_time
0	so the gang unit says our d.b hey	N	00:00:09.425
1	is a sixteen-year-old tyson plummer hey man	N	00:00:11.302
2	how many holes in the victim what 's up	N	00:00:13.055
3	i count four thanks	N	00:00:14.352
4	eleven shell casings they walk through the door and meet with det vartann	N	00:00:16.003
5	shooter emptied the gun so he was moving and shooting suspects wait in central holding to be processed and transferred to jail	N	00:00:19.042
6	only hit the vic four times they assaulted the officers with feces and then the cops went in	N	00:00:22.004
7	she talks to herself great	N	00:00:24.726
8	hey it works for me to bust some heads	N	00:00:26.244
9	bullets that missed hit the outside building wall the closer they get the smellier it gets	N	00:00:29.203
10	hey man what ya doing in my back alley hoo so you 've got a samuelmendez with a cracked skull listed as death imminent right	N	00:00:33.625
11	bang bang bang bang you think the cops used excessive force here	N	00:00:36.616
12	man you know andre did n't cap him like that nick puts his case down and walks over to the empty cell	N	00:00:37.722
13	did too yeah	N	00:00:39.393
14	did not the officer removes the tape to open the cell	N	00:00:40.405
15	did too nick looks at the mess on the wall	N	00:00:41.417
16	how you gon na tell me yeah well if they'd 've thrown a bunch of feces at me i would have cracked some skulls too	N	00:00:42.381
17	i saw him on the middle of the bare floor there 's a gun	N	00:00:42.969
18	hey guys can i talk to you for a sec this is the last place i thought i 'd see a gun	N	00:00:43.558
19	run it was found under the victim	N	00:00:44.147
20	i just want to ask you a few questions warrick puts a ruler down and snaps a photo of the gun	N	00:00:45.841
21	yo man what did they squat on cue	N	00:00:51.222
22	wait up overflowing toilet	N	00:00:52.881
23	grissom resume to present	N	00:01:02.555
24	go ahead greg well there must have been some real bad asses in here	N	00:01:03.653
25	we got a young male d.b looks like it got pretty heated	N	00:01:05.385
26	by the dumpster the prisoners are lined up in a row	N	00:01:07.421
27	i 'll be right there they 're all wearing towels and carrying their clothes	N	00:01:09.801
28	hey hey the prisoner has a large bruise around his left eye	N	00:01:17.224
29	get your damn hands off me what else you want to know	N	00:01:18.490
30	whoa whoa a fish	N	00:01:18.590
31	i ca n't let you touch him nick snaps another photo	N	00:01:19.306
32	what 's your name new to the game	N	00:01:20.705
33	i 'm plummer you want to go to the hold boy	N	00:01:23.221
34	leo the next prisoner steps up and spits in front of nick into something off screen	N	00:01:24.449
35	that 's my brother right there nick stares up at the very tall prisoner 2	N	00:01:25.678
36	they did n't have to do him like that dawg what	N	00:01:26.907
37	i know you know who did this leo the prisoner hands the guard his shoes	N	00:01:28.585
38	ai n't your problem man nick takes a couple of photos	N	00:01:30.594
39	whoever did this is gon na get got you see what happened	N	00:01:32.488
40	oh no do n't say stuff like that prisoner 3 is sporting a large bruise on his left eye which is shut from the swelling	N	00:01:34.204
41	because only two things can happen you in shackles or you on a slab the po-po gutted the fish	N	00:01:35.398
42	so let 's break the odds this time i saw the whole thing	N	00:01:37.236
43	what do you say same thing they did to me	N	00:01:39.375
44	you done with me bacon two beatings in one day	N	00:01:41.704
45	cause i got family to go bury rodney king yo	N	00:01:43.900
46	yeah the victim is hooked up to a lot of machines still alive but barely	N	00:01:47.863
47	this is lincoln three he 's brain dead	N	00:01:57.696
48	we 've got a four-fifteen-a on scene oh yeah	N	00:01:59.716
49	you okay he 's got blunt-force trauma to the frontal and sphenoid bones	N	00:02:01.575
50	hell no i 'm not okay quick flashback to the victim is punched in the face	N	00:02:02.951
51	who the hell 's shooting at us end of flashback	N	00:02:04.904
52	i do n't know but i think our single just turned into a triple it fragmented his skull damaged his temporal arteries and imbedded in his brain	N	00:02:07.981
53	somebody tried to just throw him out with the trash well those are shoe prints on his face which suggests that he was attacked while he was down	N	00:02:28.025
54	if the dumpster was n't full he would 've ended up at the landfill quick flash of the victim is already down on the ground	N	00:02:30.141
55	he has n't been dead long someone stomps on him with the heel of his boot	N	00:02:35.246
56	he 's just coming out of rigor so i 'd say less than twenty-four hours end of flash	N	00:02:43.006
57	he was n't in the box long enough to mummify but the kid looks like an ad for hunger relief well he came from county lock-up	N	00:02:51.324
58	okay let 's um transport him in situ must have been a hell of a fight	N	00:02:57.363
59	be very careful moving the body kim	N	00:03:00.445
60	you okay it 's 10-by-18-foot cell built for 25 people	N	00:03:02.024
61	yeah we 've got thirty-five mutts and no place to put the extras	N	00:03:04.458
62	fine between the yo 's the cholos and the rednecks it was bound to happen	N	00:03:08.361
63	come on let 's go cops round them up we process them	N	00:03:11.844
64	rodney king yo it usually does n't take long but today we got jammed	N	00:03:13.515
65	rodney king what was the problem	N	00:03:16.211
66	yo computer went down plumbing backed up	N	00:03:20.445
67	y'all see this you name it we had it	N	00:03:23.503
68	that 's rodney king dawg any rival bangers in the same cell	N	00:03:27.085
69	let me go dawg no	N	00:03:29.081
70	let me go man i rechecked the roster	N	00:03:32.021
71	get off me man you ever think an overcrowded cell mixed with bad plumbing was the reason they threw the contents	N	00:03:33.938
72	that 's rodney king dawg they do n't need a reason	N	00:03:34.306
73	let me get off bad monkeys at the zoo	N	00:03:34.984
74	get off me warrick and det vartann both note the slur	N	00:03:35.662
75	get off there 's an awkward pause	N	00:03:36.340
76	get off me so uh how did the gun get past security	N	00:03:37.018
77	bitches arresting officer did a bad search	N	00:03:38.266
