	sentence	killer_gold	medion_time
0	joe	N	00:00:34.056
1	joe	N	00:00:34.056
2	joe	N	00:00:35.300
3	hey joe	N	00:00:36.305
4	joe	N	00:00:38.924
5	phone	N	00:00:40.466
6	phone	N	00:00:40.466
7	i 'm not your damn secretary and your wife 's not my boss	N	00:00:43.646
8	you hear that cheryl	N	00:00:45.244
9	this is a company phone	N	00:00:48.983
10	i do n't care	N	00:00:52.671
11	i want to talk to joe	N	00:00:53.280
12	if this is an indian burial ground i 'm totally screwed	N	00:00:58.996
13	i 'll be in litigation for months	N	00:01:01.294
14	i ca n't make any promises sir but i do n't think the paiute wore heels	N	00:01:05.445
15	sorry sir	N	00:01:08.397
16	you ca n't go in there	N	00:01:08.430
17	hey	N	00:01:09.334
18	what 's it look like	N	00:01:11.108
19	well the body 's been cased in something	N	00:01:13.674
20	it 's black	N	00:01:16.689
21	it 's flexible but it 's pretty stubborn	N	00:01:20.244
22	i think it 's roofing tar	N	00:01:22.245
23	it keeps the smell and the animals away	N	00:01:23.214
24	it makes our job a lot harder	N	00:01:25.068
25	we 've got disturbed soil in a three-by-five perimeter	N	00:01:27.316
26	okay	N	00:01:29.614
27	gentlemen	N	00:01:32.215
28	start your shovels	N	00:01:34.792
29	do you think our janedoe was buried alive	N	00:01:53.402
30	i do n't know	N	00:01:56.863
31	she was n't just covered she was completely encased	N	00:01:59.562
32	whoever buried her sure had access to a lot of tar	N	00:02:02.405
33	i 'm thinking a construction worker	N	00:02:05.606
34	nick did you get that last soil sample	N	00:02:08.025
35	yeah but i think i got something else too	N	00:02:10.446
36	hey guys	N	00:02:14.982
37	check this out	N	00:02:18.905
38	a third foot	N	00:02:20.006
39	looks like we have another body at the bottom	N	00:02:21.645
40	i do n't know if she was buried alive but she was n't buried alone	N	00:02:30.602
41	two sets of hands	N	00:02:57.384
42	two sets of feet	N	00:03:30.984
43	two skulls two bodies	N	00:03:33.362
44	both appear to be female	N	00:03:35.602
45	janedoe bottom 's curled up	N	00:03:37.765
46	janedoe top 's laid out flat	N	00:03:39.603
47	this looks like barbed wire	N	00:03:41.486
48	it 's in her mouth	N	00:03:43.084
49	could be a dental appliance	N	00:03:45.105
50	or maybe some kind of torture device	N	00:03:47.561
51	you 're thinking ritualistic	N	00:03:49.854
52	oh i do n't know what i 'm thinking	N	00:03:51.628
53	hey	N	00:03:53.685
54	they told me you dug up two bodies covered in tar	N	00:03:55.681
55	so	N	00:03:56.826
