	sentence	killer_gold	medion_time
0	hey	N	00:00:46.875
1	how 'd you guys get out	N	00:00:49.154
2	what 's the matter boys	N	00:01:12.258
3	easy	N	00:01:37.098
4	hey	N	00:01:39.938
5	have you been inside	N	00:01:43.458
6	what have you got	N	00:01:46.875
7	there you go detective	N	00:01:57.796
8	thanks	N	00:01:59.258
9	little tired this morning	N	00:02:00.767
10	pulling a double	N	00:02:02.143
11	yeah join the club	N	00:02:03.437
12	good morning catherine	N	00:02:06.698
13	good morning gil	N	00:02:09.016
14	so this is tonybraun 's house	N	00:02:12.553
15	son of sambraun	N	00:02:14.857
16	he was steve wynn before steve wynn	N	00:02:17.415
17	oh yeah you bet your ass	N	00:02:19.938
18	sam came to vegas when vegas was dying	N	00:02:21.815
19	built three casinos in a year	N	00:02:24.256
20	had ties to bugsy siegel	N	00:02:26.737
21	wish i had tonybraun 's gardener working for me	N	00:02:32.736
22	guy sniffed it out from the jump	N	00:02:35.057
23	blinds were drawn shut	N	00:02:36.939
24	side gate unlocked	N	00:02:38.338
25	dogs let out	N	00:02:39.637
26	a plus b plus c equals 9-1-1	N	00:02:41.138
27	all seems very neat and peaceful does n't it	N	00:02:55.713
28	chasing the dragon	N	00:03:03.315
29	a pinch of h heat the foil	N	00:03:05.158
30	inhale the fumes	N	00:03:06.518
31	with a xanax back	N	00:03:12.297
32	100 pills	N	00:03:16.536
33	prescription filled yesterday	N	00:03:19.095
34	so the rumors about ol tony boy are true	N	00:03:21.618
35	drug overdose	N	00:03:23.515
36	it sure seems that way	N	00:03:25.338
37	if only life were that simple	N	00:03:29.238
38	eight rolls	N	00:04:11.858
39	two copies	N	00:04:12.455
40	case is hot	N	00:04:13.052
41	put a rush on it	N	00:04:13.650
42	okay	N	00:04:14.715
43	lose an earring	N	00:04:29.716
44	looks like somebody did	N	00:04:33.036
45	he 's got adhesive residue on his wrists	N	00:04:41.157
46	he was restrained	N	00:04:43.387
47	some sort of tape	N	00:04:44.644
48	well that would be the obvious	N	00:04:45.889
49	braun had company	N	00:04:46.947
50	welcome or unwelcome	N	00:04:48.396
51	where 's the purge	N	00:04:51.867
52	car blows its engine there 's an oil leak	N	00:04:53.522
53	a guy ods where 's the body fluid	N	00:04:55.298
54	urine vomit excrement	N	00:04:57.016
55	did somebody clean him up	N	00:04:58.658
56	interesting love bites on the chest	N	00:05:05.376
57	curious is n't it	N	00:05:08.239
58	and he 's posed	N	00:05:12.195
59	when did you know this was a homicide and not an o.d	N	00:05:16.096
60	initially	N	00:05:17.918
