	sentence	killer_gold	medion_time
0	i 'm going to make this really simple	N	00:00:10.444
1	who are you working with	N	00:00:12.694
2	i 'm uh unemployed at the moment	N	00:00:14.394
3	you got any idea what we did to chumps like you back in the day	N	00:00:18.435
4	uh no	N	00:00:22.394
5	look could you put the a.c on in here or somethin	N	00:00:24.834
6	that or just uh let me go	N	00:00:27.674
7	i mean you ca n't keep me in here	N	00:00:29.606
8	it 's against the law	N	00:00:31.061
9	there 's no law in this room	N	00:00:32.854
10	you ca n't touch me	N	00:00:40.054
11	two shots to the back of the head	N	00:00:45.927
12	double tap	N	00:00:47.302
13	he 's wearing a wig and a fat suit	N	00:00:54.295
14	it 's not halloween is it	N	00:00:57.234
15	in this town it 's always halloween	N	00:00:59.075
16	erniemenlo	N	00:01:03.234
17	well he was n't carrying a very fat wad	N	00:01:06.614
18	rolex is still on his wrist	N	00:01:08.954
19	probably rules out robbery	N	00:01:10.786
20	what do you think	N	00:01:12.201
21	i do n't know	N	00:01:13.774
22	i 'm looking for a sign	N	00:01:19.974
23	he 's not in the system	N	00:01:53.054
24	yeah got ta be	N	00:01:54.634
25	okay	N	00:01:55.796
26	thanks	N	00:01:56.512
27	so uh brass ran the id	N	00:01:59.594
28	there 's no erniemenlo in the system	N	00:02:03.254
29	fake	N	00:02:06.246
30	gsr in the wound track	N	00:02:07.142
31	no stellate tearing	N	00:02:08.715
32	gunshots appear to be close range but non-contact	N	00:02:11.534
33	no exit wounds	N	00:02:18.844
34	well i do n't see any shell casings either	N	00:02:22.069
35	so maybe the killer picked them up	Y	00:02:23.930
36	professional hit	N	00:02:27.534
37	major fractures and lacerations on his hands	N	00:02:31.627
38	lividity 's consistent with body position	N	00:02:34.162
39	i do n't think it was a body dump	N	00:02:36.454
40	so either he walked in or he got a ride	N	00:02:38.724
41	either way this gravel and glass makes good evidence	N	00:02:41.234
42	i 'll go ahead and bag a sample	N	00:02:44.934
43	rampart casino well his day started out good	N	00:03:29.954
44	he won 436,278	N	00:03:35.609
45	rampart 's always been lucky for me	N	00:03:38.710
46	so where is this money	N	00:03:40.835
47	i found some tire treads	N	00:03:52.236
48	i think the vehicle was making a three-point turn	N	00:03:54.072
49	and it seems that robbery may be a motive after all	N	00:03:56.755
50	wow	N	00:04:01.154
51	88-0513636	N	00:04:02.674
52	rampart guess i 'll go check that out	N	00:04:04.710
53	you ca n't	N	00:04:06.530
54	we found the body under the whiskey town sign and the guy just cleaned out the rampart casino	N	00:04:09.734
55	coincidence	N	00:04:13.297
56	even if it is they 're still sambraun 's casinos	N	00:04:15.092
57	why is that a problem	N	00:04:16.796
58	he 's your father	N	00:04:18.231
59	you ca n't be on this case	N	00:04:19.915
60	gil	N	00:04:21.606
61	catherine you have to go home	N	00:04:23.062
62	no ticks	N	00:05:08.817
63	it 's authentic	N	00:05:09.491
64	logo sticker is n't worn down	N	00:05:14.167
65	watch could be new	N	00:05:15.542
66	guy hits the jackpot has to celebrate	N	00:05:17.354
67	goes and buys some bling-bling to impress the strippers with	N	00:05:19.994
68	what have you got	N	00:05:23.274
69	air conditioned socks	N	00:05:26.539
70	insurance	N	00:05:30.754
71	craps	N	00:05:47.730
72	seven	N	00:05:49.034
73	twenty-four is even	N	00:05:53.245
74	so i talked to the pit boss who signed the vic 's w-2	N	00:06:00.827
75	he was pulling surveillance	N	00:06:03.121
76	he remembers the big winner	N	00:06:05.335
77	sambraun	N	00:06:09.214
78	what a surprise	N	00:06:13.114
79	the fat kid he was cheating	N	00:06:14.774
80	what do you do about it	N	00:06:16.535
81	well we had a little chat	N	00:06:18.106
82	i did n't kill him	N	00:06:19.442
83	did you take him to the box	N	00:06:21.034
84	gentlemen these days we call it the holding room	N	00:06:23.354
85	smells like the cleaning crew just left	N	00:06:33.954
86	security brought the kid down here around 2:00 a.m	N	00:06:47.276
87	i came in we talked	N	00:06:48.792
88	he walked out around three	N	00:06:54.054
89	it 's all in there	N	00:06:59.214
90	well good	N	00:07:00.766
91	we 'll look at the tapes a little later	N	00:07:02.141
92	would you turn off the lights please	N	00:07:04.135
93	it 's well within my rights to have a discussion with anyone in my place	N	00:07:11.195
94	the kid was cheating	N	00:07:15.079
95	i wanted to know how	N	00:07:16.359
96	nobody wins 400k at roulette	N	00:07:19.614
97	what 's your system	N	00:07:22.054
98	clean living good karma	N	00:07:23.515
99	but either you call the cops and book me now or i 'm out of here	N	00:07:27.249
100	you 're no longer welcome at the rampart	N	00:07:30.455
101	awesome	N	00:07:33.514
102	okay i 'll take my money and go	N	00:07:39.254
103	do you have any idea the house advantage in roulette	N	00:07:41.350
104	five point two six percent	N	00:07:42.534
105	albert einstein had a theory about roulette	N	00:07:45.934
106	he said the only way to win at roulette is to steal the money from the table when the croupier is n't looking	N	00:07:49.574
107	there 's always someone looking	N	00:07:53.270
108	well maybe it was an inside job sam	N	00:07:59.679
109	maybe somebody bought off one of your guys	N	00:08:02.515
110	i 'm curious	N	00:08:06.174
111	what bothers you more	N	00:08:08.015
112	the fact that you could n't pin a murder on me or that catherine cashed my check	N	00:08:11.554
113	there were no strings on that money	N	00:08:19.430
114	just because you ca n't see something does n't mean it 's not there	N	00:08:24.374
115	believe whatever you like	N	00:08:27.274
116	that kid walked out of here with my money	N	00:08:30.714
117	if you figure out how he ripped me off would you let me know	N	00:08:34.414
118	for what it 's worth these bruises correspond to the holes in his sock	N	00:08:41.994
119	well he 's been worked over pretty good	N	00:08:45.656
120	he 's got a nice fat lip	N	00:08:47.212
121	yeah	N	00:08:48.609
122	there was a good clot in the wound and the tissues were contused	N	00:08:52.090
123	i 'd say it occurred at least an hour or two before death	N	00:08:55.734
124	i teased out a couple of small-caliber projectiles from his brain	N	00:09:00.275
125	one was embedded in the right frontal cortex	N	00:09:06.074
126	the other lodged in the first cervical vertebra	N	00:09:08.544
127	it 's copper-washed lead	N	00:09:10.834
128	must be a 22	N	00:09:12.754
129	you know historically 22s were the hit man 's bullet of choice	N	00:09:15.795
130	they have the energy to enter into the cranial vault but not enough to exit so they just ricochet around inside shredding the gray matter until they stop	N	00:09:21.515
