	sentence	killer_gold	medion_time
0	wow i love it already under these circumstances however this does n't please sara the least	N	00:00:16.367
1	i ca n't believe you 're doing this on my own	Y	00:00:18.622
2	is that the lockbox solo	N	00:00:20.714
3	realtor gave me the combination grissom puts on his goggles intending to go back to work and effectively dismissing her	Y	00:00:22.714
4	he 's doing a walk-through in seven hills sara stands there a moment looking at grissom	N	00:00:24.989
5	owners are out sara and det lockwood make their way down from the seats and onto the field	N	00:00:28.334
6	wow sara yeah	N	00:00:33.714
7	wait till you see the master mandykirk	N	00:00:44.014
8	oh my god janitor found her	N	00:00:53.214
9	this is gorgeous hi david	N	00:00:54.936
10	wow hey	N	00:00:56.011
11	amazing sara puts her kit down	N	00:00:57.754
12	what suburbs are encroaching on the hinterlands	N	00:01:03.074
13	want to snoop around we 'll know more after the autopsy	N	00:01:04.935
14	hey you able to isolate the species	N	00:01:18.329
15	what do you think quick cgi top view pov of the body	N	00:01:21.075
16	i do n't know yeah the camera speeds up and moves down and inward past the skin and to the rib where we can see teeth marks	N	00:01:22.364
17	it 's nice flash to white	N	00:01:23.014
18	looks good end of cgi pov	N	00:01:23.664
19	cut it out teeth marks are too small for a mountain cat	N	00:01:25.719
20	no seriously i think i hear a car they 're human	N	00:01:26.999
21	will you relax sara looks up at david	N	00:01:28.136
22	no really you 're lying	N	00:01:28.972
23	you 're paranoid david looks at sara	N	00:01:30.514
24	ooh my god she stops at the door	N	00:01:35.387
25	i could get used to this place oh one more thing	N	00:01:37.601
26	i bet you could e-coli	Y	00:01:39.364
27	i could unsanitary conditions	N	00:01:40.494
28	you 're an animal or a bad burger	Y	00:01:41.624
29	the backyard is the best part of the house so whoever did this to her also has e-coli	N	00:01:43.215
30	really oh yeah	N	00:01:44.596
31	is there a jacuzzi spiked temp vomiting lower gi problems the works	N	00:01:45.312
32	oh my god well each cheerleader is assigned a soccer player	N	00:01:51.154
33	looks like something out of a magazine she 's his bunny	N	00:01:54.154
34	cal and monicanewman he in class	N	00:02:21.895
35	owners of the house hospital	N	00:02:23.476
36	my guess second marriage got rushed there two minutes ago	N	00:02:24.612
37	cause she 's a babe and he s i bet i know why	N	00:02:26.055
38	he 's uhm got a good sense of humor i understand mr darwell	N	00:02:28.384
39	380 auto caliber sara turns to the teenager in bed	N	00:02:39.954
40	gunshot right temple i did n't see mandy last night i swear	N	00:02:48.354
41	women do n't shoot themselves in the head do they catherine you have no legal right to question or to touch my son	N	00:02:50.654
42	well gunshots do a number of your face so typically women prefer pills i want you out of here	N	00:02:54.439
43	so what are we calling this murder suicide what now	N	00:02:57.974
44	is the husband around instead of responding to mr darwell det lockwood turns to the nurse	N	00:03:01.635
45	no that 's right officer	N	00:03:02.777
46	well you do the math dead female spouse plus missing husband equals murder the nurse stands next to the bed holding a large plastic bag of brownish-colored liquid	N	00:03:06.154
47	okay warrick hit it anything he throws up no longer belongs to him	N	00:03:45.174
48	white female multiple bruising bullet hole to the temple does n't help det lockwood holds the bag out	N	00:03:53.894
49	380 auto on the side sara walks over to him and takes a hold of it	N	00:03:57.834
50	yeah somebody man-handled her pretty good before they killed her she turns to mr darwood	N	00:04:00.437
51	hmm it 's going to tell us everything we need to know	N	00:04:02.751
52	reminds me of my daughter suspect 's dinner from last night	N	00:04:23.554
53	she used throw butts out the window too the coroner left this in your mail slot	N	00:04:25.575
54	the newmans have kids greg holds up a large manila envelope	N	00:04:28.644
55	a kid greg takes a couple of steps into the room	N	00:04:30.086
56	son 15 maxnewman he opens the envelope	N	00:04:31.381
57	he 's m.i.a sara pulls out something green and flimsy from the flask of liquidy goo	N	00:04:32.974
58	like the father she holds it up	N	00:04:34.927
59	the secretary said he went out for lunch and never came back what 's this look like greg	N	00:04:36.941
60	i checked the garage three cars greg looks at what sara 's holding	N	00:04:38.955
61	none of the hoods are hot he pulls out the envelope contents	N	00:04:40.784
62	we 're missing something greg glances down at the test results and without missing a beat continues	N	00:04:42.815
63	grissom pcp	N	00:04:45.754
64	a mr grissom sara looks up at greg	N	00:04:46.724
65	where would i find mr grissom angel dust	N	00:04:47.694
66	great great well it acts like one	N	00:04:50.557
67	thank you very much but pcp 's such a powerful drug it 's in a class all its own disassociative anesthetic	N	00:04:51.432
68	mr grissom yeah after it takes you through the paces	N	00:04:51.929
69	hi i 'm augieheitz how many milligrams	N	00:04:53.044
70	this is my listing uh twenty	N	00:04:55.015
71	someone died i know dude 's dose was off the charts	N	00:04:56.606
72	it 's a terrible thing i 'm surprised he 's still alive	N	00:04:58.062
73	but you got people knocking down awnings stomping through the flower beds yeah	N	00:05:00.634
74	how am i supposed to sell this house too bad everybody did n't make it	N	00:05:03.494
75	you 're not greg does n't respond	N	00:05:05.347
76	it 's a crime scene sara goes back to picking through the stomach contents	N	00:05:06.841
77	mr heitz you 're mr newman 's realtor she picks up something large flimsy and pinkish-red	N	00:05:09.695
78	have you seen your client lately she does n't look happy with the find	N	00:05:11.876
79	what you kidding she holds it up for greg to see	N	00:05:14.112
80	i mean this is actually the beauty of the service i provide greg leans in to look at it	N	00:05:16.874
81	my clients never have to see me he too is horrified by what he sees	N	00:05:19.316
