	sentence	killer_gold	medion_time
0	hey folks we 've hit a little more of that pesky turbulence fetanyl	N	00:00:30.974
1	if you 'd kindly take your seats we should be arriving on the hour pores in the hand make for faster absorption	N	00:00:42.034
2	fasten your seatbelts please lockwood leaves	N	00:00:45.069
3	cheers warrick points to some tracks on the ground nearby	N	00:00:47.414
4	the victim 's name is lorihutchins no this kid has been through seven foster homes in seven years	N	00:01:38.230
5	apparently she chaperoned the horse on trips all the time mckinley high school said the same thing	N	00:01:41.214
6	baggage handler found the body in the cargo hold after the passengers had disembarked he was out more than he was in kid was a ghost	N	00:01:44.954
7	we 're going to need to process everyone on that plane robbins pulls out the table with tobywellstone 's body on it	N	00:01:48.314
8	well they 're being corralled as we speak partner treated himself to a hamburger with pickles and ketchup chocolate shake and what i can only assume was super-size fries	N	00:01:50.326
9	where to start so that 's what killed him	N	00:01:51.542
10	first witness first suspect that 's a five-course meal to a teenager	N	00:01:54.734
11	the horse he took a synthetic narcotic fentanyl	N	00:01:59.795
12	of course yeah that 's a painkiller	N	00:02:03.715
13	all right let 's talk about lorihutchins that what separates the attempts from the corpses	N	00:02:55.297
14	what can you tell me about her it 's a prokenetic agent that speeds up the body 's absorption of fentanyl and it keeps the stomach acids from going into reflux	N	00:02:56.851
15	she was sweet polite quiet quick cgi to stomach sounds	N	00:02:58.869
16	horses were her life stomach acids	N	00:03:01.254
17	she was great with them a pill falls into the stomach and starts fizzing	N	00:03:03.134
18	and she always traveled down below with the horse end of cgi	N	00:03:04.874
19	checked on her twice during the flight resume to present	N	00:03:07.577
20	brought her dinner about three hours in she was worried about the horse but that was nothing new no nausea no vomit	N	00:03:10.812
21	so nothing unusual no vomit no chance of survival	N	00:03:13.574
22	there was some turbulence but nothing outrageous kid did his homework	N	00:03:16.214
23	we had an emergency call button down there if something went wrong permanent solution to a temporary problem	N	00:03:19.475
24	lori never used it maybe not so temporary	N	00:03:22.354
25	where 's the horse he pauses and looks down at the body	N	00:03:56.649
26	usda facility third time 's the charm	N	00:03:59.296
27	mandatory 48-hour quarantine he pulls the sheet over the body	N	00:04:01.251
28	a hundred-pound woman trampled by a 1,400-pound horse warrick and sara walk toward the dead body of a young woman	N	00:04:06.115
29	does n't seem very fair lockwood is already there kneeling next to it	N	00:04:08.894
30	tranquilizer dart it 's raining bodies here	N	00:04:17.414
31	changes the odds a little lockwood sees them and stands up	N	00:04:19.054
32	mmm she was beyond our perimeter	N	00:04:20.874
33	yeah heavy artillery we had no reason to believe that there were more bodies	N	00:04:33.355
34	more than one way to handicap a horse they 're looking for any others	N	00:04:35.594
35	what have you got warick is sitting at the table going through the file	N	00:06:16.214
36	trainer had all these small syringes sara walks out from the hallway and into the breakroom	N	00:06:26.200
37	why go for the big guns instead she takes the seat across warrick	N	00:06:28.534
38	mmm hello	N	00:06:30.203
39	i do n't know you get anything off of that dress	N	00:06:31.409
40	maybe she did n't want to get too close to a spooked horse i think our girl was a young madame defarge	N	00:06:32.616
41	what about this food she made her own death shroud but she did n't know her own measurements	N	00:06:35.294
42	steward said he brought her some dinner that 's kind of freaky	N	00:06:37.474
43	guess she was n't very hungry the stomach contents came back the same	N	00:06:42.474
44	looks like someone stepped in horse crap identical to toby 's burger fries and a shake	N	00:06:44.675
45	and what was the vic wearing warrick hands sara the results	N	00:06:49.975
