	sentence	killer_gold	medion_time
0	female early 30s hispanic descent you see that blood spot on the lapel	N	00:02:45.782
1	vitreous potassium was 11.74 milli-equivalents per liter so pmi 's approximately six hours it 's inconsistent with the head wound	N	00:02:47.782
2	so time of death roughly 1:00 a.m to avoid cross-contamination you think you could cut that out for me	N	00:02:59.864
3	c.o.d sofia climbs in to the back of the van and looks at the dead body from behind	N	00:03:02.775
4	from what i got here i ca n't tell you much possible gsr	N	00:03:07.124
5	minimal dilation in the pupils indicates decapitation was postmortem quick close-up to the gsr on the back of the chair	N	00:03:11.360
6	scalp shows naked follicles without hairs no inflammation around them indicates removal was postmortem as well which means the shot was fired from the wheelchair	N	00:03:15.302
7	ripped out in chunks how 'd he shoot him in the face	Y	00:03:18.407
8	takes time and dedication to do something like that sofia holds out her index finger as if holding a gun pointed at the driver	N	00:03:21.866
9	and a lot of hatred she mimics shooting the gun at the driver	N	00:03:24.704
10	so her eyebrows have been shaved off and drawn back on with eyeliner quick flash of vincentdecarlo is shot and the bullet exits out the front windshield	N	00:03:27.885
11	i know that 's popular among latinos in 28th street end of flashes	N	00:03:31.063
12	she could be a banger or a girlfriend of one resume to present	N	00:03:34.086
13	well either way at least she took good care of her teeth so we got a guy who fired a shot from a wheelchair and then escaped on foot	Y	00:03:37.342
14	what is that nine digits he picks the bullet out of the brain and shows it to them	N	00:03:44.004
15	social security number he drops the bullet into the tray	N	00:03:45.119
16	dentists usually put on some form of identification on removable bridgework the bullet never exited	N	00:03:48.145
17	it 's better than a license plate not even close	N	00:03:51.602
18	pulled a couple of likely palm prints on the newspaper the head was on but i do n't think that 's going to be our best bet so i hear you found a wheelchair	N	00:04:18.522
19	okay start with those but make sure you run the partials off the box as well cause i got ecklie looking over my shoulder so uh yeah	N	00:04:23.402
20	cover your ass no identifiable prints only smudges	N	00:04:27.344
21	yes no	N	00:04:28.765
22	my pleasure you know wheelchairs are registered with medical supply companies	N	00:04:30.064
23	large elevated vertebral scales thanks	N	00:04:32.644
24	definitely not your typical u.s crotalus good looking out	N	00:04:34.959
25	herpetologists always throwing the latin around warrick turns and leaves	N	00:04:37.646
26	what 's wrong with just calling him rattlesnake brass and warrick talk with the manager of the retirement home	N	00:04:40.196
27	my specialty my jargon mrs bakerset 's grandson bought her a top-of-the-line chair about a year ago after her stroke	N	00:04:42.255
28	stripes at the base of the neck makes it crotalus simus indigenous to southern coastal mexico we need to talk to her	N	00:04:46.484
29	apparent mexican vic on a mexican newspaper with a mexican snake i 'm sorry she passed away last week	N	00:04:51.325
30	you do n't find a whole lot of these buzz-worms around vegas anyway do you really	N	00:04:54.765
31	nowhere outside a zoo that 's strange	N	00:04:57.605
32	these snakes like to burrow in damp soil we found her wheelchair at a crime scene downtown	N	00:04:59.681
33	they like it hot and humid any idea how it got there	N	00:05:01.646
34	we 're hot and dry no no no bonnie had n't left here in at least six months	N	00:05:03.164
35	for a snake big difference her place is right over here	N	00:05:05.082
36	what are the chances that thing just crawled in their on its own she leads them to the room	N	00:05:07.527
