	sentence	killer_gold	medion_time
0	that one 's not ours	N	00:01:22.818
1	you sure	N	00:01:25.437
2	i authorize all cadavers and associated research	N	00:01:27.169
3	he 's not ours	N	00:01:29.268
4	people donate their body to science end up submerged in a pond	N	00:01:34.419
5	crammed in a car	N	00:01:37.019
6	body farm creepy	N	00:01:39.378
7	a body farm is not creepy	N	00:01:42.338
8	it 's a controlled study of situational decomposition	N	00:01:44.678
9	all in all a very healthy place	N	00:01:46.787
10	tell that to slim hanging from the tree	N	00:01:48.203
11	whoever placed our victim here knew that the body farm existed	N	00:01:51.775
12	what they did n't know is each body is tracked by a bunch of scientists	N	00:01:54.599
13	ca n't just slip a card into the deck	N	00:01:57.097
14	well he 's not in rigor	N	00:01:59.008
15	tsd is under six hours	N	00:02:00.464
16	i 'll move him as soon as you 're finished	N	00:02:01.664
17	any i.d	N	00:02:02.434
18	none	N	00:02:04.658
19	okay i 'm going to move him	N	00:02:08.141
20	gunshot wound to the chest	N	00:02:13.138
21	well look	N	00:02:14.898
22	one of your friends	N	00:02:16.755
23	it 's a carpet beetle	N	00:02:29.376
24	it should n't be here	N	00:02:31.548
25	vic seem more like a hardwood floors kind of guy to you	N	00:02:32.646
26	carpet beetles are the last to arrive at a corpse when it 's almost a skeleton	N	00:02:35.236
27	i mean this guy 's still fresh	N	00:02:38.514
28	david	N	00:02:47.688
29	get this body out of here now	N	00:02:48.666
30	we got cross contamination	N	00:02:50.195
31	wow you got to go to the body farm	N	00:03:24.258
32	yeah	N	00:03:25.816
33	i 've always wanted to go there	N	00:03:27.257
34	what was it like	N	00:03:28.411
35	quiet	N	00:03:29.717
36	i hear grissom goes there all the time	N	00:03:31.357
37	like even on his nights off	N	00:03:33.195
38	why does that not surprise me	N	00:03:35.995
39	man something stinks in here again	N	00:03:40.978
40	what bad milk	N	00:03:43.808
41	cottage-cheese bad	N	00:03:44.946
42	worse	N	00:03:46.216
43	it 's all over my sandwich	N	00:03:47.450
44	smell that	N	00:03:52.697
45	yeah	N	00:03:55.578
46	he 's got one of his experiments in there	N	00:03:57.434
47	you 're kidding me	N	00:03:59.253
48	bugs or blood	N	00:04:00.429
49	not bugs	N	00:04:01.367
50	oh that 's so not cool	N	00:04:02.496
51	that 's a community fridge	N	00:04:03.650
52	man someone has got to talk to grissom about this	N	00:04:05.735
53	talk to me about what	N	00:04:07.218
54	you leaving your experiments in our refrigerator	N	00:04:09.793
55	well the lab fridge was full	N	00:04:11.497
56	i put in last night	N	00:04:12.415
57	well	N	00:04:13.333
58	i 'm going to test for horizontal motion on bloodstains	N	00:04:14.996
59	vis-a-vis surface textures	N	00:04:17.232
60	hey any of you guys got any linoleum at home	N	00:04:19.633
61	that blood is rank man	N	00:04:21.619
62	i know	N	00:04:23.018
63	that 's why the red cross gives it to us cause it 's past its expiration date	N	00:04:25.614
64	anything new on the body farm victim	N	00:04:33.018
65	i gave the prints to identification	N	00:04:34.628
66	they 're running through the bases now	N	00:04:36.044
67	okay	N	00:04:37.333
68	i 'll be in autopsy	N	00:04:42.729
69	let me know	N	00:04:43.707
70	way to go nick	N	00:04:45.997
71	you really told him	N	00:04:47.032
72	i told him he just does n't hear it	N	00:04:48.577
73	yeah	N	00:04:50.454
74	well the entry wound tells me the body sustained a projectile	N	00:04:55.615
75	a bullet	N	00:04:58.297
76	uh but there 's no bullet fragments in the tissue and no exit wound	N	00:05:01.877
77	so how do you explain that	N	00:05:05.259
78	bullet wounds usually leave bullet evidence	N	00:05:07.178
79	there 's no evidence of a bullet in this wound tract	N	00:05:14.977
80	so let 's excise it	N	00:05:17.338
81	do a more localized search	N	00:05:19.067
82	that was my next suggestion	N	00:05:20.403
83	what 's your best tool for excising the tissue of our mr doe	N	00:05:23.876
84	oh it 's not a johndoe anymore	N	00:05:26.458
85	database says that our victim is mikekimble age 38	N	00:05:29.236
86	he has a townhouse in summerlin brass is going to meet us there along with the rest of the unit	N	00:05:33.879
87	my bet says that it 's the primary crime scene	N	00:05:37.514
88	good	N	00:05:39.578
89	are n't you coming	N	00:05:42.834
90	we 're excising a wound tract	N	00:05:45.097
91	sounds fascinating	N	00:05:46.896
92	it is	N	00:05:48.130
93	is that mikekimble 's house	N	00:05:57.987
94	that 's it	N	00:05:59.165
95	seems like somebody beat us here	N	00:06:05.517
96	you think	N	00:06:06.711
97	neighbor called it in she smelled the smoke	N	00:06:09.714
98	thought he was barbecuing in his living room	N	00:06:11.897
99	where 's his neighbor now	N	00:06:13.898
100	over there talking to brass	N	00:06:15.696
101	um no i did n't hear any noise coming from mike 's place last night	N	00:06:19.336
102	but um	N	00:06:23.616
103	i was wearing my headphones doing my workout	N	00:06:24.691
104	did mr kimble have many visitors to his house	N	00:06:26.377
105	other than his clients just um just his fiancée jane	N	00:06:29.293
106	uh but they usually stayed at her place	N	00:06:32.639
107	do you have the full name and address of the victim 's fiancée jane	N	00:06:35.877
108	yes actually i do	N	00:06:38.697
109	it 's in my kitchen	N	00:06:40.507
110	uhm as soon as they let me back in i can get for you	N	00:06:41.843
111	something	N	00:06:48.915
112	a metal fragment	N	00:06:50.698
113	it 's not like any bullet i 've ever seen	N	00:06:53.215
114	titanium maybe a pin	N	00:06:57.315
115	from the ribs	N	00:06:59.234
116	oh here 's the manufacturer 's number	N	00:07:01.475
117	i should 've bought stock when i first started finding all these medical implants	N	00:07:05.114
118	bovine	N	00:07:13.915
119	excuse me	N	00:07:15.396
120	genus hypaderma	N	00:07:16.939
121	these are normally found in the intestinal tract of cows	N	00:07:19.176
122	these maggots are n't found in humans	N	00:07:21.674
123	foreign tissue	N	00:07:23.289
124	cow	N	00:07:24.267
125	makes absolutely no sense	N	00:07:25.874
126	the body farm also studies animals not just humans	N	00:07:29.957
127	this more of your cross contamination	N	00:07:33.096
128	only one way to find out	N	00:07:36.436
129	what up doc	N	00:07:54.987
130	oh there you are	N	00:07:56.165
131	sorry i 'm late	N	00:07:58.209
132	d.a	N	00:07:59.028
133	wanted an update on my robbery case	N	00:08:00.554
134	oh it 's all good	N	00:08:02.320
135	i 'm just starting my walk-through	N	00:08:03.600
136	the desk is crispy	N	00:08:08.177
137	there 's a burn pattern for you	N	00:08:14.358
138	fire burns upward	N	00:08:17.098
139	this is moving downward	N	00:08:20.219
140	defies the laws of physics	N	00:08:21.937
141	fire 's drawn to fire	N	00:08:23.857
142	well you know what we got ta do	N	00:08:25.796
143	check out the upstairs	N	00:08:27.737
144	the guy who started the fire wanted to make sure the bedroom got it worse	N	00:08:31.557
145	how do you know it 's a guy	N	00:08:34.138
146	why are you jumping the gun	N	00:08:35.617
147	well according to sara 94 of all arsonists are male	N	00:08:37.418
148	yeah that sounds like sara	N	00:08:41.514
149	the fire burned longest here	N	00:08:44.756
150	it 's the point of origin	N	00:08:46.196
151	yeah right here	N	00:08:47.311
152	i do n't smell any accelerant	N	00:08:50.834
153	could have burned off	N	00:08:52.617
154	fabric would have fueled it	N	00:08:53.851
155	i do n't know	N	00:08:55.071
156	it does n't make any sense	N	00:08:56.095
157	a fire burning downward	N	00:08:57.119
158	yeah unless it was chasing after an accelerant	N	00:09:00.599
159	furniture polish	N	00:09:07.219
160	warrick is that blood	N	00:09:15.118
161	oh man	N	00:09:27.074
162	something bad happened here	N	00:09:29.315
163	this fire is just a cover up	N	00:09:32.514
164	are you serious	N	00:09:41.209
165	hold on a second	N	00:09:42.187
166	hi	N	00:09:43.737
167	i 'm detective jimbrass	N	00:09:45.693
168	is janebradley in	N	00:09:47.316
169	she 's in the kitchen	N	00:09:48.431
170	really	N	00:09:49.697
171	no way	N	00:09:50.931
172	this ca n't be happening	N	00:09:53.617
173	mike is dead	N	00:09:55.555
174	i do n't know how i 'm going to tell my kids	N	00:09:57.634
175	they love mike	N	00:10:00.777
176	you and mike were engaged	N	00:10:02.875
177	the wedding was supposed to be in a week at the tangiers	N	00:10:05.075
178	no sweets after ten	N	00:10:07.235
179	what 's the rule	N	00:10:14.827
180	oh come on mom i 'm starving	N	00:10:16.482
181	have an apple	N	00:10:18.377
182	he 's growing like a weed	N	00:10:24.377
183	what was your fiancé 's business	N	00:10:26.515
184	he was a photographer	N	00:10:28.458
185	he did weddings events	N	00:10:30.378
186	we argued over who 'd do our wedding because he did n't trust anyone else 's work	N	00:10:33.214
187	hi	N	00:10:39.814
188	how many times have i said you have to knock	Y	00:10:41.753
189	you ca n't just barge in this house	Y	00:10:43.956
190	maybe as many times as i 've asked you to have the kids ready and out front on my nights	Y	00:10:46.813
191	you must be the ex-husband	Y	00:10:49.777
192	what 's going on	N	00:10:52.968
193	are the kids all right	N	00:10:53.866
194	is jake in some kind of trouble	N	00:10:55.178
195	no	N	00:10:56.778
196	mikekimble was killed tonight	N	00:10:58.356
197	are you serious	N	00:11:00.599
198	would you mind showing us your hands	Y	00:11:05.898
199	my hands	Y	00:11:07.248
200	why	N	00:11:07.988
201	to see if there 's any gun powder or evidence of a burn on them	N	00:11:10.334
202	sure	N	00:11:13.298
203	look uh i do n't want to be rude but	Y	00:11:16.657
204	i stop paying alimony the day mike and jane get married	Y	00:11:18.977
205	i mean i 'm the last person who would have killed him	Y	00:11:21.235
206	if we wanted to get in touch with you how would we reach you	Y	00:11:23.599
207	you can reach me at any of my four grocery stores	Y	00:11:26.575
208	any time	N	00:11:30.433
209	we 'll be in touch	N	00:11:33.277
210	i 'm going to get the kids if that 's all right	Y	00:11:34.727
211	they 're in the den	N	00:11:36.501
212	accelerant	N	00:11:58.318
213	hey	N	00:12:02.357
214	yeah warrick said the fire was orange so low-temperature fuel	N	00:12:06.195
215	something accessible gasoline kerosene	N	00:12:09.856
216	i thought you were at the post	N	00:12:11.999
217	i was	N	00:12:13.359
218	so anyway this is where the fire started	N	00:12:15.098
219	victim 's bedroom	N	00:12:18.595
220	grissomgris	N	00:12:56.498
221	sometimes it 's about where the fire is n't	N	00:13:02.136
222	sometimes i hate this job	N	00:13:35.794
223	we have evidence that mike may have had an inappropriate relationship with your daughter	N	00:13:43.935
224	what kind of evidence	N	00:13:46.635
225	photographic and definitive	N	00:13:48.715
226	that the man i was going to marry somehow sexually no i do n't believe that	N	00:13:53.217
227	things like this happen sometimes right under our noses	N	00:13:58.238
228	we 're going to have to talk with your daughter	N	00:14:01.837
229	jody we found pictures in mike 's house of you posing	N	00:14:06.074
230	tell her mike would never do anything to hurt you	N	00:14:09.188
231	in some of the pictures	N	00:14:10.684
232	he truly was like a father to both kids	N	00:14:16.556
233	i wish you would just listen once	N	00:14:20.017
234	in some of the pictures you 're wearing a bathing suit	N	00:14:24.777
235	do you remember mike taking them	N	00:14:31.994
236	jody anything that he did to you was not your fault	N	00:14:44.298
237	you can tell me if mike took those pictures	N	00:14:48.576
238	jody	N	00:14:56.516
239	honey	N	00:14:58.018
240	i loved mike and he loved me	N	00:15:00.915
241	the daughter clammed up	N	00:15:15.396
242	seems to be in the protect-the-abuser trap	N	00:15:17.274
243	i 'm going to take her over to the hospital for a sart exam	N	00:15:19.594
244	what are the chances mom knew what her boyfriend was up to	N	00:15:21.587
245	i 've seen it happen	N	00:15:22.923
246	as a mother i hope not	N	00:15:24.714
247	yeah right	N	00:15:26.357
248	i 'm going to look into it	N	00:15:27.392
249	well our photo guys tell me those pictures were taken with mikekimble 's type of camera	N	00:15:40.034
250	yeah	N	00:15:42.849
251	yeah	N	00:15:43.827
252	what are you doing here	N	00:15:45.377
253	a thousand points of light and i only need one to clear up this picture	N	00:15:47.418
254	the blur equals the length of the light	N	00:15:56.936
255	if i can compress this light back into a point then the rest of the picture gets clear	N	00:16:00.715
256	that 's how they got hinkley 's image when he was shooting the prez	N	00:16:08.214
257	what is that	N	00:16:10.794
258	there at the bottom right corner	N	00:16:12.618
259	is that a finger	N	00:16:14.256
260	yeah i think so	N	00:16:15.938
261	well that 's unusual is n't it	N	00:16:17.515
262	a professional photographer gets a finger in the shot	N	00:16:19.679
263	maybe his good hand was otherwise engaged	N	00:16:22.400
264	i 'm going to work on that for a while and see if i can get some ridge detail	N	00:16:24.595
265	maybe even a fat print	N	00:16:27.276
266	i ll	N	00:16:29.779
267	i 'll see you later	N	00:16:31.099
268	so this is your experiment huh	N	00:16:36.538
269	so because you found beef in the wound tracts of the victim you think the meat might be from one of the body farm cows	N	00:16:42.979
270	did the fly find the beef in the wound and lay its eggs or did it bring the beef with him	N	00:16:49.054
271	i did an experiment similar to this in san francisco except the cross-contamination was blood	N	00:16:54.654
272	was n't a murder case but it was instructional	N	00:16:58.474
273	none of these beef particles are as big as the tissue found in mikekimble 's wound tract	N	00:17:04.953
274	and i found out the ex-husband is the proud owner of a registered handgun	Y	00:17:12.297
275	hmm what does that mean	N	00:17:15.777
276	it means i need to see that gun	N	00:17:17.817
277	uh grissom are n't you going to tell me anything	N	00:17:19.858
278	about	N	00:17:24.218
279	the case the meat what you found	N	00:17:25.936
280	i 'm working it	N	00:17:28.819
281	i thought i was working it with you	N	00:17:30.457
282	yes	N	00:17:32.035
283	you 're right you are	N	00:17:33.538
284	so take some photos of the experiment for the d.a	N	00:17:35.587
285	and then uh get rid of that stuff	N	00:17:38.045
286	that meat the raw meat me	N	00:17:40.118
287	yeah	N	00:17:41.636
288	how many meals have we shared together	N	00:17:43.159
289	i do n't know	N	00:17:44.519
290	take a guess over a year working together	N	00:17:46.598
291	thirty	N	00:17:48.915
292	i 'm a vegetarian	N	00:17:50.787
293	everyone here knows i 'm a vegetarian	N	00:17:52.522
294	i have n't eaten meat since we stayed up that night with that dead pig	N	00:17:54.737
295	it pains me to see ground beef forget about cleaning it up	N	00:17:57.597
296	okay	N	00:17:59.939
297	have nick do it	N	00:18:01.418
298	you 're telling me this bastard took pictures of my daughter	Y	00:18:12.198
299	yes we found them at his house	N	00:18:15.938
300	i never liked the way he looked at jody	Y	00:18:19.275
301	i 've never liked it	Y	00:18:20.948
302	how did he look at her	N	00:18:22.046
303	touchy-feely	N	00:18:23.294
304	it was n't normal	N	00:18:24.819
305	i told jane when she started seeing him he 's not a good guy	Y	00:18:28.775
306	he 's not good for our family	Y	00:18:31.595
307	but you ca n't control who your ex-wife dates	N	00:18:34.238
308	russbradley gilgrissom csi lab	Y	00:18:38.039
309	thanks for coming in	N	00:18:40.276
310	is this your gun	Y	00:18:43.416
311	yes	N	00:18:44.570
312	may i take a look at it	N	00:18:46.059
313	please	N	00:18:47.697
314	it 's been cleaned	N	00:18:56.178
315	of course	N	00:18:57.736
316	you never never store a dirty firearm	N	00:18:58.970
317	may i ask what kind of ammunition you use	Y	00:19:01.292
318	a 38 special	N	00:19:02.517
319	it takes 38s	N	00:19:03.742
320	whatever 's on sale	N	00:19:08.298
321	there you are	N	00:19:23.017
322	i got something for you from trace	N	00:19:25.114
323	sara	N	00:19:27.756
324	almost finished	N	00:19:29.513
325	they isolated the accelerant used in the fire	N	00:19:36.480
326	it 's alcohol based	N	00:19:38.555
327	acetone methyl methacrylate	N	00:19:43.097
328	nail polish remover	N	00:19:45.195
329	guess that 's the six percent no one talks about	N	00:19:47.337
330	female fire starters	N	00:19:49.373
331	what 's this a burn	N	00:19:59.337
332	yeah	N	00:20:01.876
333	how 'd that happen	N	00:20:03.498
334	on a curling iron	N	00:20:05.537
335	i 'll give you a prescription for antibiotics	N	00:20:18.769
336	let 's do the last portion of your exam now okay	N	00:20:21.027
337	excuse me	N	00:20:24.898
338	okay lay back	N	00:20:29.858
339	scoot back a little more	N	00:20:32.074
340	just a little more	N	00:20:33.887
341	very good	N	00:20:35.025
342	take a deep breath	N	00:20:36.658
343	this wo n't hurt at all	N	00:20:38.579
344	it 's melting	N	00:21:11.138
345	sara 's not going to be too happy with that experiment in the fridge	N	00:21:50.278
346	i 'm putting it in the freezer	N	00:21:53.234
347	the doctor finished the exam on jodybradley	N	00:21:58.793
348	physical findings scarring chronic sexual abuse	N	00:22:01.097
349	well have brass get a warrant for the mother 's house	N	00:22:07.017
350	check the evidence we recovered from the dead boyfriend 's house	N	00:22:08.092
351	they stayed in both places	N	00:22:10.756
352	listen there 's a good chance the daughter 's our arsonist	N	00:22:14.114
353	she had second-degree burns on her wrist	N	00:22:16.458
354	one thing at a time	N	00:22:18.124
355	right	N	00:22:19.254
356	you coming with	N	00:22:20.384
357	i ca n't	N	00:22:21.556
358	take nick	N	00:22:22.591
359	experiment	N	00:22:26.218
360	that 's the girl 's nightgown	N	00:23:14.257
361	we 've got some samples coming in they 're priority one	N	00:23:18.637
362	what is that what did you find	N	00:23:21.218
363	child services will be remanding jody to a foster home	N	00:23:23.775
364	was my fiancé involved in any way	N	00:23:26.639
365	he 's not your fiancé	N	00:23:29.840
366	not anymore anyway	N	00:23:31.120
367	jim	N	00:23:32.333
368	i just got back from the events office at the tangiers where you and mike were supposed to be married	N	00:23:36.317
369	you canceled your wedding five days ago	N	00:23:39.714
370	i even have your credit card receipt for the ten percent cancellation charge	N	00:23:42.455
371	you did n't like the way he looked at your daughter any more than your ex did	Y	00:23:45.456
372	no	N	00:23:47.317
373	i just got cold feet	N	00:23:48.511
374	convenient timing	N	00:23:50.115
375	look when russ and i got married 20 years ago you could n't find two happier people and now we can barely stand to be civil	Y	00:23:54.236
376	i did n't want to make another mistake	N	00:23:58.478
377	it was n't that you sensed what was going on	N	00:24:00.554
378	mike would not do what he 's being accused of	N	00:24:02.897
379	believe me	N	00:24:05.394
380	i 'll believe the dna	N	00:24:07.658
381	kind of feels like blackjack you know	N	00:24:15.178
382	you guys all fanned around the table holding your breath waiting to see which card i 'll reveal next	N	00:24:18.695
383	greg this is an abuse case involving a minor	N	00:24:22.957
384	right	N	00:24:25.954
385	sorry	N	00:24:29.898
386	so i have dna samples from every male that lives with jodybradley full-time or weekends	Y	00:24:32.576
387	first i have mikekimble the fiancé	N	00:24:35.319
388	dead fiancé	N	00:24:37.698
389	match not found you got to be kidding me	N	00:24:40.533
390	sorry captain	N	00:24:43.059
391	the guy has naked pictures of her in his townhouse	N	00:24:45.056
392	the mother called off their wedding	N	00:24:47.276
393	dna takes a pair	N	00:24:48.979
394	so whose is it the father	Y	00:24:50.458
395	match not found	N	00:24:54.497
396	third and last	N	00:24:56.077
397	give me that	N	00:25:00.616
398	how 'd we miss that	N	00:25:04.579
399	no	N	00:25:06.058
400	no i never did anything like that to my sister no	N	00:25:07.936
401	how do you explain your semen on her nightgown	N	00:25:09.997
402	i ca n't	N	00:25:11.755
403	i ca n't	N	00:25:11.755
404	the county automatically provides your son with an advocate	Y	00:25:23.737
405	we ca n't proceed until he arrives	N	00:25:24.891
406	you getting anywhere with the print	N	00:25:31.474
407	i 'm still trying to enhance it	N	00:25:33.658
408	it 's kind of frustrating that uh this picture puts us at the very moment of the crime but we ca n't see what she 's seeing	N	00:25:35.835
409	they say the eyes are the window to the soul	N	00:25:41.694
410	yeah my grandma used to say that all the time	N	00:25:44.793
411	in a way it 's true	N	00:25:47.097
412	the aqueous fluid and the vitreous in the human eye allows for an image to be reflected in it	N	00:25:50.820
413	well maybe if i enhanced the reflection in her eye with the right combination of algorithms	N	00:25:57.658
414	i think my popsicles are ready	N	00:26:04.097
415	jake did you take pictures of your sister and plant them in mikekimble 's house	N	00:26:08.379
416	no	N	00:26:11.577
417	you do have keys to his house though	N	00:26:13.675
418	right	N	00:26:15.976
419	i mean your mother told us that both you kids do	N	00:26:19.077
420	yes but i did n't plant anything	N	00:26:22.075
