	sentence	killer_gold	medion_time
0	ready to go	N	00:00:17.117
1	i 'll get the paper you get the car	N	00:00:18.152
2	okay	N	00:00:19.434
3	early morning call-out the worst	N	00:00:54.675
4	where did you come from	N	00:00:58.196
5	home	N	00:00:59.152
6	did you get any sleep	N	00:01:00.070
7	no	N	00:01:00.773
8	you	N	00:01:01.476
9	about a half an hour	N	00:01:02.674
10	i was watching the world series of poker	N	00:01:04.191
11	waiting for sam farha to light his cigarette	N	00:01:05.534
12	mm-hmm	N	00:01:06.877
13	ever been to the acid drop	N	00:01:09.365
14	i try to avoid those places	N	00:01:11.205
15	the victims were the owners	N	00:01:13.429
16	miketrent and his wife laurel	N	00:01:15.974
17	both shot execution-style back of the head	N	00:01:18.574
18	a neighbor walking the dog found em	N	00:01:20.914
19	mike used to own a semi-pro hockey team with some other guy	N	00:01:23.775
20	he made a ton of money sunk it all into clubs like acid drop uh psychedelic hoe-down	N	00:01:28.574
21	captain brass	N	00:01:31.617
22	fun joints	N	00:01:32.475
23	looks like they never got out of the driveway	N	00:01:35.474
24	she dropped where she was shot but he looks like he was dragged	N	00:01:42.334
25	you drag a body away to hide it not down a driveway for the world to see it	N	00:01:50.454
26	unless that was the point	N	00:01:55.995
27	bling-bling	N	00:02:40.294
28	the ol trophy wife	N	00:02:42.194
29	you think	N	00:02:44.114
30	classic vegas	N	00:02:45.974
31	he pays for her boobs tummy tuck prada weekly spa french manicure	N	00:02:50.994
32	and she 's just hanging on his arm like she belongs	N	00:02:56.614
33	tell us how you really feel catherine	N	00:03:00.054
34	oh it 's gross	N	00:03:01.876
35	i would n't want to be her for the world	N	00:03:03.312
36	i would n't mind being her for a day i guess	N	00:03:06.150
37	well not this day	N	00:03:07.837
38	no	N	00:03:08.712
39	looks like it was just the two of them	N	00:03:10.214
40	nobody i know lives like this with kids	N	00:03:12.534
41	brown	N	00:03:18.314
42	i 've been here for twenty minutes	N	00:03:19.637
43	what 's the code	N	00:03:20.752
44	you on the east coast looking for a sunset	N	00:03:22.534
45	i am	N	00:03:24.366
46	you 're at the wrong gate	N	00:03:25.581
47	drive back down the road make three lefts	N	00:03:27.594
48	when you get to the main gate speak to officer ray and tell her you 're with the crime lab	N	00:03:31.534
49	when you get to the scene make sure i 'm the first person you speak to	N	00:03:35.554
50	okay	N	00:03:38.014
51	miketrent	N	00:03:43.657
52	mm-hmm	N	00:03:44.491
53	boy he 's a big dog in the club world	N	00:03:45.974
54	rumour is he paid lil kim 10,000 one time just to walk into one of his clubs turn around and walk back out	N	00:03:49.574
55	yeah i heard jah rule gets the same fee	N	00:03:53.479
56	it 's what i heard	N	00:03:55.814
57	hey uh let me have one of those sara	N	00:03:59.755
58	sorry last one	N	00:04:01.894
59	you have a cold sara	N	00:04:04.174
60	i 've been feeling a little run down lately	N	00:04:06.614
61	okay it 's a gated community	N	00:04:08.647
62	the main gate has a guard all the time	N	00:04:10.261
63	the resident gate is at the north end has punch-key access	N	00:04:12.774
64	those are the only two ways in and out of this place	N	00:04:16.134
65	i thought you moved into communities like this for this not to happen	N	00:04:19.474
66	hey grissom	N	00:04:23.817
67	what do you got	N	00:04:25.132
68	so far an empty briefcase and a purse	N	00:04:27.374
69	you want us to take the perimeter	N	00:04:29.784
70	yeah please	N	00:04:31.257
71	catherine and warrick are inside	N	00:04:32.332
72	the bodies were found on the driveway so any evidence of the killers is going to be out here	Y	00:04:34.684
73	i 'll check the rear for any sign of forced entry	N	00:04:38.194
74	i 'll take the side yard	N	00:04:42.014
75	you just get off a shift	N	00:04:44.335
76	catherine called me	N	00:04:45.984
77	i 'm here to help with the case	N	00:04:47.174
78	you look like a man who just rolled out of bed	N	00:04:48.546
79	you all right	N	00:04:49.882
80	yeah why	N	00:04:51.106
81	t-shirt sneakers	N	00:04:52.041
82	you 're already a half hour late	N	00:04:53.467
83	grissom will rip you a new one if he sees you like that	N	00:04:55.201
84	serious	N	00:04:56.714
85	yeah it 's not a rebel game	N	00:04:57.947
86	it 's a crime scene	N	00:04:59.121
87	see this is what i 'm talking about right here	N	00:05:01.914
88	the battery 's not changed kit 's open	N	00:05:04.400
89	it 's not stocked no swabs	N	00:05:08.536
90	did you sterilize your equipment after your last case	N	00:05:10.832
91	uh no	N	00:05:12.794
92	see you know when i 'm on call because my clothes are folded next to my bed	N	00:05:16.934
93	shoes jacket ball cap bottle of water pen paper thomas guide next to the phone	N	00:05:20.955
94	that way if i get a call at 3:00 in the morning i 'm not scrambled	N	00:05:24.804
95	everything 's there before the phone rings	N	00:05:27.414
96	my game is tight like my trunk	N	00:05:29.240
97	check it out	N	00:05:30.520
98	camera case tripod film is in the fridge	N	00:05:38.034
99	markers check	N	00:05:40.297
100	extra field kit fully stocked sterilized	N	00:05:41.932
101	shoeprint lift kit wet weather gear	N	00:05:45.074
102	files mama forms for days	N	00:05:51.487
103	first call form first officer form consent to search bird 's eye view inside bird 's eye view outside	N	00:05:55.022
104	it 's down to how i like my lunch	N	00:05:57.666
105	picking up what i 'm putting down	N	00:05:59.241
106	yeah	N	00:06:00.607
107	see no one ever told me	N	00:06:01.581
108	you 've been told	N	00:06:02.874
109	yes sir	N	00:06:04.615
110	no sign of disturbance in the rear	N	00:06:55.694
111	cigarette butts	N	00:06:58.656
112	orange peel seeds	N	00:07:00.691
113	lying in wait maybe	N	00:07:03.714
114	you still sucking on that same cough drop	N	00:07:05.950
115	yeah	N	00:07:07.754
116	i 'm a a slow sucker	N	00:07:09.414
117	so assuming the killer did n't live in the community how did he gain entry	Y	00:07:13.514
118	crime occurred in the driveway	N	00:08:00.294
119	nothing to indicate that the suspects were inside the house	N	00:08:02.835
120	yes ma'am	N	00:08:04.876
121	i got it	N	00:08:05.832
122	so then what are we looking for	N	00:08:07.394
123	anything inside that 'll make the outside make sense	N	00:08:10.034
124	on your hands and knees	N	00:08:12.387
125	check the carpet for trace	N	00:08:13.801
126	hey	N	00:08:46.497
127	greg	N	00:08:47.572
128	i 'm going to need you to photograph something	N	00:08:49.294
129	why what 'd you find	N	00:08:51.095
130	it 's what i did n't find	N	00:08:52.325
131	well i found something	N	00:08:56.614
132	blood	N	00:08:58.235
133	blood	N	00:09:00.335
134	where	N	00:09:02.186
135	right here	N	00:09:03.222
136	ooh i also found some videos	N	00:09:10.155
137	looks like amateur porn	N	00:09:13.204
138	porn	N	00:09:15.087
139	that figures	N	00:09:16.061
140	sunburn sin	N	00:09:19.254
141	ooh	N	00:09:20.874
142	starring laurel lust	N	00:09:22.709
143	that 's laureltrent	N	00:09:26.315
144	is n't that the wife	N	00:09:28.334
145	yeah	N	00:09:30.175
146	a few years back	N	00:09:31.934
147	a goode/mike t production mike t as in miketrent	N	00:09:35.134
148	well i bet he seduced her and then he produced her	N	00:09:41.254
149	laureltrent definitely had some work done	N	00:09:45.774
150	implants which she later had removed	N	00:09:48.434
151	she has a four-centimeter-long scar at the edge of the collapsed fibrous capsules in both breasts	N	00:09:52.530
152	fascinating	N	00:09:56.096
153	cause of death	N	00:09:57.192
154	i was just getting to that	N	00:09:58.814
155	two gunshot wounds to the back of the head just like her husband	N	00:10:01.214
156	close range	N	00:10:03.530
157	either one immediately debilitating and fatal	N	00:10:05.314
158	i sent the bullets to the lab	N	00:10:07.098
159	but this is why i sent for you	N	00:10:10.054
160	stun gun burns	N	00:10:17.735
161	if you 're close enough to stun him you 're close enough to shoot him	N	00:10:24.075
162	and we suspect that there were two assailants	Y	00:10:27.069
163	well maybe they were trying to buy time	Y	00:10:30.514
164	for what	N	00:10:33.814
165	now the first order of business is to kill the trents	N	00:10:39.164
166	then the suspects go upstairs and rip off laurel 's jewelry	Y	00:10:42.354
167	and bail on bikes	N	00:10:45.134
168	that 's a little low-rent do n't you think	N	00:10:47.234
169	yeah but i 'm thinking in a neighborhood like this if you burn rubber out of here it 's gon na cause a lot of attention	N	00:10:50.574
170	if you roll quietly away on a bike though	N	00:10:53.834
171	ah no one 's the wiser	N	00:10:56.314
172	okay i get it	N	00:10:59.054
173	this is the resident gate that greg called me from he could n't get in he needed a code	N	00:11:01.739
174	sara did find an orange peel in the side yard	N	00:11:03.535
175	what do you think sticky fingers	N	00:11:05.674
176	does citrus illuminate	N	00:11:07.544
177	sure it will if it 's derivatized	N	00:11:09.434
178	do you have any fluorescent reagents	N	00:11:11.254
179	i 've got ants	N	00:11:12.727
180	not the insect	N	00:11:13.941
181	amino-naphthalene trisulfonic acid	N	00:11:15.397
182	trisulfonic acid	N	00:11:16.914
183	you 're trying to stump me	N	00:11:18.431
184	i can feel it	N	00:11:20.469
185	let me check it out	N	00:11:23.143
186	the ants should make it light up under the als	N	00:11:24.755
187	one three five and six	N	00:11:42.009
188	in some configuration	N	00:11:45.254
189	they had the code	N	00:11:47.294
190	we 're mid-case	N	00:11:50.414
191	why do we have to do this now	N	00:11:51.644
192	i have to get this evaluation in or i 'm gon na get written up	N	00:11:53.994
193	okay	N	00:11:56.694
194	my goals	N	00:11:58.734
195	mm oh all right okay	N	00:12:02.934
196	for starters i 'd like two consecutive nights off	N	00:12:04.995
197	i would like to cut my triples down to ten a year instead of the usual twenty and uh i would love to find a reliable baby-sitter so i could have myself some kind of a personal life	N	00:12:10.590
198	you do n't have a personal life	N	00:12:17.134
199	i write this down i have n't had sex in six no seven months	N	00:12:21.535
200	how can i help	N	00:12:30.014
201	you	N	00:12:33.307
202	advance i mean	N	00:12:34.242
203	do you have any interest in changing sections in the lab for instance	N	00:12:37.114
204	gil how do you do this	N	00:12:40.394
205	honestly how do you juggle scheduling and vacations and	N	00:12:43.129
206	the goal of any supervisor is to teach someone how to take his place someday	N	00:12:47.334
207	are you going someplace	N	00:12:50.554
208	you never know	N	00:12:52.335
209	are you considering me	N	00:12:54.114
210	why not	N	00:12:55.555
211	you 're certainly qualified	N	00:12:57.135
212	but a csi who uses the dna lab to establish her own paternity calls into question her judgment do n't you think	N	00:13:03.514
213	you 've left that out	N	00:13:18.077
214	are you covering for me	N	00:13:21.514
215	i believe that we 've dealt with this issue handled it internally	N	00:13:25.434
216	as far as i 'm concerned it 's dead	N	00:13:28.554
217	besides you 'll never do it again so just sign your name by the red x	N	00:13:35.914
218	before i sign um since we 're putting all of our cards on the table there 's something you should know	N	00:13:42.769
219	sambraun wrote me a check and	N	00:13:46.287
220	i cashed it	N	00:13:49.181
221	for how much	N	00:13:54.574
222	enough to where lindsay and i can do anything and not enough to where we can do nothing	N	00:13:59.915
223	sambraun was a murder suspect in one of your cases	N	00:14:05.575
224	how does this not look like a payoff	N	00:14:08.054
225	i consulted an attorney	N	00:14:09.816
226	it is a check from a father to a daughter	N	00:14:11.131
227	it is completely out of departmental jurisdiction	N	00:14:12.954
228	what about conflict of interest	N	00:14:14.877
229	not just for you but for this lab	N	00:14:16.391
230	gil i would never compromise you or the lab	N	00:14:18.454
231	maybe not legally but ethically	N	00:14:21.114
232	what else should i know catherine	N	00:14:29.215
233	that 's everything	N	00:14:32.395
234	talk to me	N	00:14:48.734
235	orange peels seeds cigarette butts	N	00:14:50.704
236	i 'm logging them in and moving them to dna	N	00:14:52.514
237	okay so you 've gone through her purse uh her wallet	N	00:14:55.254
238	yeah everything 's there money credit cards	N	00:14:58.395
239	what about the briefcase	N	00:15:00.636
240	empty	N	00:15:02.311
