	sentence	killer_gold	medion_time
0	eileenjane snow	N	00:01:03.155
1	lady she carpools with could n't get her to answer the door	N	00:01:05.797
2	police broke in	N	00:01:08.697
3	this is exactly the same as the last two	N	00:01:13.475
4	audreyhayes was strangled in her basement and the other one ended up in a park	N	00:01:16.977
5	different m.o but it 's the same signature	N	00:01:20.794
6	m.o	N	00:01:23.067
7	is how he breaks in signature 's what he does once inside	Y	00:01:24.961
8	three or four overpowering blows to the head from a homemade weapon fashioned at the scene	N	00:01:29.236
9	forces her to drink a mixture of sodium amytal as a chemical restraint	N	00:01:34.818
10	overligature of the victim	N	00:01:38.137
11	and an object rape	N	00:01:41.636
12	then he strangles her	Y	00:01:44.259
13	ejaculates on the bedsheets	N	00:01:46.018
14	and as a final act of degradation he poses her like a pinup	Y	00:01:51.335
15	damn it	N	00:01:54.134
16	sara	N	00:01:55.347
17	damn that guy	Y	00:01:56.445
18	listen no emotions in here	N	00:02:00.657
19	he 's escalating grissom	Y	00:02:02.746
20	that 's the pattern it 's a continuum	N	00:02:04.640
21	guess he wants to get caught	Y	00:02:06.379
22	signature killers never want to get caught	N	00:02:08.248
23	and they wo n't stop until they do	N	00:02:10.426
24	i have tape-lifted roll-lifted i 'm not finding one hair	N	00:02:47.019
25	i wonder what that might mean	N	00:02:51.369
26	he vacuumed this place before he left	Y	00:02:53.547
27	we 've established that he utilizes materials from the victim 's domicile	Y	00:02:57.335
28	hey guys	N	00:03:14.339
29	he took the bag	Y	00:03:16.194
30	well look for prints	N	00:03:19.196
31	do n't bother	N	00:03:20.525
32	there are n't any	N	00:03:21.655
33	just like the last time	N	00:03:22.785
34	the guy 's mr clean	Y	00:03:24.246
35	here knock yourself out	N	00:03:25.862
36	thanks	N	00:03:27.953
37	he stalked this woman	Y	00:03:29.217
38	he knew how much time he had in this apartment to kill her and to clean up after himself	Y	00:03:31.236
39	i 'll tell brass to check for sex offenders in a two-mile radius	N	00:03:34.599
40	yeah have him check peeping toms too five years back	N	00:03:36.719
41	that 's how they get started	N	00:03:38.237
42	peeping toms to murderers	N	00:03:41.475
43	it 's about crossing boundaries	N	00:03:43.656
44	it 's like uh with cake you know	N	00:03:45.978
45	you 're just going to have a little bit of the frosting and you end up eating the entire plate	N	00:03:48.758
46	nobody move	N	00:03:53.933
47	mr clean needs a maid	Y	00:04:02.954
48	i 'm going to take this back to the lab	N	00:04:05.974
49	gil	N	00:04:10.016
50	i need a word with you outside	N	00:04:11.091
51	you 're bringing the fbi in	N	00:04:19.718
52	why	N	00:04:21.959
53	they offered their assistance and i 'm inclined to take it	N	00:04:23.637
54	of course uh i 'd want to make sure you 're okay with that	N	00:04:25.896
55	i-i do n't believe the investigation should go that way brian	N	00:04:28.416
56	i mean roadblocks and special ops	N	00:04:30.612
57	oh that 's a pity cause i do	N	00:04:32.795
58	maybe you 'll feel different when you meet rickculpepper	N	00:04:35.215
59	sheriff mobley	N	00:04:36.628
60	rick	N	00:04:37.998
61	hi rickculpepper	N	00:04:39.398
62	federal bureau of investigation	N	00:04:39.414
63	gilgrissom agent culpepper	N	00:04:40.357
64	uh special agent	N	00:04:42.195
65	it 's great to meet you	N	00:04:45.126
66	all our kids back in quantico are always going on about your bugs	N	00:04:48.981
67	well listen the fbi is here to help you and your people at csi	N	00:04:50.984
68	of course uh as sac the investigation will run through me	N	00:04:52.638
69	sheriff probably already told you that	N	00:04:55.355
70	no he did n't mention that either	N	00:04:57.596
71	all rivers run through rome so to speak	N	00:04:59.911
72	but uh you get an attaboy	N	00:05:03.816
73	three women dead cause you could n't get the job done	N	00:05:06.398
74	there 's not many guys who would hand the case over to us fibbies	N	00:05:08.977
75	i 'm not handing it over	N	00:05:11.209
76	i 'm willing to work in conjunction with you	N	00:05:13.149
77	well that 's fine	N	00:05:14.978
78	we 'll work the strip strangler case in conjunction	N	00:05:16.536
79	the what	N	00:05:17.933
80	he strangles them near lasvegas boulevard then removes their clothes	Y	00:05:19.089
81	strip strangler	N	00:05:20.147
82	why	N	00:05:21.205
83	what do you call him	N	00:05:22.263
84	unknown signature homicide metropolitan lasvegas	N	00:05:23.686
85	oh	N	00:05:25.302
86	he 's not kidding is he	N	00:05:27.075
87	excuse me	N	00:05:29.018
88	guy over here 's got something you might want to hear	Y	00:05:31.535
89	sydgoggle	Y	00:05:33.545
90	he 's a security guard	Y	00:05:34.477
91	community patrol	N	00:05:35.410
92	says he saw a man speeding away from here last night	Y	00:05:37.796
93	mr uh goggle	Y	00:05:39.705
94	gilgrissom	N	00:05:41.876
95	i know who you are sir	Y	00:05:44.065
96	i 've seen you on tv	Y	00:05:44.087
97	special agent culpepper	N	00:05:44.109
98	you have information for us sir	N	00:05:44.637
99	about a man fleeing the scene	N	00:05:45.672
100	i did n't get his license	Y	00:05:47.536
101	i did n't think of it till this morning	Y	00:05:50.050
102	but he was really burning rubber though	N	00:05:52.058
103	would you please give detective o'riley a full statement	Y	00:05:53.738
104	if we have any more questions we 'll get back to you	Y	00:05:55.615
105	listen if you need any help in your investigation mr grissom	N	00:05:58.357
106	the last time a security guard tried to help me he ended up dead	N	00:06:00.967
107	but thank you	Y	00:06:02.583
108	this way	N	00:06:05.555
109	i 'm late for an autopsy	N	00:06:08.778
110	he 'll need a little patience	N	00:06:12.738
111	would n't respect him if he did n't	N	00:06:14.897
112	what can you tell us	N	00:06:17.788
