	sentence	killer_gold	medion_time
0	help me	Y	00:00:28.597
1	oh god help me	Y	00:00:30.917
2	somebody please	N	00:00:31.265
3	please oh god	N	00:00:32.998
4	somebody help me	Y	00:00:35.476
5	please	N	00:00:37.775
6	help me	Y	00:00:39.729
7	help me	Y	00:00:39.729
8	help me	Y	00:00:42.818
9	help me	Y	00:00:42.818
10	please	N	00:00:46.515
11	hey	N	00:01:11.398
12	heads up	N	00:01:12.758
13	the press is going to be all over this one	N	00:01:14.446
14	did the count change since you called me	N	00:01:16.300
15	four dead mother father two teenage boys	N	00:01:18.798
16	the sisters were luckier	Y	00:01:21.178
17	teen girl heard a noise hid in the closet	Y	00:01:23.575
18	alerted the neighbors after all the shouting was done	N	00:01:26.734
19	younger sister 's over there	N	00:01:30.506
20	they could n't have killed their father tag team soaking wet	Y	00:01:33.036
21	what 's the matter with your guys	N	00:01:37.927
22	they 've been inside	N	00:01:39.701
23	put your equipment down son	N	00:02:26.137
24	put these on	N	00:02:32.978
25	i 'm going to do a preliminary walk-through	N	00:02:36.758
26	you 're going to take my notes	N	00:02:39.137
27	do n't touch that	N	00:02:55.538
28	i want everything exactly the way it was	N	00:02:57.096
29	the air smells like copper	N	00:03:10.778
30	lots of blood	N	00:03:14.076
31	breathe through your mouth	N	00:03:15.608
32	yes sir	N	00:03:16.825
33	male caucasian approximately 40 years old lying in a pool of blood	N	00:03:44.555
34	no drag marks	N	00:03:53.766
35	body does not appear to have been moved	N	00:03:55.540
36	multiple stab wounds to the back and neck	N	00:04:01.177
37	looks like a single-edged blade	N	00:04:04.977
38	force to such a degree that the left and right internal jugular veins have been transected	N	00:04:09.295
39	head faces west	N	00:04:14.379
40	feet pointing east	N	00:04:16.097
41	approximately two feet from the north wall one foot from the south	N	00:04:18.598
42	could could you take your own notes	N	00:04:21.047
43	i think that i 'm going to be sick	N	00:04:22.663
44	i got it	N	00:04:24.498
45	go get some fresh air	N	00:04:26.594
46	i heard on the scanner	N	00:04:31.331
47	quadruple	N	00:04:32.476
48	figured you might need a hand	N	00:04:33.621
49	you do n't sleep do you	N	00:04:35.297
50	no	N	00:04:36.956
51	blood swirl on the wall	N	00:04:40.538
52	are you thinking cult	N	00:04:41.774
53	manson	N	00:04:43.010
54	somebody left a message	Y	00:04:45.595
55	i need to see the rest of it	N	00:04:48.618
56	female caucasian	N	00:05:00.255
57	appears to be one stab wound to the throat	N	00:05:03.158
58	transection of left and right carotid arteries with exsanguinating hemorrhage	N	00:05:07.514
59	no defense marks	N	00:05:12.955
60	cursory opinion she was killed in her sleep	N	00:05:15.336
61	do you feel this	N	00:05:44.356
62	her soul 's still in the room	N	00:05:47.738
63	but there 's something else	N	00:05:50.033
64	you want a barf bag	N	00:07:42.297
65	i want the paramedics that were in this house back here immediately police escort	N	00:07:44.657
66	get them on this front lawn now	N	00:07:47.479
67	you 'd think i work for you instead of the other way around	N	00:07:50.058
68	call dispatch	N	00:07:52.535
69	you tell my entire graveyard shift that i want them here asap all of them no exceptions	N	00:07:55.813
70	sara those photos blown up times ten	N	00:07:58.874
71	tell the lab that we need every forensics tool available to us here right away	N	00:08:02.257
72	this is the only crime scene in lasvegas tonight	N	00:08:05.935
73	yes sir	N	00:08:08.195
74	the fear in this neighborhood just south of lasvegas boulevard is almost palpable	N	00:08:10.248
75	scott collins his wife and two sons were brutally murdered in their beds	N	00:08:12.666
76	the murder of four innocent	N	00:08:15.074
77	authorities thus far have offered no comment fueling the fears of the neighbors that a killer is on the loose	Y	00:08:18.014
78	a multiple murder	N	00:08:20.328
79	and we will have more on this	N	00:08:21.306
80	it 's okay	N	00:08:25.937
81	we 'll give you clothes	Y	00:08:27.819
82	the lab guys just want to see yours	Y	00:08:29.457
83	sergeant may i	N	00:08:31.338
84	tina	Y	00:08:34.517
85	i 'm very sorry about what happened to you tonight	Y	00:08:36.832
86	but everything we take from your house can help us find out what happened to your family	Y	00:08:39.837
87	when can i be with my sister	Y	00:08:44.314
88	she 's so scared	N	00:08:47.516
89	soon	N	00:08:52.896
90	detective	N	00:08:53.892
91	thanks	N	00:09:02.218
92	hi	N	00:09:09.077
93	is your name brenda	N	00:09:12.378
94	i 'm trying to find out who hurt your family	N	00:09:16.776
95	do you think you could help me	N	00:09:20.836
96	did anyone come into your room tonight	N	00:09:25.477
97	through the door	N	00:09:27.792
98	through the window maybe	N	00:09:30.319
99	okay	N	00:09:39.617
100	the buffalo	N	00:09:45.059
101	the buffalo	N	00:09:57.218
102	who 's the buffalo	N	00:10:01.075
103	brenda	N	00:10:06.739
104	first rule for this crime scene do not do any interviews	N	00:10:32.299
105	second rule do n't talk to the sheriff either	N	00:10:35.838
106	media have it right	N	00:10:37.818
107	four dead	N	00:10:38.574
108	the killer was here not two hours ago	Y	00:10:39.906
109	he left part of himself behind	Y	00:10:41.641
110	catherine i need you inside mapping and blood samples	N	00:10:43.715
111	you got it	N	00:10:45.476
112	nickwarrick the perimeter	N	00:10:46.591
113	i want to know how he got here how he got in how he got out and how he left	Y	00:10:48.798
114	i 'll take the back	N	00:10:51.099
115	warrick you get the front	N	00:10:52.419
116	hey o'rileygrissom wants to see you	N	00:11:05.856
117	they said you were looking for me	N	00:11:12.026
118	hey stop	N	00:11:13.118
119	evidence	N	00:11:14.210
120	we got to hug the wall	N	00:11:15.997
121	this is the only room with no blood in it	N	00:11:18.312
122	there 's nothing to disturb	N	00:11:20.418
123	you guys will never get it will you	N	00:11:22.136
124	knife drawer	N	00:11:40.418
125	one missing	N	00:11:45.515
126	it 's the only drawer open	N	00:11:47.509
127	the killer knew where they were going	Y	00:11:49.648
128	i think the suspect 's been in this house before	Y	00:11:53.634
129	and this is the first place they stopped tonight	Y	00:11:57.594
130	good	N	00:12:02.195
131	linoleum	N	00:12:04.377
132	the best surface	N	00:12:06.228
133	best surface for what	N	00:12:07.485
134	you guys got some toys	N	00:12:22.633
135	it 's not a toy o'riley	N	00:12:25.077
136	it 's an electrostatic dust print lifter	N	00:12:27.313
137	okay	N	00:12:31.416
138	like a supercharged lint remover only it lifts footprints	N	00:12:34.858
139	possibly our killer s	Y	00:12:38.676
140	we did everything by the book sir	N	00:12:50.177
141	relax	N	00:12:55.369
142	i just want to know where you walked in the house and who you touched in there	N	00:12:59.148
143	well we did use the main entry and up the stairs	N	00:13:01.987
144	but once we saw the husband we grabbed the walls	N	00:13:03.722
145	i felt the pulses in each room	N	00:13:05.458
146	once i found they were dead we booked	N	00:13:07.016
147	show me the bottom of your shoe	N	00:13:08.578
148	now yours	N	00:13:20.916
149	you fellows were both in the kitchen	N	00:13:28.675
150	we did n't see any bodies in there so i did n't think twice about walking on the surface	N	00:13:30.418
151	all right	N	00:13:31.976
152	yours are the only clean prints i found	N	00:13:34.176
153	thanks	N	00:13:36.299
154	you can go back to work	N	00:13:37.698
155	news bim 's waiting for you	N	00:13:41.475
156	thinks you have an interesting look	N	00:13:43.633
157	any truth to the rumor that a cult may have committed these crimes	N	00:13:46.478
158	i do n't know that	N	00:13:48.688
159	but you would n't rule it out	N	00:13:49.905
160	i do n't rule anything out	N	00:13:51.976
161	grissom	N	00:13:55.490
162	sheriff	N	00:13:56.738
163	the mayor has already called	N	00:13:58.407
164	so what have you got	N	00:13:59.943
165	nothing	N	00:14:01.658
166	i 'm not asking you to lay out your whole case	N	00:14:03.828
167	just give me something i can run with	N	00:14:06.286
168	i have got to feed the press and defuse the panic	N	00:14:09.079
169	as soon as i have something you 'll have something	N	00:14:12.197
170	here 's a thought	N	00:14:15.048
171	why do n't you try being more like ecklie	N	00:14:17.466
172	i could speak volumes about conradecklie but i have a crime scene to process so you 'll have to excuse me	N	00:14:24.017
173	sheriff can you tell me what went on inside	N	00:14:31.099
174	let me assure everyone that the situation is well under control	N	00:14:33.757
175	we do n't have any suspects at this time but our forensic crew	N	00:14:37.897
176	you want me inside	N	00:14:40.305
177	i need you to transport the little girl to the police department	N	00:14:41.389
178	brass is waiting for you	N	00:14:43.528
179	you 're kidding me right	N	00:14:45.737
180	i 'm a taxi service on the biggest case of the year	N	00:14:47.853
181	sara	N	00:14:49.708
182	i need one of us with that little girl	N	00:14:51.124
183	i want to see all of their personal property clothes jewelry whatever they have on	N	00:16:22.059
184	if there 's something under all this blood you 'll be the first to know	N	00:16:26.777
185	this kid should be out playing pop warner	N	00:16:35.039
186	i got the blood samples on the way to the lab	N	00:16:48.772
187	good	N	00:16:50.156
188	you buy this cult thing	N	00:16:51.540
189	you mean the blood swirls next to the father 's body in the boys room	N	00:16:54.117
190	i studied pictures of the manson murders	N	00:16:58.177
191	this is n't butter	N	00:17:00.068
192	it 's imitation	N	00:17:01.325
193	what 's your take	N	00:17:02.898
194	whoever did it killed the mother first	N	00:17:06.033
195	in her sleep quick	N	00:17:09.496
196	explains why the blood is confined to the bed and the floor under it	N	00:17:12.596
197	husband woke up	N	00:17:15.418
198	ran to protect his kids	N	00:17:17.418
199	the killer nicked him here	Y	00:17:20.577
200	and then finished him off down the hall	N	00:17:24.394
201	gave his life for the little girl	N	00:17:28.217
202	there should be more blood	N	00:17:29.968
203	yeah	N	00:17:30.866
204	it 's a hole	N	00:17:32.889
205	we need to fill it	N	00:17:33.867
206	if we start from the inside and fan out whoever 's left at the scene	Y	00:17:38.177
207	the first suspect	Y	00:17:41.777
208	the teen daughter	Y	00:17:46.274
209	well she 'd need help	Y	00:17:47.956
210	maybe a boyfriend	Y	00:17:49.150
211	i wonder if they call him buffalo	Y	00:17:52.635
212	look brass i do n't see why i got to take her	N	00:17:54.459
213	i 'm a scientist	N	00:17:56.017
214	catherine 's the mom	N	00:17:57.539
215	ask her	N	00:17:58.859
216	o'riley was primary on this till it passed over to me	N	00:18:00.307
217	big deal	N	00:18:01.723
218	what about family services	N	00:18:03.038
219	ca n't they take her	N	00:18:04.077
220	they sent their caseworker over to the hospital so meet her there with the kid	N	00:18:05.116
221	i am not good with kids	N	00:18:07.716
222	look i 'm not asking you to adopt her	N	00:18:10.976
223	just take her over to sunrise for a psych eval will you	N	00:18:13.599
224	that 's very pretty	N	00:18:25.897
225	or not	N	00:18:29.497
226	want to go for another ride	N	00:18:32.657
227	i 'll take that as a yes	N	00:18:37.618
228	tina do you know what time you heard those noises	Y	00:18:40.958
229	no but they sounded like footsteps coming from the kitchen	N	00:18:46.316
230	and that 's when you hid in the closet	Y	00:18:49.076
231	yes	N	00:18:51.048
232	does your family normally keep the doors locked at night	Y	00:18:53.068
233	i do n't know	Y	00:18:55.354
234	my dad checks the house at night	Y	00:18:57.578
235	it 's always been a safe neighborhood	N	00:19:01.776
236	tina do you go out with anyone special	Y	00:19:04.256
237	i hook up with different guys	Y	00:19:11.777
238	no one special	N	00:19:13.754
239	are any of them called buffalo	N	00:19:18.278
240	buffalo	N	00:19:22.397
241	no	N	00:19:25.674
242	how about this tina	Y	00:19:27.817
243	you live in a house with six people right	Y	00:19:31.337
244	you must be used to hearing footsteps in the kitchen late at night	Y	00:19:34.538
245	why so scared last night	N	00:19:37.474
246	i know my brothers footsteps	Y	00:19:40.527
247	and my dad s	Y	00:19:42.222
248	these were different	N	00:19:45.914
249	how do you know it 's fresh	N	00:19:54.136
250	i checked the sprinkler system	N	00:19:55.884
251	it goes off every night at zero-two hundred	N	00:19:57.014
252	and paramedics pronounced at oh-two-forty	N	00:19:59.874
253	so somebody came out of the house and got on what looks to be a step down from a motorcycle and drove it across the lawn	Y	00:20:06.796
254	and i bet he dropped the bidi i found in the back on the way out	Y	00:20:10.358
255	bidi	N	00:20:12.297
256	yeah	N	00:20:13.374
257	those hand-rolled cigarettes	N	00:20:14.451
258	probably a teenager	Y	00:20:15.536
259	they 're always taking shortcuts	Y	00:20:16.452
260	how 's that hand	N	00:20:18.836
261	hmm	N	00:20:19.871
262	i saw you beating up the door a little while ago	N	00:20:21.228
263	you all right	N	00:20:22.724
264	it 's cool	N	00:20:24.355
265	i 'll see you back at the lab	N	00:20:26.218
266	hey brenda	N	00:20:34.596
267	which one of you is with family services	N	00:20:36.065
268	i am	N	00:20:37.077
269	conniebellvue	N	00:20:38.089
270	brenda 's fine but i 'd like her to have a consult	N	00:20:40.295
271	i 've paged the psychiatric resident	N	00:20:43.097
272	should be here within the hour	N	00:20:45.293
273	thanks	N	00:20:46.858
274	i 'll take it from here	N	00:20:47.614
275	what what 's the head exam for	N	00:20:49.313
276	i said we 'll take it from here	N	00:20:51.874
277	look if there 's any forensic evidence found during this exam i need to be there	N	00:20:55.555
278	it 's already going to be tense	N	00:20:58.699
279	go back to your crime lab	N	00:21:01.818
280	i 'll keep you posted	N	00:21:03.376
281	it 's okay brenda	N	00:21:08.313
282	i 'm not leaving you	N	00:21:13.812
283	linds	N	00:22:18.834
284	damn	N	00:22:26.488
285	that you warrick	N	00:22:27.386
286	you need to tell somebody when you 're cutting the lights	N	00:22:29.017
287	what are you working for osha now	N	00:22:31.275
288	grissom you remember those tire treads	N	00:22:33.478
289	i found on the front lawn	N	00:22:35.554
290	mm-hmm	N	00:22:37.348
291	well i ran them through the fbi register and they belong to a 93 honda scooter	N	00:22:38.684
292	that 's good	N	00:22:41.158
293	i dmv 'd it	N	00:22:43.699
294	a kid four blocks away from the scene owns the same make	N	00:22:45.178
295	that 's very good	N	00:22:47.177
296	i might have just blown open the case and all you give me is a that 's very good	N	00:22:50.055
297	if your whole family was murdered would n't you run to them to check to see if they were still alive	N	00:22:53.533
298	yeah	N	00:22:56.014
299	this is a lady macbeth	N	00:23:01.137
300	lady macbeth	N	00:23:03.316
301	out out damn spot there 's not a trace of blood on the teen daughter 's clothing	Y	00:23:07.056
302	not a spot	N	00:23:10.938
303	linds	N	00:23:18.436
304	lindsey	N	00:23:20.297
305	lindseylindsey	N	00:23:23.459
306	hi honey	N	00:23:26.297
307	mommy hi	N	00:23:28.957
308	oh am i glad to see you	N	00:23:31.157
309	daddy came to ballet tonight	N	00:23:32.293
310	i know	N	00:23:35.619
311	i was just there	N	00:23:36.939
312	your teacher told me daddy came to pick you up	N	00:23:38.259
313	oh you feel so good	N	00:23:40.618
314	ed	N	00:23:45.577
315	i 'm working this quadruple	N	00:23:47.578
316	time got away from me	N	00:23:49.216
317	i apologize	N	00:23:50.631
318	i figured that 's probably what it was	N	00:23:51.655
319	right	N	00:23:52.679
320	when they could n't reach you they called me	N	00:23:54.416
321	yeah	N	00:23:55.966
322	thank you	N	00:23:56.618
323	i really really	N	00:23:57.270
324	cath cath cath she 's my kid too okay	N	00:23:58.857
325	all right	N	00:24:02.057
326	oh god	N	00:24:06.248
327	so the case is bad	N	00:24:07.146
328	i saw it on the news	N	00:24:08.715
329	yeah	N	00:24:10.754
330	hey	N	00:24:12.737
331	what	N	00:24:14.498
332	are you hungry	N	00:24:16.016
333	i made pancakes	N	00:24:18.650
334	you made pancakes	N	00:24:19.314
335	mm-hmm	N	00:24:19.978
336	for dinner	N	00:24:20.897
337	yeah	N	00:24:21.893
338	that would be grissom	N	00:24:29.434
339	how is your boyfriend	N	00:24:31.478
340	ed	N	00:24:32.917
341	yeah	N	00:24:36.995
342	i need you back here right away	N	00:24:38.827
343	the collins case is busting out	N	00:24:40.243
344	okay i 'll be right there	N	00:24:41.858
345	just let me put on some clean clothes	N	00:24:43.496
346	please do	N	00:24:45.378
347	eddie	N	00:24:49.537
348	she 's going to ask where you are	N	00:24:53.313
349	she always does	N	00:24:55.577
350	mr ecklie	N	00:25:04.467
351	i just got off the phone with the sheriff	N	00:25:05.724
352	he wants results gil	N	00:25:07.378
353	he should go to a sports book	N	00:25:09.176
354	i hear the stardust is good	N	00:25:10.398
355	no	N	00:25:10.876
356	what he should do is go to his first team my team	N	00:25:11.354
357	teams conrad	N	00:25:11.832
358	i did n't know this was a competition	N	00:25:13.115
359	well it is and my crew usually wins	N	00:25:15.138
360	really	N	00:25:17.147
361	did n't graveyard beat day shift in softball last summer	N	00:25:19.041
362	you know you can joke all you want	N	00:25:20.778
363	it 's your ass on the line	N	00:25:22.177
364	i think it was 14-3	N	00:25:25.218
365	like i said it 's all about results	N	00:25:27.248
366	and if you do n't get them i will	N	00:25:29.188
367	the tire treads from the scooter place you at the scene of the murders	N	00:25:32.219
368	look i was in hoover visiting my father	N	00:25:35.576
369	i do n't know anything about tina 's parents getting killed	Y	00:25:38.296
370	tina 's parents	Y	00:25:40.419
371	so you know tinacollins	Y	00:25:41.818
372	yeah i know her	Y	00:25:43.071
373	a lot of guys know her	Y	00:25:44.015
374	she 's a freak	Y	00:25:44.959
375	you mean sexually	N	00:25:45.968
376	yeah	N	00:25:46.866
377	where 's your scooter now	N	00:25:49.539
378	i told him i do n't know	N	00:25:51.257
379	so it just disappeared	N	00:25:52.777
380	look it costs money right	N	00:25:53.931
