	sentence	killer_gold	medion_time
0	welcome back mrs krell they pass an officer escorting martinhawkins out the front walk another officer escorting yvonnehawkins and a third officer escorting their son matthewhawkins	Y	00:00:20.194
1	i told you it 's martha the officer opens the back seat car door for martinhawkins	N	00:00:21.849
2	your room 's ready and i have your credit card on file detective chriscavaliere meets up with catherine and nick	N	00:00:24.724
3	see you in the morning victim 's in the bedroom	N	00:00:27.645
4	i 'm beat tyhawkins 12	N	00:00:29.403
5	call me if you need anything martha mother came in to wake him found him like this	N	00:00:34.002
6	decedent 's name is marthakrell hey when you 're done here roll by	N	00:00:56.744
7	flight attendant we 'll ink them	Y	00:00:57.978
8	she checked in this afternoon you got it	N	00:00:59.961
9	apparently she was stabbed to death boy 's not even safe in his own bed	N	00:01:02.274
10	the coroner 's en route nick sighs again	N	00:01:04.168
11	weird no sign of struggle yeah i could use the fresh air	N	00:01:07.024
12	no clothes no luggage she picks up the bat and looks at the knob at the base of the bat handle	N	00:01:10.264
13	bedspread 's undisturbed she swabs the head of the bat	N	00:01:13.445
14	trashcan is empty and the inside is spotless she puts the bat down and tests it	N	00:01:16.846
15	it 's possible a liner 's been removed negative	N	00:01:19.203
16	take a whiff catherine removes the sheets off the bed	N	00:01:23.786
17	smells clean camera pulls back out of the bedroom through the bedroom window and out of the house	N	00:01:25.185
18	smells like a hospital where nick is standing with his camera to take a photo of the shoe print in the dirt just outside tyhawkins bedroom window	N	00:01:26.846
19	bleaches and deodorizers he puts the ruler aside and puts a metal ring around the shoe print	N	00:01:28.444
20	killer attacked the victim then cleaned and sanitized the room he smashes the bag of plaster and pours it over the shoe print	Y	00:01:31.221
21	ah but here 's the smell of the blood still and all the perfumes in arabia will not sweeten this little room nick stands up	N	00:01:37.443
22	her liver temp 's 83 degrees inside catherine dusts the window jalousies	N	00:02:20.962
23	she 's been dead approximately ten hours outside nick dusts the word on the window glass	N	00:02:23.703
24	i 'd like to get a clear photo of her wounds catherine walks into the utility room and opens the washer	N	00:02:26.934
25	can we lay her out she takes out some bed sheets and other clothing	N	00:02:28.550
26	oh yeah she uses an als on the clothes and finds some urine stains on the clothing and the bed sheets	N	00:02:30.226
27	grab her feet nick walks over to the trash bins	N	00:02:31.625
28	defensive wounds catherine opens the back of their suv	N	00:02:43.065
29	incised nick walks up to her carrying a lead pipe	N	00:02:46.965
30	at least a dozen and i cast a shoe impression just outside the kid 's bedroom window	N	00:02:48.819
31	she did not want to die also some graffiti on the window b-r-a-t maybe somebody had it in for the kid	N	00:02:49.802
32	i just got the call found boxers a t-shirt and a fitted sheet in the washer	N	00:02:53.043
33	where 's grissom mm	N	00:02:55.346
34	bathroom well whoever killed the boy knew how to get in and out of this house without waking the family	Y	00:02:56.666
35	working the uh case nick fingerprints martinhawkins	N	00:02:59.245
36	hey the crime lab is going to dust your house for prints so i need to know which ones are yours	N	00:03:04.766
37	hand me my multi-tool will ya greg nick rips open a towel wipe and hands it to martinhawkins	N	00:03:06.284
38	i need a phillips det chriscavaliere questions martinhawkins	N	00:03:08.646
39	what are you doing martinhawkins nervously wipes his ink-stained fingertips on the towelette	N	00:03:17.146
40	well the stabbing was brutal but the crime scene is clean you know i	N	00:03:19.264
41	no cast-off no spatter i got questions too you know	N	00:03:21.626
42	so i want to know if the killer washed blood down the drain why ty	Y	00:03:24.746
43	swab and phenol this will ya mr hawkins would you stand up facing me so i can take some photos	N	00:03:42.742
44	blood sir	N	00:03:57.521
45	label it nick raises his camera and snaps several photos from his face down to his shoes	N	00:04:06.484
46	send it to dna martinhawkins glances over at det cavaliere	N	00:04:10.143
47	usually in hotel rooms we find too many prints what now	N	00:04:11.797
48	not a single one you and your wife are free to go	N	00:04:12.586
49	just wipes and swipes what about matt	Y	00:04:14.144
50	ms krell was a real nice lady det cavaliere glances at nick	N	00:04:17.796
51	she brought me a dodger baseball cap martinhawkins glances at nick	N	00:04:19.776
52	wow nick nods	N	00:04:21.311
53	so you were friends yvonnehawkins sits in the hallway chair waiting	N	00:04:22.081
54	not really martinhawkins walks out and sees her	N	00:04:22.851
55	airlines buy a chunk of rooms for their trolley dollies discounted yvonne	N	00:04:25.506
56	she 's just staying here for a few months hey	N	00:04:28.486
57	so you discovered the body they hug	N	00:04:29.925
58	her supervisor called to say her a.m flight was canceled det cavaliere waits in the back	N	00:04:32.144
59	she was n't answering her phone they 're keeping matt	Y	00:04:34.545
60	he asked me to make sure she got the message i know	N	00:04:36.722
61	so you knocked on her door and when she did n't answer you just went right in he 'll be home soon	Y	00:04:39.582
62	yeah it 's just procedure	N	00:04:42.055
63	i got a master key right	N	00:04:43.511
64	yeah i knew that det cavaliere nods	N	00:04:45.175
65	does the hotel have surveillance right	N	00:04:46.711
