	sentence	killer_gold	medion_time
0	honey slow down no	N	00:00:24.782
1	hold on a second yeah	N	00:00:26.482
2	hold on okay you ready to run it	N	00:00:26.506
3	leave it alone sure	N	00:00:26.530
4	we 're already late landlord 's working late trying to fix up the place for the new tenant kicking up dust paint fumes	N	00:00:26.554
5	well if you had n't told the sitter the wrong time door 's open for ventilation	N	00:00:28.245
6	how do i look quick flash to the landlord is leaning over the saw as he works	N	00:00:30.004
7	you look great someone walks up to him and pushes him down into the saw	N	00:00:30.786
8	well hey no business no cash so that could rule out robbery as a motive	N	00:00:34.045
9	sorry we 're late i 'm having detective cavalier run down the evicted tenants	N	00:00:34.841
10	no i 'm so glad you guys could make it it 's a melissapoolie and a charliepinscher	Y	00:00:36.766
11	hey sweetie i got ta run he heads into the place carrying his kit	N	00:00:39.831
12	thanks for everything hey you guys call yourselves investigators	N	00:00:41.000
13	got ta be safe you 've been here four hours	N	00:00:42.169
14	bye-bye you have n't figured this out yet	N	00:00:43.338
15	you guys want a drink blood bucket brigade	N	00:00:44.046
16	mm hey i prefer bio-recovery services	N	00:00:44.616
17	i 'll have champagne you know it 's funny	N	00:00:45.674
18	coming up i do n't see an american bio-recovery badge	N	00:00:47.686
19	did you hear that new tenant moves in on the first	N	00:00:50.122
20	what 's the matter well i 'll get my gear	N	00:00:58.364
21	ca n't do your work marty heads out	N	00:00:59.558
22	hey fellas what 's the holdup nick yawns	N	00:01:30.386
23	come on det cavaliere interviews charliepinscher	Y	00:01:31.785
24	i told you half an hour ago turn the damn fountain off so your business goes bust and mr basengi evicts you	Y	00:01:33.434
25	give me a break pac-man pong loved these games	N	00:01:35.010
26	you ca n't find good help well today it 's all 3-d interactive	N	00:01:37.082
27	as lord byron once said in the desert a fountain is springing you know i got kids	Y	00:01:40.562
28	well this one sprung a dead woman vanessakeaton you want some advice	N	00:01:44.266
29	she lived over there no	N	00:01:46.945
30	a neighbor walking her dog found her never go into business with somebody you 're sleeping with	N	00:01:49.744
31	this is a pretty well-dressed crowd for this time of night bitch	N	00:01:55.184
32	well you know it 's a shindig we have n't been able to find her	N	00:01:57.483
33	43 niagara circle you know where she is	Y	00:01:59.545
34	the vic was there with her husband we broke up	Y	00:02:01.625
35	who left the party early at least i think we broke up	Y	00:02:03.423
36	that 's dankeaton and that 's his daughter amy she skipped town without telling me stuck me with the rent	Y	00:02:06.165
37	you know you might want to sneak some photos of this crowd det cavaliere walks around the table and sits down	N	00:02:10.963
38	a gated community middle of nowhere if this was n't an accident they 're all suspects are n't they so you were angry at her you were angry at him	Y	00:02:15.123
39	foam in her nose and mouth every penny i got	Y	00:02:26.365
40	it 's consistent with drowning about 20k	N	00:02:28.361
41	abrasion on her forehead is fresh you must have wanted it back	Y	00:02:31.262
42	and hey did you stop by the store last night	Y	00:02:34.185
43	lividity is unfixed charlie hesitates	Y	00:02:36.221
44	well since water motion has no effect no but i called him	Y	00:02:38.576
45	she 's been dead less than two hours asked if we could maybe work something out	N	00:02:40.914
46	thank you mr pinscher i 'm going to need to go ahead and get your fingerprints	Y	00:02:43.384
47	finally charliepinscher groans	Y	00:03:05.825
48	still waters run deep you 're going to find my prints all over that place	Y	00:03:07.941
49	i ca n't do this right now i expect to find your prints in certain places sir	Y	00:03:10.384
50	what a little hung over we 're just doing this to rule you out	Y	00:03:24.422
51	too much to drink maybe oh	N	00:03:27.322
52	we 'll have a police officer get you some water nick and warrick are going through the crime scene photos they spread out on the table in front of them	N	00:03:30.301
53	danny help him out no prints from charliepincher on any of them	Y	00:03:32.201
54	so the last time you saw your wife was at the party no hits off of afis	N	00:03:33.265
55	erin and paulbrady s nick shakes his head	N	00:03:35.221
56	but you left early without your wife right according to cavaliere the table saw was a rental	N	00:03:37.863
57	yeah i was n't in the mood so there could have been any number of prints on that one	N	00:03:41.522
58	she was yeah but you do n't just lie down when somebody 's trying to kill you man	N	00:03:43.315
59	for what there had to have been a struggle	N	00:03:44.493
60	partying yeah from that spinning blade there was blood everywhere	N	00:03:47.825
61	what time did you leave some of it had to transfer to the killer 's clothes and shoes	N	00:03:50.463
62	around 11:00 i think i know we do n't have enough for a warrant	N	00:03:52.826
63	anyone see you come home there 's a knock on the door	N	00:03:54.384
64	maybe your daughter excuse me guys	Y	00:03:55.732
65	this is amy right there 's a mr gleason to see you	Y	00:03:56.543
66	i went out with friends i told him you were busy	Y	00:03:57.354
67	my curfew 's 1:00 he wo n't leave	Y	00:03:58.635
68	i was a little late warrick and nick look at each other	Y	00:04:00.051
69	so amy did you see your parents when you came in nick and warrick head out through the hallway	Y	00:04:01.962
70	my mom was in detroit what 's the problem marty	Y	00:04:04.006
71	vanessa 's my stepmom you and you	Y	00:04:05.684
72	the tv was on in their room you treat me like a janitor like a garbage man	N	00:04:09.156
73	i snuck into my room and went to bed i 'm a professional same as you an unsung hero that 's worthy of respect	Y	00:04:11.374
74	the sirens woke me up okay marty	Y	00:04:13.625
75	the sirens huh you know exactly what i 'm talking about	N	00:04:15.581
76	you know they never go home until they see the body taken away your lunch	N	00:04:19.441
77	necrophilic voyeurism rotten shrimp	N	00:04:22.064
78	hot shoes and this was n't a decomp scene	N	00:04:30.244
79	you think these are sexy huh you 're jealous	N	00:04:31.438
80	did you know that shoes like these put degenerative stress on the hip joints throw off the curve of the spine and the tilt to the pelvis over time women get headaches sore backs shortened calf muscles and bunions of course oh six figures	N	00:04:38.385
81	i take it back picture that	N	00:04:46.395
82	first thoughts we 're colleagues	N	00:04:47.731
83	vanessakeaton was walking home my job starts where your job ends	N	00:04:49.293
84	she had a few you should not be messing with me	N	00:04:50.745
85	her feet hurt nobody 's messing with you marty	N	00:04:52.197
86	she takes off her shoes nick shakes his head	N	00:04:54.315
87	dolce vida warrick and nick look at each other	N	00:04:55.572
88	there 's no sign of blood or hair subtle but it 's in here	N	00:05:02.294
89	nothing to suggest contact the nose knows	N	00:05:03.910
90	the fountain was on how 'd we miss that	N	00:05:05.726
91	maybe the action of the water washed away evidence we were tired	N	00:05:07.404
92	how do we know it was an accident they take out their flashlights and start looking around the place for the source of the smell	N	00:05:09.584
93	maybe she was n't alone did you steam clean	N	00:05:11.939
94	we do n't know that the heating process must have brought the smell out	N	00:05:14.564
95	we 're going to need a water sample and a bag for the shoe of course you know i do n't get paid until this place smells like eternity for men	N	00:05:17.119
96	okay nick and warrick continue to look around the arcade	N	00:05:27.002
97	one of the most attractive women i 've had on my table your guess is as good as mine	N	00:07:22.990
98	but beauty 's skin deep and inside we all look pretty much the same i know how to find it	N	00:07:25.567
99	what about this abrasion warrick motions for nick to follow him	N	00:07:29.094
100	have you no poet in you he turns the thermostat all the way up	N	00:07:30.710
101	beauty is truth truth beauty okay rich guy	N	00:07:32.466
102	that is all you know on earth and all you need to know except cause of death shut down your gear you 're taking us to lunch	N	00:07:34.024
103	pulmonary edema due to drowning marty nods	N	00:07:36.542
104	i sent samples of the water in her lungs to trace martygleason carries out two red plastic bags from the arcade as nick and warrick sit on the sidewalk curb eating their lunches	N	00:07:39.766
105	the abrasion 's serious enough to cause loss of consciousness after overhead and costs fifty cents a pound for waste disposal i clear about three to five bills a job	N	00:07:43.181
106	you may want to look at this though marty puts the two bags in the back of his van	N	00:07:45.959
107	you want to come over here how many cases do you get a week	N	00:07:47.623
108	let 's turn her over how many cases do you do a week	N	00:07:49.288
109	puncture wounds you trying to tell me you make between three and ten grand a week	N	00:07:56.985
110	four uniform diameter perimortem non-lethal you 've got to be authorized to clean up biologicals	N	00:07:59.565
111	no corresponding holes in her dress if some high school wage slave mops up a nose bleed at mickey 'd 's they 're breaking the law	N	00:08:02.401
112	so she was n't wearing it when she was stabbed i 've got three employees making thirty bucks an hour	N	00:08:05.063
113	collected lubricant from the labia if you guys are interested in earning a little extra on the side	N	00:08:07.602
114	which means uh working for you no thanks	N	00:08:09.904
115	i do n't know if she had a date with her husband or herself crime rate is on the rise my friends	N	00:08:12.100
116	i sent an sae kit to dna you 'd be wise to get in on the ground floor	N	00:08:14.743
117	personal observation i am thinking about starting a franchise in arizona	N	00:08:17.734
118	you do n't wear la perla to a tupperware party retirees die messy	N	00:08:20.630
119	la perla like bodies been on the floor for a while	N	00:08:23.846
120	very expensive sometimes you got to replace the entire floor	N	00:08:25.285
121	i gave some to my wife once oh look i install floors and drywall	N	00:08:27.125
122	she accused me of having an affair he hands each of them his card	N	00:08:29.042
123	you know sex on the steel a car horn beeps	N	00:08:31.941
124	lubricant and lingerie ceilings too and homeowner 's insurance picks up the tab	N	00:08:35.314
125	i do n't think the evening turned out the way she planned do you a black suv pulls up	N	00:08:38.170
126	nope marty walks over to mrs basengi	Y	00:08:40.603
127	you alternate hands when you double glove i found a contractor to finish the work	Y	00:09:56.935
128	yes it 's out of my hands ma'am	Y	00:09:58.232
129	and i do n't like being watched the lab boys they have n't quite released the scene yet	N	00:10:00.423
130	if you alternate there 's more contact between the exposed latex of the first glove and atmospheric microbes he indicates warrick and nick behind him	N	00:10:05.722
131	what they 're moving at the speed of government	N	00:10:11.305
132	you know it would have been better if you did n't say anything but you did making it impossible for me to concentrate how are you doing with the funeral arrangements	Y	00:10:15.645
133	and now i have to sanitize and start over your cousin is taking very good care of me thank you	Y	00:10:16.645
134	hey hodges you got the results of our drowning victim now i tell you what i 'm going to call you as soon as i 'm done okay	Y	00:10:24.207
135	yeah in five thank you ma'am	Y	00:10:26.454
136	i 'm in the middle of the rest of my life mrs basengi drives away	Y	00:10:28.070
137	well i kind of need them now you should be ashamed of yourself marty	N	00:10:30.241
138	i 'll be back the bereaved often find a southern accent very comforting	Y	00:10:35.126
139	good thing you did n't have to take a spelling test to work the field comfort is what i give these people living victims the kind you guys never deal with	N	00:10:38.763
140	funtain water in a small way i make their world normal again	N	00:10:41.603
141	my people are norwegian warrick and nick notice the smell immediately	N	00:10:43.374
142	that 's how we spell it they look around and find that it 's coming from one of the plastic-covered machines	N	00:10:45.228
143	so is the funtain water in her lungs nick pulls the plastic off of the video machine and the smell immediately hits them	N	00:10:47.305
144	all bodies of water contain unicellular algae oh	N	00:10:49.727
145	called diatoms they 're unique like fingerprints nick puts on his gloves	N	00:10:51.127
146	diatoms from one body of water do n't match those from any other the plastic must have covered the smell	N	00:10:53.562
147	well you 're roughly right warrick opens the coin slot and the smell is more pronounced	N	00:10:57.463
148	here take a look oh	N	00:11:02.165
149	the diatoms on the left are from the water found in your victim 's lungs and the diatoms on the right are from the fountain not a match martygleason looks over their shoulders as warrick removes the panel	N	00:11:06.711
150	not even close inside the machine on the bottom is a dead woman 's body wrapped in plastic	N	00:11:08.326
151	which means she did n't drown there holy mackerel	N	00:11:10.004
152	i 'll throw you a bone bitch in a box	N	00:11:12.406
153	she blew you off did n't she i 'm sorry	N	00:11:14.962
154	the water from the fountain is heavily chlorinated i get paid by the body	N	00:11:16.739
155	no she did n't blow me off warrick coughs from the smell	N	00:11:17.964
156	i did n't ask her out davidphillips cuts through the plastic wrapped around the body	N	00:11:19.189
157	but this sample found in your vic 's lungs contains polymethylhexalene biguanide and anyway i heard she blew you off first he 's assisted by nickwarrick and a coroner	N	00:11:21.986
158	it 's a chlorine alternative nick snaps a photo of the body as they work	N	00:11:25.304
159	it 's less irritating cut to warrick hands the boots to david	N	00:11:27.685
