	sentence	killer_gold	medion_time
0	i 'm telling you man on the helicopter sara is in her 36 hat and nick in his 19 hat both waiting to be taken to their location	N	00:00:15.439
1	see ya bro stand by for eastern approach	N	00:00:17.436
2	later losers the rescue helicopter hovers over it 's location	N	00:00:18.596
3	barryschickel csi is through the air	N	00:01:00.854
4	wallet 's still with him csi is on the ground	N	00:01:03.437
5	with cash on the ground they are met by an emergency services man standing guard over the large leather bag	N	00:01:06.354
6	a student stokes	N	00:01:11.517
7	recently voted class clown sidle	N	00:01:13.774
8	strange people usually are n't scared of class clowns well skeleton of a hand	N	00:01:16.361
9	who said the shooter was scared he notices the smell	N	00:01:17.876
10	shot him in the back anyone touch the bag since	N	00:01:20.556
11	with his zipper down and his hands otherwise engaged with that smell	N	00:01:22.895
12	yeah i thought you emergency service guys were tougher than that	N	00:01:25.497
13	we 're looking for a coward hey i 'm plenty tough	N	00:01:27.458
14	hey nothing like flirting over a d.b	N	00:02:10.437
15	whoa whoa whoa whoa you want to airlift the body to the coroner s	N	00:02:11.578
16	what are you doing we 'll radio ahead	N	00:02:12.734
17	removing graffiti sure	N	00:02:13.891
18	there 's been a murder here great	N	00:02:15.200
19	nothing gets cleaned sara pulls out a knife and begins to cut the handles off from the bag	N	00:02:16.480
20	school policy miss i have to get this graffiti down as soon as are you supposed to do that already	N	00:02:18.535
21	everything is evidence body 's coroner s	N	00:02:20.619
22	policy of the lasvegas crime lab property 's ours	N	00:02:21.939
23	should we call the sheriff camera holds on hankpeddigrew 's smile then refocuses on nick as he looks up and puts his helmet back on	N	00:02:23.356
24	no the hook is attached to the basket holding the bag	N	00:02:28.116
25	thank you it takes off taking its cargo with it	N	00:02:29.738
26	bet you were like that in high school rescue one returning to base	N	00:02:35.476
27	worse let 's see what metal shows up	N	00:02:36.670
28	oh you were the girl i ran away from using a machine to x-ray into the bag without actually opening it davidphillips nick and sara examine its metallic contents	N	00:02:38.338
29	yeah well there 's no gun on our dead body	N	00:02:39.889
30	till you caught me would n't it be easier to just unzip the bag and see what kind of shape our vic is in	N	00:02:40.867
31	so you say that football practice was over at 5:45 i 've done a few of these	N	00:02:44.338
32	that 's right what 's that	N	00:02:45.956
33	and it was okay for a student like this victim to return to the school property to use the restroom there	N	00:02:46.912
34	that was n't out of the ordinary about four inches long	N	00:02:49.754
35	hand me a bindle it looks like a pin it 's a medical implant	N	00:02:53.894
36	place is n't locked up till the janitor leaves end of his shift eight eight-thirty i 'd say we 're dealing with a man	N	00:02:57.629
37	until then the kids at after-school events use the facilities yeah and by the sound of things he 's been dead about two months	N	00:02:59.558
38	brass davidphillips reaches out to rustle the bag	N	00:03:01.178
39	excuse me one of my students is dead inside we hear the shloshing sound of liquid	N	00:03:01.736
40	are we interrupting you you were n't here when esd brought this in	N	00:03:02.811
41	yeah sara looks at nick and smiles	N	00:03:06.147
42	a little let 's go to the v.i.p	N	00:03:07.245
43	that 's okay room	N	00:03:08.398
44	i 'll drop by your office i 'll show you what i mean	N	00:03:09.437
45	we 'll finish it there davidphillips starts to unzipper the leather bag	N	00:03:10.476
46	you found a slug remember breathe through your mouth	N	00:03:16.593
