	sentence	killer_gold	medion_time
0	thank you there 's a body floating face down in the bubbling hot tub	N	00:00:07.546
1	have a good night ameliarueben	N	00:00:08.961
2	eagles covered bro or a guest of a guest	N	00:00:11.214
3	cough up the twenty mylesrueben 's wife	N	00:00:13.894
4	man backdoor touchdown who found her	N	00:00:17.874
5	man kills you every time about forty minutes ago a maid walked in for turn-down service	N	00:00:22.674
6	ha-ha still on a timer	N	00:00:26.454
7	welcome to the orpheus hotel suite	N	00:00:27.997
8	you checking in or just donating sara opens her kit	N	00:00:29.431
9	checking in warrick looks around the room and finds the wine bottle on the dressing table	N	00:00:30.636
10	any bags sir got a wine bottle	N	00:00:31.431
11	i got this one almost empty	N	00:00:32.535
12	grab the one in the trunk sara glances over her shoulder at warrick	N	00:00:33.765
13	car bomb robbins checks the body temperature	N	00:01:00.130
14	driver and valet are dead the body is now out of the hot tub and on a gurney	N	00:01:07.215
15	another valet is critical temperature of the spa water makes liver temp irrelevant	N	00:01:09.575
16	got at least a dozen injured but given the redness of her eyes i 'd estimate she 's been dead less than an hour	N	00:01:11.954
17	i was having dinner here was on my way out sara processes the hot tub buttons	N	00:01:14.234
18	it 'd gone off a couple of seconds later you 'd be picking my badge up off the ground in the background we can hear mylesrueben sing	N	00:01:16.384
19	thank god you 're all right on stage	N	00:01:18.234
20	sheriff did they uh sweep the area for secondaries you 're having visions of happy ever after lost in love	N	00:01:20.189
21	bomb squad says it 's all clear hotel suite	N	00:01:22.115
22	we 'll photo-document the scene robbins places the white sheet over ameliarueben 's head covering her	N	00:01:23.578
23	overalls from all angles on stage	N	00:01:25.054
24	aerials as well why you want the rush why you want the rush but yeah i care for you but i ca n't trust my heart the way that youdo cause when it comes/to love	N	00:01:26.530
25	guess it was n't a sniper they stand on the side and watch mylesrueben onstage	N	00:02:16.614
26	fixed ammunition in the trunk i 'll handle this when myles breaks for the encore	N	00:02:18.415
27	the gunpowder must have heated up and the uh rounds cooked off been the kid 's manager since 97	N	00:02:21.169
28	i 'm going to start marking the evidence using the towel myles dabs the sweat from his face	N	00:02:27.894
29	i believe the uh glass pressure traveled from the rear of the vehicle through the front great myles	N	00:02:31.614
30	and evidently separated the driver 's body at the ankles what 's wrong	N	00:02:40.514
31	david we have body parts in the car i missed a high note huh	N	00:02:44.534
32	i 've been looking for the feet man	N	00:02:46.794
33	i found em no no no	N	00:02:48.554
34	we got ta id the driver asap listen myles these are crime scene investigators	N	00:02:50.215
35	well the vin number 's still attached an accident	N	00:02:56.415
36	write that down what is it my mother	N	00:02:58.127
37	call in the dmv did-did something happen back east	N	00:02:59.341
38	yes sir your mother 's fine	N	00:03:30.369
39	sorry catherine i got ta	N	00:03:32.297
40	traffic 's backed up all the way to the strip i got ta	N	00:03:32.306
41	got a sig-sauer amelia	N	00:03:33.314
42	probably the driver s amelia	N	00:03:35.055
43	i 'll start bagging he shakes his head and turns to sam	N	00:03:36.857
44	gather the detritus and separate out the bomb components turn the houselights up sam	N	00:03:38.972
45	okay there 's no encore tonight	N	00:03:40.794
46	here 's press robbins goes over the preliminary findings with sara and warrick	N	00:03:47.794
47	you 're on ameliarueben did n't drown	N	00:03:49.494
48	wish i could help but uh i got a vehicle to process if she had there 'd be fluid in her nasal sinuses	N	00:03:51.774
49	come on grissom a bomb goes off these days they 're going to assume it 's a hit her head is submerged under the water	N	00:03:54.574
50	what are you thinking camera zooms in toward her nose and in through her nose to show her sinuses	N	00:03:56.934
51	i 'm not thinking water fills up the sinuses	N	00:03:58.446
52	i 'm just looking clear as a bell	N	00:03:59.582
53	that 's good resume to present	N	00:04:00.757
54	can i use that what was the cause of death	N	00:04:01.792
55	i heard about the bombing warrick opens and references back to the file folder	N	00:07:30.454
56	i 'm here to help she was only 25	N	00:07:31.890
57	i located the seat of the explosion was there some kind of defect	N	00:07:33.456
58	the bomb was attached to the fuel tank no her heart was in perfect condition	N	00:07:35.331
59	gas-enhanced in fact i have it over here	N	00:07:36.974
60	bomber maximized his bang robbins motions to the side	Y	00:07:38.204
61	you really want to help climb under here and find the initiation switch see the myocardium	N	00:07:40.675
62	got a stray wire he raises his head to look back at them	N	00:08:02.754
63	leading away from the gas tank right into the center of the dash the computer is trying to match the print through the database	N	00:08:08.734
64	nowhere near the loom sara sits behind the monitor while warrick watches next to her	N	00:08:14.355
65	the digital clock was the switch rueben 's manager	N	00:08:21.554
66	it was time-activated greg walks into the lab	N	00:08:27.674
67	what 's next spectroscopy just got back	N	00:08:29.235
68	nick has to reconstruct the bomb hydrofluoric acid in her system	N	00:08:31.034
69	it was a pipe bomb thank	N	00:09:42.954
70	initiated by a lightbulb filament i need a cast shadow on him for all the love songs	N	00:09:44.754
71	bomb was attached to the fuel tank sara and warrick stand in front of the stage	N	00:09:46.734
72	there were still magnet and solder fragments attached to the pipe mr hopkins could you answer the question please	N	00:09:49.204
73	did you find any kind of timing device sorry	N	00:09:52.634
74	digital clock in the dash he kneels down on stage to look at them	N	00:09:54.494
75	what about the type of explosive used yes i was in amelia 's room	N	00:09:56.404
76	not yet i 'm in there all the time	N	00:09:57.954
77	i was about to analyze the chemical residue left on the bomb frags we 're like family	N	00:10:00.294
78	be sure to do an organics and inorganics test we know you were close	N	00:10:03.074
79	will do do you always turn on the hot tub for her	N	00:10:04.914
80	so what does it all mean i kept myles happy by keeping her happy	N	00:10:08.595
81	what does what all mean quick flashback to [_bathroom_] amelia is in the hot tub as the water runs filling the tub	N	00:10:13.484
82	do n't play dumb with me gil samhopkins stands nearby	N	00:10:15.214
83	explosions lead the news amelia anything else i can get for you	N	00:10:16.995
84	i need to know who and i need to know why amelia does n't answer although she glances at sam	N	00:10:18.734
85	well the evidence is only teaching us about the bomb not the bomber cut to amelia again does n't answer	N	00:10:21.215
86	what about a signature sam kneels down next to the hot tub	N	00:10:23.776
87	is there anything distinct unusual about this particular bomb look sweetheart	N	00:10:25.752
88	no here 's how this works	N	00:10:27.595
89	nothing you give him his space he sings his heart out	N	00:10:30.994
90	so that sig-sauer you found no work	N	00:11:15.037
91	yes never happen	N	00:11:16.152
92	relatively nondescript relax	N	00:11:17.634
93	uh the blue stuff sent a sample to trace he reaches and turns the water off	N	00:11:19.554
94	pretty sure it 's from some sort of bag that melted in the explosion give me an hour	N	00:11:22.274
95	right he turns to leave the bathroom	N	00:11:24.571
96	and the bullets from the camaro 's trunk amelia reaches for her wineglass	N	00:11:25.714
97	a-ha end of flashback	N	00:11:26.857
98	pre-fragmented ammo resume to present	N	00:11:28.134
99	now they 're unique but you must admit the boss wife naked in a hot tub looks kind of funky	N	00:11:29.364
100	exemplar 's under the magnifier look at me	N	00:11:31.135
101	copper jacket contains lead shot sealed with a clear epoxy plug all right let 's talk about drinking	N	00:11:34.154
102	i 've never seen anything like that there was a bottle of wine found near the tub	N	00:11:37.310
103	it 's designed to enter a target but not exit did you have a drink with her	N	00:11:39.994
104	penetration not perforation fly to l.a pick someone up at the airport	N	00:11:46.194
105	why so you 'd do just about anything for him then	N	00:11:47.955
106	well say you 're on a commercial flight when it comes to myles yeah	N	00:11:49.406
107	plane gets hijacked what 's this all about	N	00:11:50.862
108	us air marshal needs to take down the hijacker mr hopkinsamelia did n't drown	N	00:11:53.154
109	but not the plane she was poisoned	N	00:11:55.374
110	right poisoned	N	00:11:56.967
111	nowadays magsafes are sold commercially but there 's really not much of a market by who	N	00:11:58.661
112	so chances are your driver 's a federal air marshal that 's what we 're trying to find out	N	00:12:01.275
113	according to the dmv the camaro was one of yours is that right i got your page	N	00:14:15.090
114	yeah it was rented to an adamwatson you 'd be a good maitre d	N	00:14:18.174
115	waived insurance checking glassware for spots	N	00:14:19.957
116	government discount you know a hot tub is just like a dishwasher	N	00:14:20.911
117	well we have reason to believe mr watson was a us air marshal washes away all of the impurities	N	00:14:23.974
118	right including hydrofluoric acid huh	N	00:14:26.137
119	how could i forget him greg puts the wine glass down and picks up the glass container with the wine sample inside	N	00:14:27.212
120	he threw it in my face when i told him we were out of compacts 93 pinot	N	00:14:29.355
121	i 'm a us air marshal okay i found trace amounts of hydrofluoric acid in the vino	N	00:14:31.715
122	i travel for a living so somebody did spike the wine	N	00:14:33.236
123	i do n't need this crap oui	N	00:14:34.591
124	but you found him a car did you open the bottle for her	N	00:14:36.494
125	i 'll put you in a full-size and wo n't charge you for the difference i was up there every night	N	00:14:38.497
126	no forget it i hooked her up	N	00:14:40.052
127	i 'll take the camaro she was ordering 93 pinot from russian river valley	N	00:14:41.694
128	what time was that was anyone there with her	N	00:14:43.294
129	vehicle entered the lot at 9:31 p.m mr watson drove out nine minutes later no	N	00:14:46.295
130	thanks a lot what about samhopkins	N	00:14:50.234
131	the guy worked for homeland security yeah that manager scumbag	N	00:14:52.097
132	you think maybe some terrorist blew him up you bring a bottle of wine when he 's there forget about it	N	00:14:54.291
133	you 'll be the first to know he signs for the bill and stiff city	N	00:14:56.314
134	well it 's been confirmed he 'd give you 500 just to get lost	N	00:14:59.314
135	the driver adamwatson was a federal air marshal but you did n't see myles the other night	N	00:15:02.095
136	so one of us needs to call the sheriff yeah i saw him for a sec	N	00:15:05.029
137	i 'll flip you for it he came in between shows	N	00:15:06.930
138	well before we make that call what time did the air marshal drive off the lot he showed me the door	N	00:15:08.497
139	nine-forty quick flashback to hotel suite the room service waiter is opening the bottle of wine for amelia when mylesruben walks into the suite	N	00:15:10.292
140	why he sees them	N	00:15:13.074
141	well the bomb went off thirty minutes later whoa whoa whoa	N	00:15:15.494
142	it takes that long to get from here to the orpheus my man	N	00:15:18.350
143	so you 're saying the bomb was already in the car when he drove out the room service waiter turns around to see myles already reaching for his wallet	N	00:15:20.934
144	well that ca n't be there 's only one man who practices chivalry around here and it ai n't you ducky	N	00:15:23.706
145	according to the manager the camaro was only in the lot for uh nine minutes he hands the room service waiter a lot of bills then leans over to kiss his wife on the cheek	N	00:15:26.562
146	well it takes longer than that to hard-wire a bomb end of flashback	N	00:15:29.054
147	which can only mean that the bomb was already in the car when it was returned resume to present	N	00:15:32.915
148	so who rented the car before him hey i could tell they were in love you know	N	00:15:36.119
149	rogerdunbar but he was never around	N	00:15:39.115
150	open up i mean i felt bad for amelia	N	00:15:46.434
151	lasvegas police she 'd have four times a night	N	00:15:48.074
152	clear no but i heard em	N	00:15:49.757
153	stand down and i 'm sure 2202 and 2206 heard em too	N	00:15:51.111
154	good job guys warrick looks at sara and nods	N	00:15:55.994
155	okay well thanks	N	00:16:04.746
156	this guy was obviously on a week-to-week lease sara and warrick walk into the opulent living room	N	00:16:08.374
157	left some clothes behind and a paper shredder sara walks toward the bar area and opens the cabinet	N	00:16:09.951
158	i 'll bag it she looks inside then closes the cabinet	N	00:16:10.775
159	no sign of any bomb-making material sara opens the cabinet under the sink	N	00:16:16.596
160	i 'll go check the garage this guy 's got it made	N	00:16:18.192
161	dr amerian 4:00 p.m oh today he picks up some staff paper	N	00:17:02.094
162	i 'll make an appointment guy writes his own stuff	N	00:17:07.915
163	you drag me out of my dentist 's office dishwashing gloves	N	00:17:14.917
164	you throw me in a squad car dry erase markers	N	00:17:16.752
165	now you 're accusing me of planting a car bomb he picks up the spray bottle	N	00:17:19.114
166	mr dunbar you rented a camaro from thrift rite rental slate industrial glass cleaner	N	00:17:22.014
167	returned it last night 9:30 p.m the ingredients distilled water and hydrofluoric acid	N	00:17:24.709
168	it blew up a half an hour later in front of the orpheus fatal if swallowed	N	00:17:27.109
169	it 's all over the news warrick and sara look at each other	N	00:17:29.326
170	that was my camaro detective vartan warrick and sara interview mylesruben	N	00:17:31.281
171	yeah you 're sure you want to waive your right to an attorney	N	00:17:33.104
172	but this is crazy i got nothin to hide	N	00:17:34.637
173	so what happened do you recognize this product	N	00:17:35.992
174	you have a beef with the rental car company yeah	N	00:17:37.694
175	no i use it to clean my windows	N	00:17:39.398
176	i-i get double miles do n't you have a maid or someone to do that for you	N	00:17:40.754
177	i 'm a premier card member i write songs late at night	N	00:17:42.110
178	oh i 'm sure you are windows are my chalkboard	N	00:17:43.614
179	you know what i 'm not saying another word without an attorney quick flashback to [_living_room_] amelia sits on the bar counter leafing through a magazine as myles writes	N	00:17:45.915
180	that 's your right mr dunbar only what you feel now i can	N	00:17:48.315
181	warrant for your clothes clearly see	N	00:17:52.715
182	strip resume to present	N	00:17:56.234
183	everything in the bag mr rueben your wife was poisoned	N	00:17:57.734
184	id 'd the explosive not lately	N	00:18:46.995
185	ammonium perchlorate but you have had fights in the past	N	00:18:48.624
186	yeah rocket fuel who does n't	N	00:18:50.374
187	gcms picked up the other half of the equation gasoline i mean fighting loving laughing it all comes from the same place man	N	00:18:53.014
188	combination of the two creates an unstable mass it 's passion	N	00:18:56.594
189	both shock-and friction-sensitive and we loved each other passionately	N	00:18:59.355
190	ammonium perchlorate 's available at any chemical supply store he shakes his head as he remembers	N	00:19:01.954
191	you can gas up on every corner when we met it was fate	N	00:19:04.394
192	anyone could 've made this bomb quick flashback to mylesruben is on stage	N	00:19:06.095
193	sheriff i need a woman to come up here and be my inspiration	N	00:19:11.555
194	what can we do for you he points into the audience at amelia	N	00:19:13.234
195	need a little clarification you baby	N	00:19:15.316
196	i know captain brass has a suspect in custody second row	N	00:19:17.392
197	where it get a little hazy for me is i 'm not getting his connection to the air marshal come on up here	N	00:19:20.714
198	well it 's entirely possible that mr watson was just in the wrong place at the wrong time she smiles stands and heads for the stage	N	00:19:25.014
199	another thing you said that the switch was a digital clock cut to on stage he puts his hat on her and sings to her	N	00:19:28.644
200	the bomb had been set to go off at a designated time right i can see by the love in your eyes you 've been hurt by love so it 's hard for you to trust a guy	N	00:19:32.254
201	how do we get a wrong time end of flashback	N	00:19:35.334
202	i can answer that too i was looking for love	N	00:19:37.474
203	take a look she loved my music	N	00:19:39.224
204	short in the wire sara turns and looks at warrick	N	00:19:47.315
205	compromised the timing device it 's hard being on top you know	N	00:19:49.434
206	made the bomb unpredictable i mean everybody loves you	N	00:19:51.295
207	we may never know when that bomb was supposed to explode wants their piece	N	00:19:53.574
208	there was rocket fuel in the bomb and rocket fuel on your t-shirt can i go	N	00:21:50.284
209	that you need to explain sure	N	00:21:54.934
210	well i 'm not really sure but my son he 's got this science project due we might want to talk to you later	N	00:21:59.335
211	you 're right i 'm not supposed to help but really all the parents do myles walks out of the room	N	00:22:04.294
212	we made a volcano wife 's been dead less than 48 hours	N	00:22:07.119
213	spilled some of the chemicals well there 's a man who definitely has his priorities straight	N	00:22:09.555
214	we 've been to your apartment warrick is working in the lab	N	00:22:17.931
215	what volcano he picks up the photo of the spray bottle	N	00:22:18.914
216	what kid he picks up the bag with the yellow rubber gloves in it	N	00:22:19.897
217	timmy he looks at the gloves and finds two holes in it	N	00:22:20.888
218	third grade sara walks into the lab	N	00:22:21.706
219	mesquite elementary hey	N	00:22:22.523
220	you 're divorced i dusted the bottle	N	00:22:23.341
221	no i got prints	N	00:22:25.554
222	no well look here 's the situation is the family they live in mesquite and i 'm there on the weekends i 've got burns	Y	00:22:30.054
223	and during the week you first	N	00:22:34.094
224	i-i 'm in sales so i travel all over the country sam or myles	N	00:22:36.604
225	which is why he rents a car when he 's in town amelia s	N	00:22:38.637
226	it 's cheaper than leasing the table with amelia on it is pulled out	N	00:22:39.992
227	cheaper warrick and sara walk into the room	N	00:22:41.906
228	all right but it still does n't explain the empty apartment warrick puts on a pair of gloves	N	00:22:44.201
229	look i like being married well you 're just in time	N	00:22:47.175
230	i love my wife my kid but she gets shipped in an hour	Y	00:22:51.075
231	i need my space this should just take a second	N	00:22:55.575
232	i-i-i do n't want to hurt anyone 's feelings so i just tell them that i 'm out of town even when i 'm not could you give me her right hand please	Y	00:23:00.934
233	we 're going to need your home address robbins shows the back of amelia 's hand	N	00:23:07.175
234	no look warrick holds out the glove	N	00:23:09.684
235	i 'm begging you they find correlating burns to match the holes in the glove	N	00:23:11.454
236	please do n't blow things for me with the wife three acid burns	Y	00:23:13.224
237	mom what 's going on it 's a suicide	Y	00:23:18.975
238	i do n't understand quick flashback to amelia opens the spray bottle and pours some of the industrial liquid into the wine bottle	Y	00:23:21.154
239	mrs dunbar could you and your son wait outside please she sets the spray bottle side	Y	00:23:23.756
240	ma'am come with me she walks the wine bottle to the next room and pours herself a glass of wine	Y	00:23:25.111
241	i 'll fill you in she holds myles hat to her nose and inhales	Y	00:23:27.295
242	catherine there is a volcano on the table the camera holds on the billboard of mylesrueben prince of soul	N	00:23:56.149
243	aluminum powder i knew she was n't happy	N	00:24:01.754
244	polyvinylbutadiene i guess i just did n't pay attention	N	00:24:08.874
245	ammonium perchlorate you should n't blame yourself for this	N	00:24:14.595
246	the three ingredients to make lava flow should n't i	N	00:24:18.094
247	in fifth grade i built one of these as my science fair project i spend most of my time making them happy	N	00:24:21.335
248	it was awesome i never	N	00:24:23.914
249	first place should 've been mine i never took the time to make her happy	N	00:24:25.675
250	but they ended up giving it to this kid with some lame red ant colony out in the show room the audience chants for myles	N	00:24:28.514
251	that was you what do you want to do kid	N	00:24:33.555
252	yeah only my ants were black argentinians myles looks at warrick	N	00:24:35.296
253	uh-huh the show must go on right	N	00:24:36.771
