	sentence	killer_gold	medion_time
0	oh you 're going to love this driver ran to this point car picks him up	Y	00:01:13.336
1	ring any bells they 're kind of out of place	N	00:01:25.017
2	rub-a-dub-dub dead man in a tub a walking stride up to the edge	N	00:01:26.894
3	sleeping bag for easy cleanup this is a crime not an accident	N	00:01:30.417
4	open window so the stench alerts the neighbors you care to back that statement up	N	00:01:33.135
5	it 's royceharmon all over again how much	N	00:01:37.638
6	what do you think nick laughs and they shake on it	N	00:01:42.458
7	suicide note in the same place warrick and nick walk with dr leever down the hospital hallway	N	00:01:45.515
8	you tell me karnak name 's walterbanglor	Y	00:01:47.777
9	now that 's weird subdural hematoma compound rib fractures	N	00:01:59.578
10	not weird all right all right i get the picture	N	00:02:00.977
11	intentional how long until we can see him	Y	00:02:02.376
12	narl loop sair momoph reet reet seer pute narfenging dr leever turns and leads nick and warrick into the hospital room	N	00:02:06.477
13	what kind of language is that he 's sedated	Y	00:02:10.558
14	swedish if you want to talk to him you 're going to have to wait until he comes off his meds in about 12 to 24 hours	Y	00:02:11.918
15	it 's backward nick sighs	N	00:02:13.937
16	would you excuse me a minute tan lines no watch and no ring	N	00:02:21.857
17	sure check his personal effects	Y	00:02:25.498
18	okay warrick picks up the envelope and checks its contents	N	00:02:40.278
19	he okay in there that 's it	N	00:02:41.728
20	quincy wants to be alone must have been one hell of a fall to knock his watch and his ring off	Y	00:02:41.748
21	we had a case like this three months ago a guy found dead in his bathtub warrick shows nick the empty wallet	N	00:02:43.738
22	turned out the suicide was staged and take his money	Y	00:02:46.778
23	found a mini-recorder as a suicide note nick thinks about it	N	00:02:48.977
24	killer may have struck again do you want to up the stakes another hundred	Y	00:02:52.258
25	why does he want to be alone dr leever looks over at nick	N	00:02:54.496
26	he wants to get his mojo working say my foul play against your phantom driver	Y	00:02:58.217
27	man on mini-recorder my name is stuartrampler they seal the deal with a hand shake	N	00:03:01.238
28	i reside at 818 noeing hill court lasvegas nevada dr leever watches and shakes his head a half-smile on his face	N	00:03:04.017
29	i am 43 years of age and i 'm going to kill myself warrick walks into the garage to find nick fuming the entire car	N	00:03:09.214
30	i just ca n't do it anymore supergluing the entire car	N	00:03:12.335
31	i love you mom it 's a little excessive do n't you think	N	00:03:14.857
32	you 're back minor setback	N	00:03:23.235
33	shibley take this recorder to the print lab good	N	00:03:59.635
34	have manny dust it and run prints on it right away car was rented from the airport three days ago	N	00:04:00.755
35	photos from tonight 's suicide walterbanglor	Y	00:04:01.519
36	put a rush on them for you i figure vegas vacation side trip to hoover dam	N	00:04:02.958
37	photos makes sense	N	00:04:04.248
38	thank you mm-hmm	N	00:04:05.226
39	oh no he travels light	Y	00:04:12.725
40	throw the flag ref there was only a change of clothes in the damn suitcase	N	00:04:13.616
41	uncatchable bro god you see all that money in there	N	00:04:14.507
42	hey give me a hand	N	00:04:16.827
43	you guys want an assignment slip or a pink slip yeah	N	00:04:18.562
44	just taking a little coffee break nick sees the prints on the wheel	N	00:04:21.656
45	is it true you can run but you ca n't hide	N	00:04:23.954
46	same guy camera cuts to the prints on the dashboard	N	00:04:25.876
47	i do n't know nick and warrick walk into the print lab	N	00:04:27.209
48	we 'll see mandy does n't look up from the scope	N	00:04:28.187
49	i 've read klausbach 's report on royceharmon the first staged suicide well your results are back from the prints on the car	N	00:07:25.337
50	similarities and your vicwalter banglor is top of the list	Y	00:07:28.836
51	well based on the entry wound they were both murdered it 's a big list	N	00:07:30.697
52	but here 's where it gets fun you fumed the entire car	N	00:07:32.574
53	that looks like he was shot trying to protect himself what 's the mysterious news	N	00:07:35.785
54	what else doc i found some speckles of blue dust in the ridges of banglor 's print	N	00:07:37.036
55	my mind is painting here	N	00:07:38.287
56	he was paid a little visit from mr muzzle stamp look it	N	00:07:40.297
57	forced into the tub at gunpoint what do you think	N	00:07:45.794
58	okay i have no idea	N	00:07:47.494
59	let 's play it out nick is in the break room reading something	N	00:07:50.017
60	the killer 's got him at gunpoint right possibly a cop from philly	Y	00:07:52.118
61	standing over him like this or a a nurse from omaha	N	00:07:54.035
62	no man it 's a rental	N	00:07:55.898
63	those prints are probably older than you are	N	00:22:28.255
64	but this time things got messy i may be stalled but i 'm not out	N	00:08:02.637
65	royceharmon did n't fight back you want to take it to three	N	00:08:05.337
66	that 's why there was no muzzle bruising to his temple you still think he was robbed	Y	00:08:07.453
67	stuartrampler was resistant tan lines where his ring and watch used to be	Y	00:08:09.527
68	he did n't want to get into that tub too easily on vacation in vegas but no money in his wallet	Y	00:08:11.381
69	he took a few jabs to the temple his face all bruised up before he took that cliffside tumble	Y	00:08:13.275
70	but the killer just lost round one damn right i think he was robbed	Y	00:08:15.275
71	we know how he gets his vics into the tub and we know that both deaths were homicides quick flashback to [_warrick_'s_version_] a man runs out into the street to flag down the moving car	Y	00:08:18.736
72	not a bad start hey	N	00:08:21.819
73	hey evans the front door opens and the motorist	N	00:10:21.809
74	hi you all right man	Y	00:10:22.787
75	victim 's name is stuartrampler yeah i guess so	Y	00:10:26.118
76	lives in town reserved a room for one night because his house was being fumigated the motorist pulls a gun on walterbanglor	Y	00:10:30.357
77	hmm i want the ring the watch and all your cash	Y	00:10:34.489
78	find anything unusual okay all right	N	00:10:35.547
79	i bagged a couple of utility bills come on	N	00:10:37.274
80	ready for mail he hands over money watch and ring	Y	00:10:41.418
81	it 's almost as if he wanted to take care of some unfinished business before he checked out now get your ass in the back	Y	00:10:46.656
82	well it 's not likely i said get your ass in the back	Y	00:10:50.526
83	his suicide was staged walterbanglor crawls into the back seat	Y	00:10:52.300
84	it 's an upside-down stamp okay	N	00:11:02.919
85	what does that mean he straps himself in the motorist runs around to the back of the car and pushes it over	Y	00:11:04.977
86	i do n't know what are you doing	N	00:11:06.052
87	wow resume to present	N	00:11:15.399
88	this stuff rocks he lays in wait he robs him he tries to kill him but he lets him buckle in	Y	00:11:17.897
89	i love bathrooms last time i printed a hotel bathroom i had over 1,000 prints i do n't think the robber expected banglor to get drunk and go crash his car	Y	00:11:22.816
90	okay close the doors and hit the lights daddy-o what about the blue dust warrick	N	00:11:31.937
91	not a single print maybe	N	00:11:55.298
92	he wiped it clean there 's other questions to answer first	Y	00:12:00.427
93	yeah okay like	N	00:12:01.923
94	this guy 's a real pro footprints and tire tracks	Y	00:12:03.737
95	not only did he wipe it clean it 's sterile i hate you	Y	00:12:05.777
96	i thought you were going to tell me that you caught him warrick looks through a binder full of shoe prints	Y	00:12:16.558
97	mrs harmon we believe that the person who did this to your son may have done it to someone else and we need your help he flips the page and finds the match	Y	00:12:21.278
98	well what can i do finally	N	00:12:27.418
99	we talked to the second victim 's girlfriend played his suicide recording for her nick walks into the room	N	00:12:30.875
100	she confirmed that it was his voice he 's eating an apple	N	00:12:35.038
101	but i already told you that the voice on that tape was not my son s hey partner you get a match yet	N	00:12:39.074
102	i know ooh	N	00:12:42.657
103	we just need to be absolutely certain do you have a recording of your son 's voice so that we could tie the killings together converse all-star	N	00:12:45.018
104	anything mrs harmon a home movie size 11	N	00:12:50.078
105	a recorded message off your answering machine and you needed all the books for that	N	00:12:52.548
