	sentence	killer_gold	medion_time
0	hi	N	00:00:20.786
1	hey	N	00:00:22.185
2	husband and wife got into it	N	00:00:24.036
3	hmm	N	00:00:26.016
4	hmm	N	00:00:27.086
5	what set them off	N	00:00:27.140
6	she caught him with a hooker in their bed	N	00:00:27.835
7	she cut him	N	00:00:29.171
8	he killed her	N	00:00:31.042
9	what about the hooker	N	00:00:32.864
10	she grabbed his wallet and took off	N	00:00:34.098
11	i caught the guy just sitting on a curb	N	00:00:35.856
12	i swabbed his hands for blood spatter	N	00:00:37.796
13	i am super backed up	N	00:00:39.615
14	can this wait till tomorrow	N	00:00:40.991
15	he 's not going anywhere	N	00:00:42.745
16	thanks mia	N	00:00:44.666
17	yeah	N	00:00:47.865
18	oh hey guys	N	00:00:49.046
19	i could really use a drink	N	00:00:49.585
20	you want to join me	N	00:00:50.582
21	i 'm buying	N	00:00:51.579
22	i 'd love a drink but we made plans though	N	00:00:53.123
23	you did	N	00:00:54.434
24	tomorrow	N	00:00:54.968
25	rain check	N	00:00:55.975
26	all right	N	00:00:57.113
27	okay	N	00:01:14.263
28	no way you were never married	N	00:01:16.694
29	oh let me guess	N	00:01:18.468
30	you were young he seemed more mature than he really was he swept you off your feet and uh he let you fall	N	00:01:21.705
31	bruised but not broken	N	00:01:25.423
32	get you another one	N	00:01:27.746
33	no i 'm good thanks	N	00:01:29.304
34	so you 're divorced	N	00:01:33.463
35	you	N	00:01:38.915
36	yeah	N	00:01:40.013
37	she seemed more mature than she really was swept me off my feet	N	00:01:42.746
38	kids	N	00:01:45.825
39	uh yes i have a daughter	N	00:01:47.623
40	if she 's got her mother 's looks you 're in trouble	N	00:01:50.484
41	if i do n't get home soon i will be in trouble	N	00:01:56.259
42	thanks	N	00:02:01.104
43	i needed this	N	00:02:08.065
44	if you 're blowing me off no worries	N	00:02:10.765
45	but if you 're not	N	00:02:13.642
46	give me a call	N	00:02:19.241
47	wait a second	N	00:02:25.166
48	let me walk you to your car	N	00:02:26.844
49	i ca n't do this tonight	N	00:02:38.865
50	i	N	00:02:40.695
51	i 'll call you	N	00:02:41.992
52	what the hell is your problem	N	00:02:43.922
53	go to hell	N	00:02:51.361
54	you 're not worth the trouble	N	00:02:56.903
55	hello	N	00:03:18.785
56	mom mom	N	00:03:21.586
57	grissom just called	N	00:03:23.065
58	i 've got to go in i 'm backing up grave	N	00:03:24.544
59	what	N	00:03:25.981
60	vodka with an altoid chaser	N	00:03:28.166
61	i brushed my teeth	N	00:03:30.882
62	what did you do walk into a door	N	00:03:34.025
63	hey listen lindsey 's got a dentist appointment before school	N	00:03:35.902
64	i wrote all the information down in the kitchen	N	00:03:38.924
65	okay	N	00:03:41.433
66	okay	N	00:03:42.286
67	thank you	N	00:03:43.139
68	oh good grief girl	N	00:03:44.665
69	i appreciate this	N	00:04:06.292
70	everyone 's out	N	00:04:07.342
71	i 'm short	N	00:04:08.392
72	you 're welcome	N	00:04:10.241
73	clotted blood has n't retracted yet	N	00:04:14.966
74	she has n't been dead long	N	00:04:16.644
75	we have an id	N	00:04:18.443
76	yeah building manager took a peek	N	00:04:20.313
77	id 'd her as alicegranger	N	00:04:22.125
78	apartment 207	N	00:04:23.938
79	moved here about a month ago	N	00:04:26.463
80	david you want to take the uh jacket off her face	N	00:04:29.725
81	what happened to you	N	00:04:43.442
82	i walked into a door	N	00:04:45.685
83	can we not talk about it	N	00:04:47.602
84	gunshot	N	00:04:50.007
85	looks like a small caliber weapon	N	00:04:53.102
86	no cartridge casings	N	00:04:56.634
87	no purse no car	N	00:04:58.448
88	i put out a bolo	N	00:05:00.095
89	possible car jacking	N	00:05:01.233
90	usually when a killer covers the victim 's face it suggests familiarity	N	00:05:12.064
91	an act of contrition	N	00:05:14.686
92	maybe she knew her attacker	Y	00:05:22.083
93	great	N	00:05:27.084
94	carjacked by a friend	N	00:05:28.119
95	vartann	N	00:05:28.778
96	yeah got it	N	00:05:29.626
97	we got a 20 on her car	N	00:05:31.247
98	you go i 'll stay with the body	N	00:05:32.527
