	sentence	killer_gold	medion_time
0	no	N	00:01:14.618
1	excuse me	N	00:01:36.636
2	my name 's gilgrissom	N	00:01:37.888
3	i 'm with the lasvegas crime lab	N	00:01:39.264
4	please help us	N	00:01:40.748
5	i 'll certainly try	N	00:01:42.164
6	is that the ransom note	N	00:01:47.339
7	yeah	N	00:01:49.167
8	they do n't even say how much money they want	N	00:01:50.941
9	they just say that they 'll call us in six hours	N	00:01:53.495
10	have you let anyone else touch this note	N	00:01:55.089
11	i have your son	N	00:01:55.102
12	i do n't want to harm him	N	00:01:55.114
13	do n't make me	N	00:01:55.127
14	i 'll call in six hours with instructions	N	00:01:55.139
15	i advise you not to call the police	N	00:01:55.152
16	police a relative anyone	Y	00:01:56.655
17	n-no just us	N	00:01:58.716
18	why	N	00:02:09.757
19	well because the person who touched it before you has your son and he 's just left us the first piece of the puzzle	N	00:02:30.712
20	jim dispatch said this is a kidnapping	N	00:02:41.268
21	divorce situation	N	00:02:41.908
22	no papers filed	N	00:02:43.165
23	college sweethearts	N	00:02:44.698
24	neighbors say they 're the salt of the earth	N	00:02:46.336
25	so this could have been legitimate	N	00:02:47.765
26	they have a security system	N	00:02:48.815
27	but they never put it on	N	00:02:49.865
28	they say how come	N	00:02:51.093
29	they feel safe in the neighborhood	N	00:02:52.818
30	check the premises	N	00:02:54.618
31	attic wine cellar crawl space	N	00:02:56.239
32	no four-month-old baby	N	00:02:57.917
33	nice digs	N	00:03:02.396
34	yeah guy got rich off some dot-com outfit	N	00:03:03.659
35	moved here from oregon two years ago	N	00:03:05.058
36	bet they wished they had n't today	N	00:03:06.898
37	are you sure he wo n't hear a click or something	N	00:03:09.057
38	he wo n't	N	00:03:10.946
39	and if he asks you and your wife are alone	N	00:03:12.522
40	question him about your son	N	00:03:14.128
41	ask to hear him breathing	N	00:03:15.584
42	anything to keep the guy talking	N	00:03:17.298
43	understood	N	00:03:19.218
44	i do n't know	N	00:03:20.226
45	yeah yeah	N	00:03:21.195
46	okay	N	00:03:22.967
47	built my own business	N	00:03:23.899
48	i can handle any kind of pressure	N	00:03:25.219
49	was this yours	N	00:03:30.597
50	yeah	N	00:03:33.137
51	may i ask when you opened it	N	00:03:35.114
52	i do n't know	N	00:03:36.959
53	um sometime after we called 911	N	00:03:38.637
54	you mind if i uh	N	00:03:43.208
55	no	N	00:03:44.186
56	go ahead	N	00:03:45.737
57	you have any more of these	N	00:04:01.356
58	in the fridge	N	00:04:03.035
59	thanks	N	00:04:05.017
60	do my boys have to be here	Y	00:04:08.996
61	i think this is hard enough for them without having to hear the facts	Y	00:04:11.232
