	sentence	killer_gold	medion_time
0	i do n't wan na go couple of mountain bikers called in the body	N	00:00:19.234
1	ooh coroner just arrived	N	00:00:20.424
2	oh mommy hi david	N	00:00:24.294
3	we 're all going to die tessa press	N	00:00:27.114
4	cut it out school i.d	N	00:00:28.304
5	joey put your seat belt on was in her pocket	N	00:00:30.230
6	now she 's 13	N	00:00:34.939
7	here we go i hate these cases	N	00:00:40.432
8	voice oh my goodness now the body position is inconsistent with her lividity	N	00:00:44.914
9	voice whoa after she died blood settled to her anterior and lividity fixed	N	00:00:46.130
10	okay guys come on davidphillips nods	N	00:01:00.874
11	that was so fun i 'll defer that question to the insects	N	00:01:02.674
12	all right ladies and gentlemen welcome to pharaoh 's fever instar maggots	N	00:01:06.114
13	buckle up given the ambient temperature and last night 's rain i 'd estimate she 's been out here twenty-four hours	N	00:01:08.554
14	get ready to scream takes that long for blowfly eggs to hatch	N	00:01:11.664
15	that was so awesome guess it was n't worth the killer 's time	Y	00:01:13.294
16	when can we ride again it 's tessa	N	00:01:15.037
17	um we 'll ride it in a minute i do n't understand	Y	00:01:16.711
18	um four king tut burgers uh two nile river ice teas and two milks my baby	Y	00:01:18.535
19	milk is nasty i 'm very sorry	N	00:01:21.594
20	yeah she 's beautiful is n't she	Y	00:01:54.674
21	so dr thrillseeker you ever been on this roller coaster work nights	N	00:01:57.674
22	pharaoh 's fever yeah but my ride ended at the platform when was the last time that you saw her	Y	00:02:01.974
23	what do you know yesterday morning	N	00:02:04.854
24	six dead i got home around 6:00	Y	00:02:08.234
25	park full of eyewitnesses saw the train fly off the tracks we made pancakes	Y	00:02:11.529
26	four-oh-one-b i packed her lunch and kissed her good-bye	Y	00:02:14.174
27	accident with injury when she did n't come home from school i just figured she was at carrie s	Y	00:02:15.607
28	uh-huh i should have called but i did n't want to be a nag	Y	00:02:16.822
29	it 's also a four-eighteen-b i want to see her	Y	00:02:18.255
30	a runaway officer could you please escort ms press to the morgue when 's the last time you went twenty-four hours without talking to lindsey	Y	00:02:20.814
31	a runaway train a single mother working nights	Y	00:02:23.654
32	hey x-rayed tessa 's neck	N	00:03:01.395
33	sorry we 're late blade appears to have perforated her fifth cervical intervertebral disc lacerating the spinal cord	N	00:03:02.614
34	there was a news van blocking the entrance quick cgi pov of close up of the back of tessa 's neck	N	00:03:04.534
35	this is the first time a roller coaster has derailed in clark county the blade swipes across and her vertebrae snaps in two	N	00:03:07.474
36	huge criminal and civil liabilities issues so keep it quiet end of cgi pov	N	00:03:11.075
37	photograph the scene resume to present	N	00:03:13.734
38	bag and tag all the detritus type of trauma suggests we 're looking at asphyxia due to diaphragmatic paralysis	N	00:03:15.774
39	forklift anything bigger than greg warrick leans in close	N	00:03:17.894
40	we 're going to put up a tent on the other side of the parking lot for accident reconstruction it looks like there 's soil inside of her wound	N	00:03:21.075
41	questions well we did find her outside	N	00:03:23.835
42	yeah right	N	00:03:24.994
43	what 's that guy doing so far away from the others should be soil around the wound	N	00:03:27.254
44	curious is n't it warrick takes a swab sample of the wound	N	00:03:31.534
45	so when he asks if anybody has any questions he 's not really asking hey	N	00:03:35.614
46	well i do n't know much about roller coaster accidents but in auto collisions the victims found furthest away from the car usually were n't wearing a seat belt got your page	N	00:03:42.194
47	that 'd be my bet what 's up	N	00:03:46.354
48	okay let 's go to work catherine looks around and sees a lot of kids there hanging out after school	N	00:03:53.814
49	what should i do wow	N	00:03:55.394
50	uh photo-evidence log just record everything we collect okay this place is crawling with kids	N	00:04:07.134
51	so how long you been operating the roller coaster she would just show up and when she did n't they 'd assumed that she was at home	Y	00:06:11.035
52	couple of months catherine sees the security camera	N	00:06:19.669
53	i got a promotion she points to it	Y	00:06:21.875
54	i used to work the merry-go-round warrick	Y	00:06:23.614
55	that 's a promotion huh i 've already secured the footage	N	00:06:24.817
56	yeah warrick looks through the security camera footage from the mini-mart	N	00:06:25.491
57	only little kids go on the merry-go-round catherine walks into the room and joins him	N	00:06:27.094
58	oh i see i found tessa	N	00:06:29.265
59	so you get to meet girls your own age on pharaoh 's fever on the screen they watch as a young boy grabs tessa by the hand and pull her toward the car	Y	00:06:31.075
60	yeah something like that yeah you 're not the only one	N	00:06:33.734
61	what kind of training do you get to be an operator yeah	Y	00:06:35.915
62	training on the monitor they both walk off screen	N	00:06:37.924
63	i release the brake can you enlarge it	Y	00:06:38.894
64	i press a button warrick blocks and enlarges the photo of henry with tessa	Y	00:06:39.864
65	it 's green and marked start catherine shows the photo to henry	N	00:06:41.146
66	i get the picture she interviews henry while his mother sits and listens	N	00:06:42.561
67	all right look there are six victims it 'd be helpful to know where each of them was sitting yeah that 's me	N	00:06:45.575
68	um front bench was a girl and who 's that with you	N	00:06:50.235
69	she was blond tessa press	N	00:06:52.654
70	yeah you two were friends	N	00:06:53.895
71	cute we sat next to each other on the bus	N	00:06:59.114
72	uh followed by a punk old folks and some other dude henry 's eyes widen at the implication	N	00:07:02.114
73	that 's only five i-i 'm 15	N	00:07:04.376
74	that 's all i remember i felt sorry for her	N	00:07:05.851
75	see yourself scream stuff like that	N	00:07:09.654
76	what 's this about she 'd sit next to me and they 'd leave her alone	N	00:07:10.970
77	we got a digital camera in the photo you 're grabbing her arm	N	00:07:12.033
78	it 's mounted right over there it was n't like that	N	00:07:13.096
79	how does that work i just got my learner 's permit	N	00:07:15.409
80	camera 's on a trigger my mom was waiting in the car	N	00:07:17.194
81	train passes by automatically snaps a picture and stores it in the computer 's hard drive we were just going to get slushies	N	00:07:20.055
82	the train was airborne i saw tessa in the parking lot	N	00:07:22.694
83	never even got close to the camera quick flashback to [_mini-mart-day_] henry walks over to the mini-mart and sees tessa standing outside	N	00:07:24.954
84	i 'm still going to want to take that computer hey tessa	N	00:07:28.154
85	i 'm the park 's chief engineer henry	N	00:07:36.334
86	been working on coasters since before i was tall enough to ride em you want a ride just door to door	N	00:07:39.154
87	you responsible for maintaining this roller coaster no that 's okay	N	00:07:42.474
88	i keep all the rides up to code oh come on	N	00:07:44.734
89	you have any idea what would cause this train to go off the track you 're not scared to drive with me are you	N	00:07:47.054
90	well in theory i did n't think it was possible he grabs her arm playfully and pulls her toward the car	N	00:07:49.635
91	there 's never been an accident like this anywhere no it 's okay	N	00:07:51.654
92	so you 're an expert i got it	N	00:07:54.745
93	on roller coasters she pulls away and backs up	N	00:07:55.915
94	hell yeah end of flashback	N	00:07:57.085
95	ten years of service on six flags american eagle before moving to vegas resume to present	N	00:07:59.734
96	do you know what that is no	N	00:08:02.455
97	that 's a nut but when we pulled away i saw her getting into a truck	N	00:08:04.136
98	it uh secures the wheel to the screw i did n't see the driver	N	00:08:06.011
99	well one loose screw could n't cause a train to derail could it catherine turns the hallway corner and sees warrick talking with someone	N	00:08:09.994
100	no no there 's uh eight wheels per train they-they 'd all have to be loose and uh that just does n't happen he sees her and waves her over	N	00:08:16.295
101	there are three things in human life that are important it seems it was zoodoo	N	00:08:32.296
102	the first is to be kind the second one is to be kind and the third one is to be kind come again	N	00:08:35.131
103	henryjames hoof stock	N	00:08:43.135
104	very good it 's a combination of feces from rhinos zebras and bison	N	00:08:44.504
105	author of one of the greatest horror stories ever written turn of the screw you 're kidding	N	00:08:46.914
106	and i 'm looking for one they say that the smell of wild animal crap keeps the deer away	N	00:08:49.330
107	a screw uh so can we track the source of	N	00:08:50.324
108	yes there is a zoo in auckland that exports it	N	00:08:50.894
109	oh well technically these are eccentric shafts not screws and there 's only one landscaping company in clark county that imports it adl	N	00:08:53.709
110	well as long as you can screw a nut on it it 's a screw i contacted adl and guess what they told me	N	00:08:58.274
111	turn of the screw is n't really a horror story couple of months back they were hired by the victim 's mother	Y	00:09:01.166
112	it 's more of a mystery catherine and an officer exit their cars	N	00:09:02.702
113	did the governess kill the little boy or did the ghost do it catherine is carrying a camera	N	00:09:04.699
114	well it 's only a mystery if you believe in ghosts she notices the sign on the truck adl landscape	N	00:09:06.975
115	end threads are stripped adl landscaping	N	00:09:12.014
116	means the nuts were loose must 've been a big job she hired them months ago	Y	00:09:13.610
117	excessive play on the screws would 've worn down the threads in the back of the truck is a partially opened bag of zoodoo compost	N	00:09:16.035
118	and the nuts would 've popped off zoodoo	N	00:09:18.634
119	nuts do n't just pop off by themselves he 's wearing a gray t-shirt with adl landscape on the front	N	00:09:25.534
120	we got tool marks hello	N	00:09:30.955
121	vertical striations evenly spaced hi	N	00:09:33.384
122	could 've been a pipe wrench i just left you a message	Y	00:09:36.415
123	maybe whoever maintains the roll coaster uses a pipe wrench to tighten the nuts any news	N	00:09:39.035
124	or whoever loosened the nuts screwed up honey these guys are from the crime lab	N	00:09:42.809
125	introductions hey	N	00:12:04.954
126	shelly hoffman 25 could i have a word with you outside for a moment	N	00:12:08.307
127	cause of death lacerated ventricle why	N	00:12:10.521
128	noah nuland 15 why not	N	00:12:12.597
129	c.o.d head contusion justin steps out of the house and follows warrick	N	00:12:14.352
130	the swelling of the brain killed him within minutes raina press watches him go with alarm but she does n't say anything	Y	00:12:16.895
131	now gary clodfelter died of shock catherine looks at her	Y	00:12:19.846
132	his wife may exsanguinated may i	N	00:12:22.422
133	and their son cameron another head contusion catherine follows raina press into the living room	Y	00:12:25.614
