	sentence	killer_gold	medion_time
0	boss nobody 's carrying	N	00:00:39.555
1	boss got a couple officers scanning the neighborhood in case the uh weapon got tossed	N	00:00:39.555
2	we-we got a problem nobody saw anything	N	00:00:42.934
3	well clean surfaces make for good analysis interesting family reunion	N	00:01:14.149
4	yeah do n't you hate it when hello leads to gunfire	N	00:01:16.154
5	well that may be the only good thing vega nods	N	00:01:17.935
6	i checked for a wallet no id i 'll need to gsr both	N	00:01:21.694
7	nothing on him nick walks over to the husband	N	00:01:23.535
8	the kid looks like a minor i 'm going to need to test your hands for gsr	N	00:01:25.374
9	coroner 's investigator says he 's been dead for over twelve hours what 's that	N	00:01:29.694
10	happened sometime this weekend gunshot residue	N	00:01:41.234
11	you going to pry that piece of cloth from his hand you think i shot my wife the day after our honeymoon	N	00:01:42.984
12	not just yet nick does n't say anything	N	00:01:43.674
13	help me out here he continues to test for gsr	N	00:01:45.226
14	got any ideas on this one we were just moving our stuff	N	00:01:46.802
15	well based on his pants around the knees i would say a crime of passion he knows he 's not supposed to come within 100 yards of her	N	00:01:52.774
16	given the brutality of it seems to me an act of rage please	N	00:01:59.414
17	you know i lose an hour a day cleaning up their beer bottles and their cigarette butts she does n't respond	N	00:02:39.884
18	kids use it as a hangout huh mr mitchell turns to todd	N	00:02:42.835
19	oh sure call 911	N	00:02:44.677
20	they think the house does n't have a lock it belongs to them end of flashback	N	00:02:46.432
21	well it 's a crime scene so it belongs to us now resume to present	N	00:02:48.040
22	yeah i thought it was a heart attack	N	00:02:49.320
23	how long then i saw the blood	N	00:02:50.794
24	as long as it takes nick finishes the test then turns to see vega talking with toddmarlene 's ex-husband	N	00:02:52.534
25	you know i got two teenagers at home and they know how to respect other people 's property yes but there was a restraining order against you	N	00:02:55.175
26	now who 's going to feed them when i do n't get paid for today huh why were you here	N	00:02:58.294
27	huh nick turns back to mr mitchell	N	00:03:00.246
28	i ca n't tell you that thank you	N	00:03:01.222
29	take a look at his head tell me what you see robbins has the chest cavity open	N	00:03:11.374
30	definitely blunt force yeah she was dead in seconds	N	00:03:20.775
31	that 's a hammerhead bullet 's still in the heart	N	00:03:22.395
32	i thought you might say that here we go	N	00:03:25.275
33	well we know that people often commit crimes in places they 're familiar with he holds the bullet out for nick	N	00:03:31.030
34	you got to be kidding me sure	N	00:03:45.714
35	i 'll swab the blood and see if it 's all his that 's shallow	N	00:03:54.495
36	grissom give me a hand will you	N	00:04:07.675
37	well that should help eighty-five degree downward angle	N	00:04:14.715
38	i 'll trade you a hammer for a screw most gunshot wounds are ninety degrees give or take	N	00:04:18.754
39	name please thanks doc	N	00:04:21.354
40	i 'll tell you mine you tell me yours right	N	00:04:22.994
41	oh come on baby catherine is going through the filing cabinet drawers as nick walks past the room	N	00:04:25.559
42	i 'm stuck with these ugly fools all day he turns and sees her	N	00:04:27.186
43	a pretty girl comes by he walks into the room	N	00:04:29.021
44	just having a little fun hey catherine feel like doin some real work	N	00:04:30.680
45	yeah murder always makes me feel a little randy too and leave all this	N	00:04:31.960
46	ooh i got a woman who dfo 'd in front of her house trying to break up a fight	N	00:04:33.275
47	distinguish and you want me to cook	N	00:06:26.575
48	you ready to run cut to in another lab nick makes several bullets at varying weights	N	00:06:29.034
49	she does all my running okay boys	N	00:06:30.577
50	thanks there 's always room for jell-o	N	00:06:31.494
51	trail uh catherine technically that 's just gel	N	00:06:44.014
52	it 's a hell of a place to get lost catherine puts the mold on the table	N	00:06:56.614
53	yeah okay let 's shoot it	N	00:06:58.338
54	we have five million olfactory sensory receptors she walks back where bobby offers her ear phones	N	00:06:59.654
55	penny 's got 220 million betty crocker	N	00:07:00.970
56	she sees the world differently bobby puts on his protective eyewear	N	00:07:02.695
57	the suspect stopped here he fires	N	00:07:23.679
58	she 's got a hit on the dumpster firing one at 70	N	00:07:38.235
59	she 's getting nothing but penny will pick up on anything they touched cut to bobby fires the third bullet	N	00:08:00.494
60	there we go catherine measures the penetration	N	00:08:10.214
61	there 's something in the silver bag same as ms mitchell	N	00:08:13.382
62	what do you think thanks catherine	N	00:08:17.877
63	bought new clothes ditched the old ones bobby and nick figure it out	N	00:08:19.551
64	what 's missing from that sweater 's what that dead kid had in his hand how far does a nine millimeter bullet have to travel before it slows down to 550 feet per second	N	00:08:21.670
65	so we 're looking for a girl who bought a new outfit they put it in the computer and get a calculation	Y	00:08:25.674
66	some earrings and a latte we 're talking six football fields	N	00:08:29.254
67	oh an iced cappuccino actually yeah that would pretty much eliminate anyone that was in the mitchell 's front yard	N	00:08:32.974
68	they say in america you 're on camera an average of seven times a day that 's basically perpendicular	N	00:11:01.394
69	go to a mall and you can at least triple that um bullets are predictable	N	00:11:02.654
70	i guess that 's good for us nick looks at the photos in the file again he thinks about it	N	00:11:03.977
71	i 'm going to think twice the next time i try on a shirt quick flashback to mr mitchell and todd are fighting	N	00:11:05.014
72	well legally they ca n't put cameras in dressing rooms but there 's legal and then there 's what people do marlenemitchell steps between them to stop the fight	N	00:11:08.670
73	our girl bought her clothes at 8:31 no stop it	Y	00:11:12.794
74	let 's scan the dressing room footage from 8:00 on she 's pushed back and falls back on the mattress with a bullet hole in her chest	N	00:11:16.235
75	hold it resume to present	N	00:11:20.214
76	that 's our sweater nick reaches for the laptop and pen	N	00:11:25.194
77	and that 's our girl okay this is the mitchell 's house	Y	00:11:27.114
