	sentence	killer_gold	medion_time
0	hmm	N	00:01:00.435
1	i heard you got some head	N	00:01:01.424
2	just came in how 'd you know	N	00:01:03.176
3	i arranged house seats for david to see celine so he pages me the minute you get anything perishable	N	00:01:06.652
4	sellout	N	00:01:09.075
5	oh formaldehyde	N	00:01:15.934
6	yeah it fixes tissue but it destroys dna	N	00:01:17.877
7	no id through codis	N	00:01:19.792
8	quite a bit of leaf litter	N	00:01:22.454
9	puncture wound above the orbital plate	N	00:01:24.594
10	that looks like animal activity	N	00:01:27.734
11	heavy decomp	N	00:01:29.494
12	it 's going to be uh virtually impossible to determine time of death	N	00:01:32.374
13	this neck was n't severed	N	00:01:35.151
14	it was disarticulated	N	00:01:36.494
15	no skill involved	N	00:01:37.837
16	oh-oh	N	00:01:41.767
17	i take that back	N	00:01:42.742
18	that took skill	N	00:01:44.694
19	the unkindest cut of all	N	00:01:52.134
20	hmm	N	00:02:31.874
21	there 's more plant material here than geological	N	00:02:34.217
22	hair roots and scalp are relatively clean	N	00:02:35.575
23	so the vic was n't buried	N	00:02:39.557
24	you tell me	N	00:02:40.671
25	i will	N	00:02:42.634
26	leaves and needles and dirt that 's good as a map	N	00:02:45.204
27	any idea when grissom 'll be back	N	00:02:55.714
28	nope	N	00:02:57.326
29	it 's going to be a while	N	00:02:58.462
30	jackpot nevada	N	00:03:01.254
31	where the hell is that	N	00:03:03.315
32	pay at the pump	N	00:03:12.184
33	order 's up sweetie	N	00:03:52.734
34	good morning	N	00:03:59.094
35	i 'm with the lasvegas crime lab and i	N	00:04:00.244
36	hey alan	N	00:04:01.494
37	s guy 's here about the head	N	00:04:02.644
38	bet a wolf got him	N	00:04:06.055
39	there 's no wolves around here dumbass	N	00:04:07.947
40	bears	N	00:04:09.361
41	ten bucks says satanic cult	N	00:04:11.014
42	lieutenant alanbrooks	N	00:04:12.534
43	this is my brother leland	N	00:04:13.684
44	how do you do	N	00:04:14.955
45	gilgrissom lasvegas crime lab	N	00:04:16.145
46	may i	N	00:04:17.469
47	have a seat	N	00:04:18.749
48	things must be pretty slow in vegas to get one of you guys out here so quick	N	00:04:21.135
49	well the elko county sheriff made the request	N	00:04:23.610
50	we were happy to respond	N	00:04:25.073
51	it 's an interesting case	N	00:04:26.536
52	mmm not particularly	N	00:04:28.434
53	it was probably some hiker or transient who got lost took a bad luck fall	N	00:04:31.450
54	must have been a heck of a fall	N	00:04:35.167
55	his head 's in a plastic jar	N	00:04:36.781
56	listen i filed the report	N	00:04:38.217
57	i sent in the head	N	00:04:39.291
58	five 'll get you ten there 's not much left of that body out there but coyote turds	N	00:04:41.795
59	look nobody from this community 's been reported missing	N	00:04:46.640
60	and i just do n't have the resources to go searching for what might be left	N	00:04:49.754
61	well you do now	N	00:04:52.494
62	there 'd better be a whole lot more of you out there	N	00:04:55.349
63	have a good one marty	N	00:04:57.249
64	lieutenant the preliminary autopsy revealed a single straight two-inch cut on the victim 's jaw	N	00:05:06.514
65	it was a blade mark	N	00:05:11.164
66	so there 's not just a body out there there 's also a killer	Y	00:05:13.795
67	of all the plant life gathered from the head the conifers are the key	N	00:05:19.314
68	the one on the left abies zasiocarpa	N	00:05:22.434
69	the one on the right is picea engelmannii engelmann spruce	N	00:05:26.075
70	spruce and fir trees	N	00:05:29.294
71	typical mountain forest	N	00:05:32.316
72	typical for 9,000 feet above sea level	N	00:05:34.151
73	the wood fragments are either cottonwood or aspen	N	00:05:36.535
74	and aspens only grow in areas that have been cleared	N	00:05:39.094
75	fire roads or logging	N	00:05:42.479
76	after a major forest fire manzanita bushes grow like weeds for decades	N	00:05:46.874
77	no manzanita leaves here	N	00:05:50.654
78	which means that the head was on a damp north-facing slope at least 9,000 feet up cleared but not recently exposed to fire	N	00:05:55.274
79	grissom	N	00:05:59.835
80	is the service actually bad out there or are you just keeping your phone off	N	00:06:02.534
81	i 'm sorry	N	00:06:04.686
82	i should 've called	N	00:06:05.422
83	this trip would n't have anything to do with you ducking case reviews now would it	N	00:06:07.614
84	how can you think that	N	00:06:10.256
85	you would n't mind taking care of those for me would you	N	00:06:11.891
86	oh your job my pay	N	00:06:13.387
87	why would i care	N	00:06:14.561
88	i 'll make it up to you	N	00:06:15.807
89	yeah you had better	N	00:06:16.941
90	hodges id 'd your leaf litter	N	00:06:20.684
91	good	N	00:06:22.394
92	thanks	N	00:06:26.254
93	i owe you one	N	00:06:29.494
94	trouble with the wife	N	00:06:32.376
