	sentence	killer_gold	medion_time
0	what do you need to get	N	00:00:13.417
1	actually it 's what you need to get rook	N	00:00:14.972
2	aw come on man	N	00:00:16.326
3	we 're off duty	N	00:00:17.301
4	you 're off when i say you 're off	N	00:00:18.614
5	do n't forget the ho-hos	N	00:00:27.274
6	i can help you over here sir	Y	00:00:53.034
7	slow night	N	00:00:57.176
8	kind of	N	00:00:58.091
9	oh ca n't forget the ho-hos	N	00:01:00.815
10	get out of my way	N	00:01:13.597
11	i 've got to get in there	N	00:01:15.431
12	what the hell is wrong with you people	N	00:01:17.126
13	my wife is still in there	N	00:01:18.501
14	why is n't anybody helping my wife	N	00:01:20.367
15	we 're doing the best we can sir	N	00:01:23.990
16	please	N	00:01:25.076
17	body count 's five	N	00:01:26.414
18	officer clay entered the store unaware of a robbery that was in progress	N	00:01:44.675
19	officer fromansky came in after he heard a shot fired	N	00:01:47.614
20	engaged two suspects	Y	00:01:49.867
21	lit the place up	N	00:01:51.601
22	the ski masks are john does	Y	00:01:56.455
23	the rest have wallet ids	N	00:01:59.734
24	woman at the back is juliareed cocktail waitress at the tangiers	N	00:02:14.829
25	man on aisle four is rufussanders cab driver	N	00:02:26.205
26	how you want us to handle this grissom	N	00:02:37.674
27	same way you 'd eat an elephant one bite at a time	N	00:02:42.594
28	hey jim did you know that charles manson is only 5'2	N	00:02:54.294
29	yeah little guys tend to overcompensate	N	00:02:59.234
30	do you remember the uh story about how and where the marshals found old charlie when they raided barker ranch	N	00:03:01.814
31	yeah	N	00:03:05.294
32	i always uh	N	00:03:09.774
33	i always liked that story	N	00:03:14.382
34	we need a medic	N	00:03:18.874
35	all right tell me what happened	N	00:03:57.294
36	i was in my radio car when i heard shots fired	N	00:03:59.695
37	i called for backup	N	00:04:01.694
38	i went in	N	00:04:02.844
39	clay talk to me	N	00:04:04.846
40	clay	N	00:04:05.581
41	how many shots you fire	N	00:04:12.914
42	three	N	00:04:14.594
43	no four	N	00:04:16.117
44	i fired four	N	00:04:17.232
45	then what	N	00:04:18.434
46	i saw my partner on the floor	N	00:04:19.766
