	sentence	killer_gold	medion_time
0	no found her here	N	00:00:39.195
1	no a young woman healthy just reading a magazine and all of a sudden she dfo s	N	00:00:39.195
2	call said one dead body excuse me	N	00:01:01.496
3	caught him red handed we 're from the crime lab	N	00:01:03.438
4	benjennings you found the deceased	N	00:01:04.877
5	nickstokes gilgrissom lasvegas crime lab hey brass you touch this body	N	00:01:10.052
6	you want to tell us what 's going on yeah i was born yesterday	N	00:01:11.356
7	what happened here well it looks as if the sash may have been tied by somebody else	N	00:01:12.660
8	you have anything to say well she was naked	N	00:01:18.716
9	you do n't have to talk to us did you move the body here too	N	00:01:22.458
10	he 'll talk to us i put a robe on her	N	00:01:25.755
11	see that lividity a red bordered bar scrolls down the spa 's appointment list of names on the computer for that night	N	00:02:03.499
12	blood settled at the time of death shelleydanvers appointment 8 00	N	00:02:06.474
13	body 's been moved from the murder scene ms marita did the deceased use the jacuzzi facilities this evening	N	00:02:08.467
14	impound his car not that i remember no	N	00:02:10.043
15	sorry guys you do n't believe me	N	00:02:13.097
16	i lost you at the fork well you lied to us before	N	00:02:14.015
17	my bad sara it 's uh not uncommon to drown in a jacuzzi	N	00:02:14.933
18	let 's process this guy shall we the hotel wouldn t be considered unsafe	N	00:02:19.919
19	officer would you uncuff him please well that didn t happen here	N	00:02:21.817
20	okay make like a scarecrow for me partner oh i hope that 's shelleydanvers the woman from the hotel spa	N	00:02:32.496
21	arms out away from your body david pushes the gurney into the forensic autopsy room	N	00:02:35.875
22	that 's it catherine follows him into the room	N	00:02:37.459
23	stay just like that i hate it when you csi guys get territorial	N	00:02:38.779
24	give me your right foot i 'll take it from here david	N	00:02:46.556
25	other right good morning	N	00:02:48.378
26	put it down catherine	N	00:02:49.888
27	lift it up robbins lifts up the sheet covering shelleydanvers	N	00:02:50.786
28	hold still rules out your jacuzzi theory	N	00:02:53.898
29	possible secondary transfer bright red lividity extending down the body	N	00:02:58.017
30	got some red fibers from	N	00:03:02.898
31	other foot well heatstroke possibly	N	00:03:07.538
32	lift it up stroke could cause multiple organ failure and if i 'm right	N	00:03:08.968
33	put it down cover up	N	00:03:09.708
34	no defensive wounds hey i still have to do the post	N	00:03:15.517
35	no hematomas catherine	N	00:03:17.355
36	victim didn t fight back catherine pulls out her cell phone and dials	N	00:03:19.238
37	probably didn t see it coming brass i need you to get records from that hotel spa a warrant if we need it	N	00:03:20.996
38	matthew tag that body for special processing vip room yep that 's right	N	00:03:26.578
39	do n't wash it till i get there and do n't touch his fingernails bye	N	00:03:30.334
40	flour maybe he turns around when he catches up with catherine	N	00:05:10.053
41	but what kind oh it 's on	N	00:05:12.737
42	all purpose yeah	N	00:05:14.289
43	self rising was our girl staying with anyone at that hotel	N	00:05:15.267
44	pastry uh yeah	N	00:05:16.817
45	trace will probably have a better idea tinatina kolas	Y	00:05:18.954
46	i 'll get dna to see if there 's bits of ben under the fingernails best friends from terre haute indiana	N	00:05:24.396
47	what about the neck flew here in a package	N	00:05:26.888
48	any fibers in the wound why	N	00:05:28.185
49	you told me to wait for you we need someone to give us the truth about last night	N	00:05:29.588
50	well that hasn t stopped you yet and you can verify that when shelley went to the hotel spa last night she was going to use the dry sauna	Y	00:05:30.924
51	i did observe some fibers in the wound we 'd been drinking apple martinis for like three days straight	Y	00:05:32.607
52	i didn t collect them though shelley said the sauna would detox her you know clean her out	N	00:05:34.461
53	be my guest cath	N	00:05:36.299
54	yellow mine	Y	00:05:43.195
55	not cotton satin maybe shelley and i got in a fight over it	Y	00:05:45.597
